"",BBK01.QUX791,BBK01.QUX791_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Panama / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:36:56,
2002-03,4.600,
2002-04,4.405,
2002-05,4.477,
2002-06,4.228,
2002-07,4.301,
2002-08,4.291,
2002-09,3.962,
2002-10,3.876,
2002-11,3.596,
2002-12,3.157,
2003-01,3.314,
2003-02,3.290,
2003-03,2.998,
2003-04,2.852,
2003-05,2.637,
2003-06,2.687,
2003-07,2.730,
2003-08,3.086,
2003-09,3.015,
2003-10,3.043,
2003-11,3.001,
2003-12,2.915,
2004-01,2.618,
2004-02,2.757,
2004-03,2.907,
2004-04,2.924,
2004-05,2.786,
2004-06,2.751,
2004-07,2.752,
2004-08,2.724,
2004-09,2.872,
2004-10,2.812,
2004-11,2.833,
2004-12,2.806,
2005-01,2.816,
2005-02,2.748,
2005-03,2.759,
2005-04,2.726,
2005-05,2.922,
2005-06,2.984,
2005-07,2.978,
2005-08,2.701,
2005-09,2.750,
2005-10,2.654,
2005-11,2.750,
2005-12,2.555,
2006-01,2.539,
2006-02,2.543,
2006-03,2.439,
2006-04,2.303,
2006-05,2.267,
2006-06,2.556,
2006-07,2.573,
2006-08,2.564,
2006-09,2.512,
2006-10,2.623,
2006-11,2.519,
2006-12,2.516,
2007-01,2.547,
2007-02,2.553,
2007-03,2.677,
2007-04,2.856,
2007-05,2.944,
2007-06,2.963,
2007-07,3.131,
2007-08,3.183,
2007-09,3.560,
2007-10,3.259,
2007-11,3.473,
2007-12,3.497,
2008-01,3.425,
2008-02,3.465,
2008-03,3.357,
2008-04,3.502,
2008-05,3.539,
2008-06,3.486,
2008-07,3.541,
2008-08,3.623,
2008-09,3.772,
2008-10,4.104,
2008-11,4.107,
2008-12,3.927,
2009-01,4.165,
2009-02,4.183,
2009-03,4.488,
2009-04,4.472,
2009-05,4.255,
2009-06,4.317,
2009-07,4.261,
2009-08,4.271,
2009-09,4.083,
2009-10,4.085,
2009-11,4.014,
2009-12,4.177,
2010-01,4.249,
2010-02,4.524,
2010-03,4.545,
2010-04,4.741,
2010-05,4.863,
2010-06,4.793,
2010-07,4.258,
2010-08,4.225,
2010-09,3.869,
2010-10,3.770,
2010-11,4.039,
2010-12,3.908,
2011-01,4.016,
2011-02,3.935,
2011-03,3.808,
2011-04,3.634,
2011-05,3.758,
2011-06,3.741,
2011-07,3.803,
2011-08,3.719,
2011-09,3.789,
2011-10,3.657,
2011-11,3.836,
2011-12,3.955,
2012-01,3.880,
2012-02,3.789,
2012-03,3.566,
2012-04,3.522,
2012-05,3.663,
2012-06,3.629,
2012-07,3.692,
2012-08,3.583,
2012-09,3.512,
2012-10,3.379,
2012-11,3.435,
2012-12,3.425,
2013-01,3.307,
2013-02,3.373,
2013-03,3.315,
2013-04,3.274,
2013-05,3.465,
2013-06,3.450,
2013-07,3.430,
2013-08,3.443,
2013-09,3.357,
2013-10,3.313,
2013-11,3.296,
2013-12,3.685,
2014-01,3.655,
2014-02,3.548,
2014-03,3.652,
2014-04,3.558,
2014-05,3.649,
2014-06,3.525,
2014-07,3.498,
2014-08,3.227,
2014-09,3.396,
2014-10,3.511,
