"",BBK01.WU0055,BBK01.WU0055_FLAGS
"",Net sales of domestic debt securities at nominal value / Total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:34,
1948-01,-,Nothing exists
1948-02,-,Nothing exists
1948-03,-,Nothing exists
1948-04,-,Nothing exists
1948-05,-,Nothing exists
1948-06,-,Nothing exists
1948-07,0,
1948-08,-,Nothing exists
1948-09,0,
1948-10,9,
1948-11,1,
1948-12,-,Nothing exists
1949-01,25,
1949-02,5,
1949-03,13,
1949-04,25,
1949-05,6,
1949-06,46,
1949-07,189,
1949-08,12,
1949-09,17,
1949-10,22,
1949-11,11,
1949-12,24,
1950-01,59,
1950-02,16,
1950-03,15,
1950-04,10,
1950-05,15,
1950-06,19,
1950-07,21,
1950-08,29,
1950-09,99,
1950-10,16,
1950-11,19,
1950-12,26,
1951-01,30,
1951-02,17,
1951-03,18,
1951-04,42,
1951-05,16,
1951-06,18,
1951-07,33,
1951-08,32,
1951-09,39,
1951-10,59,
1951-11,26,
1951-12,52,
1952-01,51,
1952-02,21,
1952-03,44,
1952-04,51,
1952-05,122,
1952-06,20,
1952-07,28,
1952-08,29,
1952-09,33,
1952-10,42,
1952-11,67,
1952-12,284,
1953-01,242,
1953-02,55,
1953-03,87,
1953-04,93,
1953-05,90,
1953-06,63,
1953-07,123,
1953-08,115,
1953-09,111,
1953-10,144,
1953-11,109,
1953-12,233,
1954-01,197,
1954-02,203,
1954-03,208,
1954-04,278,
1954-05,129,
1954-06,347,
1954-07,251,
1954-08,157,
1954-09,143,
1954-10,109,
1954-11,135,
1954-12,177,
1955-01,326,
1955-02,112,
1955-03,28,
1955-04,100,
1955-05,105,
1955-06,230,
1955-07,251,
1955-08,277,
1955-09,140,
1955-10,112,
1955-11,48,
1955-12,116,
1956-01,61,
1956-02,94,
1956-03,98,
1956-04,89,
1956-05,67,
1956-06,84,
1956-07,64,
1956-08,148,
1956-09,170,
1956-10,93,
1956-11,58,
1956-12,73,
1957-01,174,
1957-02,87,
1957-03,125,
1957-04,97,
1957-05,131,
1957-06,118,
1957-07,191,
1957-08,178,
1957-09,211,
1957-10,255,
1957-11,1,
1957-12,188,
1958-01,283,
1958-02,367,
1958-03,335,
1958-04,404,
1958-05,402,
1958-06,204,
1958-07,435,
1958-08,310,
1958-09,164,
1958-10,523,
1958-11,195,
1958-12,171,
1959-01,709,
1959-02,357,
1959-03,236,
1959-04,521,
1959-05,545,
1959-06,-5,
1959-07,373,
1959-08,357,
1959-09,178,
1959-10,188,
1959-11,395,
1959-12,259,
1960-01,405,
1960-02,150,
1960-03,170,
1960-04,95,
1960-05,84,
1960-06,44,
1960-07,220,
1960-08,214,
1960-09,286,
1960-10,215,
1960-11,198,
1960-12,137,
