"",BBK01.QUK872,BBK01.QUK872_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Egypt / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:34:11,
2002-03,0.260,
2002-04,0.250,
2002-05,0.243,
2002-06,0.223,
2002-07,0.221,
2002-08,0.215,
2002-09,0.213,
2002-10,0.212,
2002-11,0.217,
2002-12,0.221,
2003-01,0.215,
2003-02,0.225,
2003-03,0.201,
2003-04,0.189,
2003-05,0.184,
2003-06,0.187,
2003-07,0.183,
2003-08,0.186,
2003-09,0.153,
2003-10,0.144,
2003-11,0.142,
2003-12,0.142,
2004-01,0.143,
2004-02,0.141,
2004-03,0.143,
2004-04,0.138,
2004-05,0.174,
2004-06,0.178,
2004-07,0.165,
2004-08,0.295,
2004-09,0.166,
2004-10,0.165,
2004-11,0.159,
2004-12,0.155,
2005-01,0.157,
2005-02,0.154,
2005-03,0.157,
2005-04,0.162,
2005-05,0.167,
2005-06,0.166,
2005-07,0.156,
2005-08,0.185,
2005-09,0.203,
2005-10,0.203,
2005-11,0.214,
2005-12,0.187,
2006-01,0.169,
2006-02,0.435,
2006-03,0.426,
2006-04,0.439,
2006-05,0.329,
2006-06,0.321,
2006-07,0.370,
2006-08,0.354,
2006-09,0.343,
2006-10,0.341,
2006-11,0.350,
2006-12,0.357,
2007-01,0.367,
2007-02,0.447,
2007-03,0.407,
2007-04,0.392,
2007-05,0.388,
2007-06,0.386,
2007-07,0.902,
2007-08,0.930,
2007-09,0.792,
2007-10,0.774,
2007-11,0.728,
2007-12,0.668,
2008-01,0.614,
2008-02,0.573,
2008-03,0.585,
2008-04,0.306,
2008-05,0.357,
2008-06,0.391,
2008-07,0.395,
2008-08,0.414,
2008-09,0.408,
2008-10,0.438,
2008-11,0.435,
2008-12,0.406,
2009-01,0.440,
2009-02,0.430,
2009-03,0.417,
2009-04,0.428,
2009-05,0.413,
2009-06,0.411,
2009-07,0.409,
2009-08,0.407,
2009-09,0.407,
2009-10,0.410,
2009-11,0.395,
2009-12,0.408,
2010-01,0.427,
2010-02,0.445,
2010-03,0.431,
2010-04,0.436,
2010-05,0.441,
2010-06,0.445,
2010-07,0.410,
2010-08,0.421,
2010-09,0.397,
2010-10,0.387,
2010-11,0.404,
2010-12,0.407,
2011-01,0.379,
2011-02,0.365,
2011-03,0.364,
2011-04,0.356,
2011-05,0.321,
2011-06,0.319,
2011-07,0.322,
2011-08,0.321,
2011-09,0.339,
2011-10,0.339,
2011-11,0.364,
2011-12,0.374,
2012-01,0.368,
2012-02,0.359,
2012-03,0.598,
2012-04,0.615,
2012-05,0.640,
2012-06,0.643,
2012-07,0.639,
2012-08,0.374,
2012-09,0.369,
2012-10,0.333,
2012-11,0.332,
2012-12,0.323,
2013-01,0.347,
2013-02,0.345,
2013-03,0.348,
2013-04,0.333,
2013-05,0.333,
2013-06,0.317,
2013-07,0.310,
2013-08,0.311,
2013-09,0.305,
2013-10,0.304,
2013-11,0.290,
2013-12,0.286,
2014-01,0.296,
2014-02,0.287,
2014-03,0.294,
2014-04,0.300,
2014-05,0.311,
2014-06,0.277,
2014-07,0.280,
2014-08,0.286,
2014-09,0.292,
2014-10,0.302,
