"",BBK01.OEAE31G,BBK01.OEAE31G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:03:00,
2002-01,14.618,
2002-04,15.074,
2002-07,14.964,
2002-10,15.276,
2003-01,15.272,
2003-04,14.859,
2003-07,13.878,
2003-10,13.984,
2004-01,14.251,
2004-04,14.423,
2004-07,14.740,
2004-10,15.035,
2005-01,14.733,
2005-04,14.886,
2005-07,14.955,
2005-10,15.329,
2006-01,15.076,
2006-04,15.001,
2006-07,15.239,
2006-10,15.402,
2007-01,15.424,
2007-04,15.408,
2007-07,14.484,
2007-10,14.346,
2008-01,13.805,
2008-04,14.207,
2008-07,15.182,
2008-10,11.737,
2009-01,10.527,
2009-04,11.800,
2009-07,11.945,
2009-10,13.891,
2010-01,11.561,
2010-04,11.683,
2010-07,11.832,
2010-10,11.858,
2011-01,13.189,
2011-04,13.133,
2011-07,13.016,
2011-10,13.288,
2012-01,13.149,
2012-04,13.473,
2012-07,13.759,
2012-10,14.173,
2013-01,14.487,
2013-04,14.641,
2013-07,14.522,
2013-10,14.659,
2014-01,14.123,
2014-04,14.267,
2014-07,14.092,
