"",BBK01.QX7655,BBK01.QX7655_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / China, People`s Republic of / US-dollars",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:21:26,
1995-01,0.003,
1995-02,0.041,
1995-03,0.004,
1995-04,0.020,
1995-05,0.049,
1995-06,.,No value available
1995-07,0.006,
1995-08,0.007,
1995-09,.,No value available
1995-10,.,No value available
1995-11,.,No value available
1995-12,0.005,
1996-01,0.005,
1996-02,0.004,
1996-03,0.006,
1996-04,0.080,
1996-05,0.032,
1996-06,0.022,
1996-07,0.028,
1996-08,0.021,
1996-09,0.036,
1996-10,0.035,
1996-11,0.050,
1996-12,0.038,
1997-01,0.038,
1997-02,0.017,
1997-03,0.031,
1997-04,0.021,
1997-05,0.016,
1997-06,0.021,
1997-07,0.013,
1997-08,0.014,
1997-09,0.016,
1997-10,0.019,
1997-11,0.010,
1997-12,0.011,
1998-01,0.012,
1998-02,0.012,
1998-03,0.010,
1998-04,0.041,
1998-05,0.049,
1998-06,0.032,
1998-07,0.059,
1998-08,0.069,
1998-09,0.055,
1998-10,0.055,
1998-11,0.028,
1998-12,0.103,
1999-01,0.062,
1999-02,0.069,
1999-03,0.064,
1999-04,0.057,
1999-05,0.202,
1999-06,0.160,
1999-07,0.110,
1999-08,0.063,
1999-09,0.118,
1999-10,0.121,
1999-11,0.032,
1999-12,0.014,
2000-01,0.015,
2000-02,0.015,
2000-03,0.015,
2000-04,0.107,
2000-05,0.034,
2000-06,0.090,
2000-07,0.123,
2000-08,0.159,
2000-09,0.160,
2000-10,0.074,
2000-11,0.072,
2000-12,0.065,
2001-01,0.074,
2001-02,0.057,
2001-03,0.051,
2001-04,0.049,
2001-05,0.061,
2001-06,0.129,
2001-07,0.058,
2001-08,0.135,
2001-09,0.124,
2001-10,0.195,
2001-11,0.193,
2001-12,0.089,
2002-01,0.186,
2002-02,0.259,
2002-03,0.034,
2002-04,0.035,
2002-05,0.383,
2002-06,0.282,
2002-07,0.059,
2002-08,0.046,
2002-09,0.069,
2002-10,0.190,
2002-11,0.179,
2002-12,0.378,
2003-01,0.042,
2003-02,0.277,
2003-03,0.460,
2003-04,0.185,
2003-05,0.090,
2003-06,0.089,
2003-07,0.063,
2003-08,0.120,
2003-09,0.078,
2003-10,0.065,
2003-11,0.094,
2003-12,0.049,
2004-01,0.139,
2004-02,0.070,
2004-03,0.166,
2004-04,0.177,
2004-05,0.144,
2004-06,0.144,
2004-07,0.106,
2004-08,0.043,
2004-09,0.105,
2004-10,0.031,
2004-11,0.026,
2004-12,0.092,
2005-01,0.228,
2005-02,0.153,
2005-03,0.182,
2005-04,0.231,
2005-05,0.282,
2005-06,0.158,
2005-07,0.137,
2005-08,0.053,
2005-09,0.130,
2005-10,0.051,
2005-11,0.238,
2005-12,0.167,
2006-01,0.168,
2006-02,0.204,
2006-03,0.130,
2006-04,0.106,
2006-05,0.099,
2006-06,0.153,
2006-07,0.066,
2006-08,0.064,
2006-09,0.018,
2006-10,0.018,
2006-11,0.017,
2006-12,0.019,
2007-01,0.019,
2007-02,0.011,
2007-03,0.018,
2007-04,0.030,
2007-05,0.025,
2007-06,0.032,
2007-07,0.034,
2007-08,0.019,
2007-09,0.054,
2007-10,0.041,
2007-11,0.030,
2007-12,0.048,
2008-01,0.058,
2008-02,0.048,
2008-03,0.055,
2008-04,0.044,
2008-05,0.040,
2008-06,0.057,
2008-07,0.050,
2008-08,0.043,
2008-09,0.049,
2008-10,0.062,
2008-11,0.108,
2008-12,0.352,
2009-01,0.280,
2009-02,0.132,
2009-03,0.045,
2009-04,0.099,
2009-05,0.119,
2009-06,0.092,
2009-07,0.910,
2009-08,1.048,
2009-09,1.036,
2009-10,1.007,
2009-11,1.184,
2009-12,1.268,
2010-01,1.194,
2010-02,0.956,
2010-03,0.891,
2010-04,0.879,
2010-05,0.929,
2010-06,0.926,
2010-07,0.933,
2010-08,1.014,
2010-09,1.062,
2010-10,0.970,
2010-11,1.002,
2010-12,0.994,
2011-01,0.997,
2011-02,1.043,
2011-03,1.021,
2011-04,1.240,
2011-05,1.217,
2011-06,1.916,
2011-07,1.777,
2011-08,1.960,
2011-09,2.524,
2011-10,1.906,
2011-11,2.307,
2011-12,1.861,
2012-01,1.752,
2012-02,1.751,
2012-03,1.810,
2012-04,2.011,
2012-05,2.220,
2012-06,2.176,
2012-07,2.206,
2012-08,1.919,
2012-09,1.965,
2012-10,1.963,
2012-11,1.962,
2012-12,2.037,
2013-01,1.322,
2013-02,1.413,
2013-03,1.037,
2013-04,0.599,
2013-05,0.528,
2013-06,0.434,
2013-07,0.475,
2013-08,0.538,
2013-09,0.543,
2013-10,0.630,
2013-11,0.557,
2013-12,0.291,
2014-01,0.361,
2014-02,0.231,
2014-03,0.293,
2014-04,0.267,
2014-05,0.376,
2014-06,0.574,
2014-07,0.394,
2014-08,0.294,
2014-09,0.260,
2014-10,0.220,
2014-11,0.236,
