"",BBK01.WX4220,BBK01.WX4220_FLAGS
"",Purchases of foreign mutual fund shares by domestic credit institutions including buildung and loan associations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 09:16:17,
1970-01,-2,
1970-02,-1,
1970-03,-,Nothing exists
1970-04,-3,
1970-05,1,
1970-06,2,
1970-07,-1,
1970-08,1,
1970-09,1,
1970-10,-1,
1970-11,1,
1970-12,-1,
1971-01,-1,
1971-02,-1,
1971-03,3,
1971-04,2,
1971-05,-2,
1971-06,-2,
1971-07,1,
1971-08,6,
1971-09,1,
1971-10,-,Nothing exists
1971-11,-,Nothing exists
1971-12,-3,
1972-01,1,
1972-02,-1,
1972-03,5,
1972-04,-1,
1972-05,2,
1972-06,-1,
1972-07,-2,
1972-08,-,Nothing exists
1972-09,-2,
1972-10,-,Nothing exists
1972-11,5,
1972-12,4,
1973-01,1,
1973-02,-1,
1973-03,-6,
1973-04,1,
1973-05,-2,
1973-06,-1,
1973-07,4,
1973-08,-4,
1973-09,2,
1973-10,-1,
1973-11,-1,
1973-12,3,
1974-01,-2,
1974-02,-1,
1974-03,3,
1974-04,-,Nothing exists
1974-05,-1,
1974-06,2,
1974-07,1,
1974-08,-2,
1974-09,7,
1974-10,-,Nothing exists
1974-11,-,Nothing exists
1974-12,-5,
1975-01,-2,
1975-02,-4,
1975-03,-1,
1975-04,-1,
1975-05,-,Nothing exists
1975-06,1,
1975-07,-,Nothing exists
1975-08,-,Nothing exists
1975-09,-1,
1975-10,-,Nothing exists
1975-11,1,
1975-12,11,
1976-01,-1,
1976-02,-1,
1976-03,1,
1976-04,1,
1976-05,2,
1976-06,-1,
1976-07,1,
1976-08,-2,
1976-09,-1,
1976-10,-1,
1976-11,1,
1976-12,3,
1977-01,2,
1977-02,-3,
1977-03,-1,
1977-04,-,Nothing exists
1977-05,-1,
1977-06,4,
1977-07,-,Nothing exists
1977-08,-,Nothing exists
1977-09,-1,
1977-10,-1,
1977-11,-2,
1977-12,-4,
1978-01,-2,
1978-02,3,
1978-03,-2,
1978-04,-,Nothing exists
1978-05,-,Nothing exists
1978-06,-,Nothing exists
1978-07,-,Nothing exists
1978-08,-,Nothing exists
1978-09,-,Nothing exists
1978-10,-1,
1978-11,-,Nothing exists
1978-12,1,
1979-01,-,Nothing exists
1979-02,1,
1979-03,-,Nothing exists
1979-04,-,Nothing exists
1979-05,1,
1979-06,-,Nothing exists
1979-07,-,Nothing exists
1979-08,1,
1979-09,-,Nothing exists
1979-10,-1,
1979-11,-2,
1979-12,-1,
1980-01,-1,
1980-02,1,
1980-03,-2,
1980-04,-,Nothing exists
1980-05,-,Nothing exists
1980-06,1,
1980-07,-1,
1980-08,-1,
1980-09,1,
1980-10,-1,
1980-11,-1,
1980-12,-6,
1981-01,2,
1981-02,2,
1981-03,-1,
1981-04,-1,
1981-05,4,
1981-06,-2,
1981-07,22,
1981-08,-1,
1981-09,-2,
1981-10,-1,
1981-11,-3,
1981-12,-,Nothing exists
1982-01,1,
1982-02,-4,
1982-03,-2,
1982-04,2,
1982-05,2,
1982-06,-1,
1982-07,-,Nothing exists
1982-08,-,Nothing exists
1982-09,-,Nothing exists
1982-10,1,
1982-11,2,
1982-12,-1,
1983-01,1,
1983-02,-2,
1983-03,-1,
1983-04,-,Nothing exists
1983-05,-,Nothing exists
1983-06,-,Nothing exists
1983-07,-,Nothing exists
1983-08,2,
1983-09,-,Nothing exists
1983-10,1,
1983-11,1,
1983-12,2,
1984-01,-2,
1984-02,7,
1984-03,1,
1984-04,-1,
1984-05,-,Nothing exists
1984-06,-,Nothing exists
1984-07,-,Nothing exists
1984-08,1,
1984-09,-1,
1984-10,-9,
1984-11,1,
1984-12,-,Nothing exists
1985-01,-,Nothing exists
1985-02,3,
1985-03,-1,
1985-04,-1,
1985-05,-,Nothing exists
1985-06,-1,
1985-07,1,
1985-08,-1,
1985-09,-1,
1985-10,-,Nothing exists
1985-11,1,
1985-12,1,
1986-01,-6,
1986-02,1,
1986-03,6,
1986-04,9,
1986-05,23,
1986-06,-1,
1986-07,-1,
1986-08,-1,
1986-09,-,Nothing exists
1986-10,5,
1986-11,2,
1986-12,-24,
1987-01,1,
1987-02,1,
1987-03,2,
1987-04,1,
1987-05,-2,
1987-06,-1,
1987-07,2,
1987-08,5,
1987-09,2,
1987-10,-2,
1987-11,1,
1987-12,2,
1988-01,1,
1988-02,-3,
1988-03,8,
1988-04,6,
1988-05,-2,
1988-06,-1,
1988-07,11,
1988-08,-2,
1988-09,-3,
1988-10,163,
1988-11,181,
1988-12,-1,
1989-01,56,
1989-02,-13,
1989-03,-31,
1989-04,7,
1989-05,-74,
1989-06,-65,
1989-07,113,
1989-08,-11,
1989-09,92,
1989-10,1,
1989-11,62,
1989-12,-5,
1990-01,-129,
1990-02,-88,
1990-03,14,
1990-04,-12,
1990-05,26,
1990-06,-23,
1990-07,-13,
1990-08,2,
1990-09,-10,
1990-10,48,
1990-11,-3,
1990-12,4,
1991-01,-43,
1991-02,-11,
1991-03,29,
1991-04,-16,
1991-05,-29,
1991-06,4,
1991-07,43,
1991-08,-1,
1991-09,-6,
1991-10,13,
1991-11,29,
1991-12,-15,
1992-01,63,
1992-02,112,
1992-03,100,
1992-04,117,
1992-05,2,
1992-06,-105,
1992-07,131,
1992-08,90,
1992-09,215,
1992-10,435,
1992-11,182,
1992-12,-241,
1993-01,573,
1993-02,161,
1993-03,-187,
1993-04,99,
1993-05,-216,
1993-06,-58,
1993-07,83,
1993-08,-58,
1993-09,-44,
1993-10,637,
1993-11,74,
1993-12,204,
1994-01,-229,
1994-02,-101,
1994-03,89,
1994-04,-27,
1994-05,-26,
1994-06,34,
1994-07,47,
1994-08,-12,
1994-09,-69,
1994-10,18,
1994-11,198,
1994-12,-276,
1995-01,-27,
1995-02,-53,
1995-03,21,
1995-04,11,
1995-05,-53,
1995-06,102,
1995-07,-6,
1995-08,-40,
1995-09,32,
1995-10,-38,
1995-11,71,
1995-12,76,
1996-01,-89,
1996-02,62,
1996-03,53,
1996-04,52,
1996-05,3,
1996-06,100,
1996-07,-20,
1996-08,62,
1996-09,203,
1996-10,162,
1996-11,-26,
1996-12,299,
1997-01,-75,
1997-02,-19,
1997-03,110,
1997-04,13,
1997-05,28,
1997-06,94,
1997-07,-26,
1997-08,87,
1997-09,5,
1997-10,242,
1997-11,-84,
1997-12,-201,
1998-01,-184,
1998-02,-247,
1998-03,122,
1998-04,-105,
1998-05,-239,
1998-06,93,
1998-07,176,
1998-08,-8,
1998-09,-154,
1998-10,85,
1998-11,-86,
1998-12,1038,
1999-01,-727,
1999-02,811,
1999-03,-316,
1999-04,68,
1999-05,98,
1999-06,-7,
1999-07,-285,
1999-08,120,
1999-09,94,
1999-10,-109,
1999-11,-68,
1999-12,-316,
2000-01,-428,
2000-02,53,
2000-03,1,
2000-04,-85,
2000-05,40,
2000-06,-71,
2000-07,225,
2000-08,342,
2000-09,143,
2000-10,86,
2000-11,82,
2000-12,-296,
2001-01,227,
2001-02,-12,
2001-03,17,
2001-04,267,
2001-05,164,
2001-06,461,
2001-07,97,
2001-08,148,
2001-09,687,
2001-10,328,
2001-11,268,
2001-12,51,
2002-01,651,
2002-02,-23,
2002-03,82,
2002-04,337,
2002-05,65,
2002-06,-22,
2002-07,115,
2002-08,236,
2002-09,-160,
2002-10,-131,
2002-11,278,
2002-12,1579,
2003-01,-56,
2003-02,-208,
2003-03,354,
2003-04,70,
2003-05,-190,
2003-06,-154,
2003-07,378,
2003-08,358,
2003-09,-1,
2003-10,-5,
2003-11,-134,
2003-12,322,
2004-01,199,
2004-02,-63,
2004-03,392,
2004-04,-66,
2004-05,152,
2004-06,153,
2004-07,-630,
2004-08,981,
2004-09,637,
2004-10,209,
2004-11,115,
2004-12,1717,
2005-01,674,
2005-02,1846,
2005-03,1004,
2005-04,-259,
2005-05,471,
2005-06,1060,
2005-07,444,
2005-08,405,
2005-09,754,
2005-10,567,
2005-11,707,
2005-12,88,
2006-01,281,
2006-02,563,
2006-03,298,
2006-04,180,
2006-05,200,
2006-06,-14,
2006-07,154,
2006-08,821,
2006-09,1229,
2006-10,462,
2006-11,657,
2006-12,390,
2007-01,67,
2007-02,2925,
2007-03,-1057,
2007-04,1259,
2007-05,1245,
2007-06,2132,
2007-07,680,
2007-08,721,
2007-09,-544,
2007-10,-1531,
2007-11,-29,
2007-12,-1628,
2008-01,-1988,
2008-02,201,
2008-03,-200,
2008-04,-2356,
2008-05,-619,
2008-06,-706,
2008-07,-879,
2008-08,-250,
2008-09,1165,
2008-10,-2352,
2008-11,-175,
2008-12,-1093,
2009-01,-1759,
2009-02,-1218,
2009-03,-1241,
2009-04,-1185,
2009-05,4435,
2009-06,-487,
2009-07,404,
2009-08,579,
2009-09,340,
2009-10,276,
2009-11,508,
2009-12,-8830,
2010-01,574,
2010-02,779,
2010-03,506,
2010-04,1269,
2010-05,488,
2010-06,85,
2010-07,-382,
2010-08,1334,
2010-09,-565,
2010-10,86,
2010-11,4194,
2010-12,-2078,
2011-01,683,
2011-02,262,
2011-03,180,
2011-04,-387,
2011-05,1321,
2011-06,-5,
2011-07,-2134,
2011-08,230,
2011-09,-186,
2011-10,349,
2011-11,404,
2011-12,-1411,
2012-01,113,
2012-02,192,
2012-03,642,
2012-04,-218,
2012-05,-947,
2012-06,-1451,
2012-07,163,
2012-08,120,
2012-09,198,
2012-10,-74,
2012-11,564,
2012-12,-864,
2013-01,886,
2013-02,159,
2013-03,715,
2013-04,418,
2013-05,-472,
2013-06,-982,
2013-07,-232,
2013-08,-1316,
2013-09,435,
2013-10,1608,
2013-11,418,
2013-12,-1537,
