"",BBK01.WX4220,BBK01.WX4220_FLAGS
2014-01,-451,
2014-02,243,
2014-03,322,
2014-04,-731,
2014-05,-220,
2014-06,1001,
2014-07,-4,
2014-08,-325,
2014-09,1110,
2014-10,200,
2014-11,-1202,
2014-12,-1294,
