"",BBK01.QUV480,BBK01.QUV480_FLAGS
"",Banks in Germany: Claims on non-residents / Latvia / US dollar,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:10:22,
2001-12,0.009,
2002-01,0.004,
2002-02,0.004,
2002-03,0.003,
2002-04,0.004,
2002-05,0.002,
2002-06,0.003,
2002-07,0.007,
2002-08,0.007,
2002-09,0.028,
2002-10,0.009,
2002-11,0.052,
2002-12,0.048,
2003-01,0.046,
2003-02,0.055,
2003-03,0.054,
2003-04,0.059,
2003-05,0.060,
2003-06,0.064,
2003-07,0.068,
2003-08,0.072,
2003-09,0.084,
2003-10,0.079,
2003-11,0.083,
2003-12,0.084,
2004-01,0.107,
2004-02,0.129,
2004-03,0.141,
2004-04,0.164,
2004-05,0.140,
2004-06,0.116,
2004-07,0.125,
2004-08,0.123,
2004-09,0.151,
2004-10,0.135,
2004-11,0.120,
2004-12,0.109,
2005-01,0.109,
2005-02,0.042,
2005-03,0.039,
2005-04,0.054,
2005-05,0.055,
2005-06,0.064,
2005-07,0.035,
2005-08,0.038,
2005-09,0.034,
2005-10,0.033,
2005-11,0.033,
2005-12,0.054,
2006-01,0.032,
2006-02,0.032,
2006-03,0.031,
2006-04,0.029,
2006-05,0.028,
2006-06,0.029,
2006-07,0.037,
2006-08,0.030,
2006-09,0.033,
2006-10,0.062,
2006-11,0.066,
2006-12,0.033,
2007-01,0.034,
2007-02,0.063,
2007-03,0.034,
2007-04,0.030,
2007-05,0.034,
2007-06,0.041,
2007-07,0.035,
2007-08,0.037,
2007-09,0.035,
2007-10,0.023,
2007-11,.,No value available
2007-12,.,No value available
2008-01,0.041,
2008-02,0.022,
2008-03,0.020,
2008-04,0.047,
2008-05,0.034,
2008-06,0.033,
2008-07,0.035,
2008-08,0.037,
2008-09,0.087,
2008-10,0.099,
2008-11,0.100,
2008-12,0.089,
2009-01,0.099,
2009-02,0.099,
2009-03,0.060,
2009-04,0.046,
2009-05,0.043,
2009-06,0.025,
2009-07,.,No value available
2009-08,.,No value available
2009-09,.,No value available
2009-10,.,No value available
2009-11,0.023,
2009-12,0.023,
2010-01,0.024,
2010-02,0.025,
2010-03,.,No value available
2010-04,.,No value available
2010-05,.,No value available
2010-06,0.027,
2010-07,0.026,
2010-08,0.026,
2010-09,0.023,
2010-10,.,No value available
2010-11,.,No value available
2010-12,0.023,
2011-01,.,No value available
2011-02,.,No value available
2011-03,0.021,
2011-04,0.020,
2011-05,.,No value available
2011-06,0.025,
2011-07,0.023,
2011-08,0.020,
2011-09,0.021,
2011-10,0.020,
2011-11,0.021,
2011-12,0.024,
2012-01,0.025,
2012-02,0.032,
2012-03,0.037,
2012-04,0.040,
2012-05,0.035,
2012-06,0.090,
2012-07,0.029,
2012-08,0.027,
2012-09,0.021,
2012-10,0.022,
2012-11,0.023,
2012-12,0.024,
2013-01,0.027,
2013-02,0.028,
2013-03,0.038,
2013-04,0.023,
2013-05,0.026,
2013-06,0.023,
2013-07,0.018,
2013-08,0.023,
2013-09,0.028,
2013-10,0.019,
2013-11,0.017,
2013-12,0.021,
2014-01,0.047,
2014-02,0.017,
2014-03,0.022,
2014-04,0.025,
2014-05,0.033,
2014-06,0.025,
2014-07,0.058,
2014-08,0.036,
2014-09,0.021,
2014-10,0.025,
2014-11,0.030,
2014-12,0.039,
