"",BBK01.TUD435,BBK01.TUD435_FLAGS
2006-03,601379,
2006-04,599754,
2006-05,597413,
2006-06,596129,
2006-07,593198,
2006-08,590278,
2006-09,587701,
2006-10,584994,
2006-11,581449,
2006-12,586530,
2007-01,582150,
2007-02,580321,
2007-03,578544,
2007-04,574610,
2007-05,570138,
2007-06,566666,
2007-07,561562,
2007-08,557828,
2007-09,554829,
2007-10,551195,
2007-11,548088,
2007-12,555422,
2008-01,550505,
2008-02,547561,
2008-03,543822,
2008-04,539757,
2008-05,536306,
2008-06,533438,
2008-07,527860,
2008-08,523598,
2008-09,519240,
2008-10,520784,
2008-11,523363,
2008-12,535193,
2009-01,538974,
2009-02,544275,
2009-03,547809,
2009-04,551121,
2009-05,555033,
2009-06,559691,
2009-07,565473,
2009-08,570755,
2009-09,575091,
2009-10,581720,
2009-11,585559,
2009-12,594447,
2010-01,597615,
2010-02,602855,
2010-03,604699,
2010-04,604794,
2010-05,605021,
2010-06,604389,
2010-07,605874,
2010-08,605811,
2010-09,606071,
2010-10,607388,
2010-11,609946,
2010-12,618185,
2011-01,620364,
2011-02,622488,
2011-03,623456,
2011-04,622250,
2011-05,619863,
2011-06,617734,
2011-07,616513,
2011-08,614957,
2011-09,613420,
2011-10,612992,
2011-11,611459,
2011-12,616084,
2012-01,617211,
2012-02,619774,
2012-03,619375,
2012-04,617863,
2012-05,617087,
2012-06,616018,
2012-07,615865,
2012-08,615327,
2012-09,614093,
2012-10,613524,
2012-11,612803,
2012-12,617566,
2013-01,616719,
2013-02,616578,
2013-03,614414,
2013-04,612265,
2013-05,610693,
2013-06,609637,
2013-07,608096,
2013-08,607426,
2013-09,606349,
2013-10,606338,
2013-11,606301,
2013-12,610098,
2014-01,609071,
2014-02,609789,
2014-03,608543,
2014-04,606648,
2014-05,605948,
2014-06,604502,
2014-07,604317,
2014-08,605826,
2014-09,606455,
2014-10,606011,
2014-11,605269,
2014-12,607671,
2015-01,606550,
