"",BBK01.TUD435,BBK01.TUD435_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / in the home country / at agreed notice / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:22,
1979-12,297318,
1980-01,294486,
1980-02,293587,
1980-03,292084,
1980-04,289626,
1980-05,288496,
1980-06,288256,
1980-07,286808,
1980-08,287216,
1980-09,287587,
1980-10,288336,
1980-11,289029,
1980-12,304344,
1981-01,302022,
1981-02,301226,
1981-03,297271,
1981-04,295163,
1981-05,293309,
1981-06,291863,
1981-07,288849,
1981-08,287902,
1981-09,286930,
1981-10,287097,
1981-11,288058,
1981-12,305886,
1982-01,304338,
1982-02,304959,
1982-03,304955,
1982-04,305465,
1982-05,305548,
1982-06,305595,
1982-07,303981,
1982-08,304022,
1982-09,304401,
1982-10,305816,
1982-11,307236,
1982-12,326451,
1983-01,326377,
1983-02,328312,
1983-03,329026,
1983-04,330236,
1983-05,330168,
1983-06,329802,
1983-07,327621,
1983-08,327799,
1983-09,327494,
1983-10,328215,
1983-11,328969,
1983-12,344284,
1984-01,341361,
1984-02,341215,
1984-03,341146,
1984-04,340737,
1984-05,340003,
1984-06,339713,
1984-07,337217,
1984-08,336921,
1984-09,336759,
1984-10,337750,
1984-11,338884,
1984-12,354804,
1985-01,354809,
1985-02,355937,
1985-03,355588,
1985-04,354985,
1985-05,353982,
1985-06,354091,
1985-07,352667,
1985-08,353211,
1985-09,354043,
1985-10,354917,
1985-11,355439,
1985-12,382311,
1986-01,381478,
1986-02,382781,
1986-03,383632,
1986-04,384705,
1986-05,384927,
1986-06,385495,
1986-07,384477,
1986-08,385688,
1986-09,386318,
1986-10,388182,
1986-11,389809,
1986-12,405359,
1987-01,405682,
1987-02,406932,
1987-03,407363,
1987-04,407257,
1987-05,407244,
1987-06,407599,
1987-07,406657,
1987-08,407249,
1987-09,407297,
1987-10,407623,
1987-11,408177,
1987-12,422464,
1988-01,423329,
1988-02,424512,
1988-03,424342,
1988-04,424494,
1988-05,424218,
1988-06,423931,
1988-07,422830,
1988-08,422372,
1988-09,421665,
1988-10,421870,
1988-11,421834,
1988-12,433773,
1989-01,430333,
1989-02,428511,
1989-03,425428,
1989-04,422807,
1989-05,420855,
1989-06,419114,
1989-07,415779,
1989-08,414465,
1989-09,413701,
1989-10,412228,
1989-11,410629,
1989-12,423806,
1990-01,417695,
1990-02,415457,
1990-03,412129,
1990-04,409494,
1990-05,406786,
1990-06,467448,
1990-07,460652,
1990-08,456977,
1990-09,455487,
1990-10,453278,
1990-11,451853,
1990-12,451907,
1991-01,447610,
1991-02,445807,
1991-03,444736,
1991-04,441863,
1991-05,440198,
1991-06,439190,
1991-07,431828,
1991-08,431915,
1991-09,432168,
1991-10,432924,
1991-11,434359,
1991-12,454676,
1992-01,450978,
1992-02,450812,
1992-03,450455,
1992-04,449040,
1992-05,448634,
1992-06,448758,
1992-07,447534,
1992-08,447495,
1992-09,446679,
1992-10,446660,
1992-11,447262,
1992-12,466613,
1993-01,466365,
1993-02,469138,
1993-03,471024,
1993-04,471481,
1993-05,472752,
1993-06,473958,
1993-07,474728,
1993-08,477343,
1993-09,480543,
1993-10,484203,
1993-11,488694,
1993-12,515586,
1994-01,518594,
1994-02,521454,
1994-03,523036,
1994-04,524236,
1994-05,526095,
1994-06,528327,
1994-07,530434,
1994-08,532905,
1994-09,535358,
1994-10,537522,
1994-11,540513,
1994-12,560267,
1995-01,558331,
1995-02,560840,
1995-03,562730,
1995-04,564639,
1995-05,566986,
1995-06,570004,
1995-07,573185,
1995-08,576242,
1995-09,580093,
1995-10,585110,
1995-11,590144,
1995-12,613598,
1996-01,621112,
1996-02,628165,
1996-03,632291,
1996-04,634566,
1996-05,636146,
1996-06,637159,
1996-07,637699,
1996-08,639333,
1996-09,641291,
1996-10,644299,
1996-11,647049,
1996-12,668469,
1997-01,672121,
1997-02,674969,
1997-03,676150,
1997-04,674499,
1997-05,674528,
1997-06,673506,
1997-07,672619,
1997-08,672857,
1997-09,672771,
1997-10,672867,
1997-11,674313,
1997-12,693750,
1998-01,694987,
1998-02,697048,
1998-03,695767,
1998-04,692880,
1998-05,691413,
1998-06,689910,
1998-07,688338,
1998-08,687576,
1998-09,686694,
1998-10,688106,
1998-11,689919,
1998-12,710468,
1999-01,620796,
1999-02,621739,
1999-03,619181,
1999-04,618169,
1999-05,616905,
1999-06,614231,
1999-07,611597,
1999-08,609140,
1999-09,608324,
1999-10,606209,
1999-11,603064,
1999-12,614663,
2000-01,609548,
2000-02,605580,
2000-03,600040,
2000-04,593517,
2000-05,587642,
2000-06,582263,
2000-07,576572,
2000-08,572704,
2000-09,569972,
2000-10,566168,
2000-11,562717,
2000-12,573482,
2001-01,569345,
2001-02,567232,
2001-03,565585,
2001-04,562695,
2001-05,559941,
2001-06,558746,
2001-07,556367,
2001-08,555143,
2001-09,555374,
2001-10,556358,
2001-11,558155,
2001-12,574542,
2002-01,573377,
2002-02,571968,
2002-03,570801,
2002-04,561819,
2002-05,560079,
2002-06,558869,
2002-07,557488,
2002-08,557778,
2002-09,558297,
2002-10,559694,
2002-11,562410,
2002-12,575259,
2003-01,577403,
2003-02,579213,
2003-03,579281,
2003-04,577861,
2003-05,577071,
2003-06,576693,
2003-07,576766,
2003-08,578020,
2003-09,578251,
2003-10,579382,
2003-11,580321,
2003-12,590311,
2004-01,590599,
2004-02,591477,
2004-03,591411,
2004-04,591179,
2004-05,590577,
2004-06,589970,
2004-07,590624,
2004-08,591303,
2004-09,591163,
2004-10,592263,
2004-11,593046,
2004-12,603455,
2005-01,604118,
2005-02,604956,
2005-03,605185,
2005-04,604840,
2005-05,604061,
2005-06,602664,
2005-07,601899,
2005-08,600408,
2005-09,598937,
2005-10,597181,
2005-11,596004,
2005-12,603364,
2006-01,602773,
2006-02,602609,
