"",BBK01.QUX142,BBK01.QUX142_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to non-residents / Greece / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:14:57,
2001-12,1.043,
2002-01,0.809,
2002-02,1.089,
2002-03,1.077,
2002-04,0.661,
2002-05,0.755,
2002-06,0.925,
2002-07,0.938,
2002-08,0.946,
2002-09,0.915,
2002-10,0.837,
2002-11,0.933,
2002-12,0.946,
2003-01,0.686,
2003-02,0.663,
2003-03,0.930,
2003-04,0.874,
2003-05,0.828,
2003-06,0.831,
2003-07,0.815,
2003-08,0.567,
2003-09,0.621,
2003-10,0.622,
2003-11,0.590,
2003-12,0.668,
2004-01,0.675,
2004-02,0.679,
2004-03,0.668,
2004-04,0.743,
2004-05,0.773,
2004-06,0.750,
2004-07,0.769,
2004-08,0.771,
2004-09,0.783,
2004-10,0.948,
2004-11,0.960,
2004-12,0.958,
2005-01,0.951,
2005-02,0.977,
2005-03,0.982,
2005-04,0.985,
2005-05,1.011,
2005-06,0.849,
2005-07,0.879,
2005-08,0.838,
2005-09,0.874,
2005-10,0.853,
2005-11,0.907,
2005-12,0.897,
2006-01,0.872,
2006-02,0.875,
2006-03,0.870,
2006-04,0.832,
2006-05,0.931,
2006-06,0.940,
2006-07,0.949,
2006-08,0.946,
2006-09,0.985,
2006-10,0.911,
2006-11,0.890,
2006-12,0.901,
2007-01,0.905,
2007-02,0.906,
2007-03,0.912,
2007-04,0.912,
2007-05,1.032,
2007-06,0.942,
2007-07,0.849,
2007-08,0.840,
2007-09,0.814,
2007-10,0.792,
2007-11,0.710,
2007-12,0.695,
2008-01,0.655,
2008-02,0.624,
2008-03,0.608,
2008-04,0.640,
2008-05,0.597,
2008-06,0.594,
2008-07,0.494,
2008-08,0.490,
2008-09,0.463,
2008-10,0.441,
2008-11,0.427,
2008-12,0.403,
2009-01,0.417,
2009-02,0.422,
2009-03,0.427,
2009-04,0.438,
2009-05,0.418,
2009-06,0.419,
2009-07,0.431,
2009-08,0.423,
2009-09,0.320,
2009-10,0.324,
2009-11,0.324,
2009-12,0.317,
2010-01,0.321,
2010-02,0.270,
2010-03,0.270,
2010-04,0.243,
2010-05,0.239,
2010-06,0.260,
2010-07,0.226,
2010-08,0.237,
2010-09,0.226,
2010-10,0.225,
2010-11,0.233,
2010-12,0.229,
2011-01,0.220,
2011-02,0.247,
2011-03,0.207,
2011-04,0.203,
2011-05,0.198,
2011-06,0.191,
2011-07,0.186,
2011-08,0.186,
2011-09,0.188,
2011-10,0.166,
2011-11,0.168,
2011-12,0.140,
2012-01,0.140,
2012-02,0.139,
2012-03,0.138,
2012-04,0.123,
2012-05,0.101,
2012-06,0.113,
2012-07,0.114,
2012-08,0.113,
2012-09,0.111,
2012-10,0.111,
2012-11,0.112,
2012-12,0.111,
2013-01,0.110,
2013-02,0.076,
2013-03,0.076,
2013-04,0.056,
2013-05,0.064,
2013-06,0.073,
2013-07,0.072,
2013-08,0.072,
2013-09,0.047,
2013-10,0.031,
2013-11,0.031,
2013-12,0.031,
2014-01,0.031,
2014-02,0.031,
2014-03,0.031,
2014-04,0.030,
2014-05,0.003,
2014-06,0.003,
2014-07,0.019,
2014-08,0.016,
2014-09,0.028,
2014-10,0.028,
2014-11,0.028,
