"",BBK01.QUX435,BBK01.QUX435_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Poland / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:08,
2002-03,7.127,
2002-04,6.892,
2002-05,6.816,
2002-06,6.159,
2002-07,6.572,
2002-08,6.617,
2002-09,6.836,
2002-10,6.679,
2002-11,6.903,
2002-12,6.725,
2003-01,6.759,
2003-02,7.201,
2003-03,7.250,
2003-04,7.309,
2003-05,7.328,
2003-06,7.407,
2003-07,7.417,
2003-08,7.397,
2003-09,7.860,
2003-10,8.038,
2003-11,8.081,
2003-12,8.026,
2004-01,8.399,
2004-02,8.280,
2004-03,8.501,
2004-04,8.821,
2004-05,9.050,
2004-06,8.693,
2004-07,8.651,
2004-08,8.569,
2004-09,8.568,
2004-10,8.237,
2004-11,8.382,
2004-12,8.510,
2005-01,8.962,
2005-02,8.906,
2005-03,8.995,
2005-04,8.909,
2005-05,9.160,
2005-06,9.598,
2005-07,9.775,
2005-08,9.633,
2005-09,9.619,
2005-10,9.554,
2005-11,9.421,
2005-12,7.494,
2006-01,7.934,
2006-02,8.395,
2006-03,8.180,
2006-04,8.122,
2006-05,8.357,
2006-06,8.252,
2006-07,8.117,
2006-08,8.181,
2006-09,8.134,
2006-10,8.064,
2006-11,8.524,
2006-12,8.678,
2007-01,9.175,
2007-02,9.307,
2007-03,9.524,
2007-04,9.688,
2007-05,10.037,
2007-06,9.902,
2007-07,9.801,
2007-08,9.690,
2007-09,9.830,
2007-10,9.836,
2007-11,9.810,
2007-12,9.694,
2008-01,10.173,
2008-02,10.379,
2008-03,10.319,
2008-04,10.914,
2008-05,11.308,
2008-06,11.393,
2008-07,11.668,
2008-08,11.706,
2008-09,11.831,
2008-10,11.832,
2008-11,11.890,
2008-12,11.859,
2009-01,11.657,
2009-02,11.655,
2009-03,11.749,
2009-04,12.104,
2009-05,12.464,
2009-06,12.553,
2009-07,12.801,
2009-08,13.210,
2009-09,13.247,
2009-10,13.466,
2009-11,13.786,
2009-12,14.156,
2010-01,14.088,
2010-02,14.088,
2010-03,14.050,
2010-04,14.198,
2010-05,14.120,
2010-06,14.387,
2010-07,14.807,
2010-08,14.943,
2010-09,15.092,
2010-10,14.800,
2010-11,15.094,
2010-12,15.010,
2011-01,15.303,
2011-02,15.432,
2011-03,15.617,
2011-04,15.418,
2011-05,15.933,
2011-06,16.014,
2011-07,15.976,
2011-08,16.254,
2011-09,16.387,
2011-10,16.604,
2011-11,16.546,
2011-12,16.624,
2012-01,16.744,
2012-02,16.841,
2012-03,16.763,
2012-04,17.143,
2012-05,16.761,
2012-06,16.542,
2012-07,16.457,
2012-08,16.367,
2012-09,16.621,
2012-10,16.362,
2012-11,16.080,
2012-12,16.630,
2013-01,16.558,
2013-02,15.770,
2013-03,15.869,
2013-04,15.594,
2013-05,15.491,
2013-06,15.537,
2013-07,15.504,
2013-08,15.412,
2013-09,15.492,
2013-10,15.404,
2013-11,15.674,
2013-12,15.586,
2014-01,16.019,
2014-02,15.776,
2014-03,15.871,
2014-04,16.101,
2014-05,15.959,
2014-06,16.087,
2014-07,16.169,
2014-08,16.194,
2014-09,16.003,
2014-10,15.758,
