"",BBDE1.M.DE.Y.BAA1.N2C330000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C330000.G.C.I10.A_FLAGS
"",Output in the production sector / Germany / 33 Repair and installation of machinery and equipment / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:57,
1991-01,77.0,
1991-02,76.0,
1991-03,75.4,
1991-04,74.5,
1991-05,73.0,
1991-06,79.3,
1991-07,77.1,
1991-08,73.6,
1991-09,72.5,
1991-10,74.7,
1991-11,74.2,
1991-12,74.1,
1992-01,73.9,
1992-02,72.9,
1992-03,72.8,
1992-04,73.0,
1992-05,73.2,
1992-06,70.8,
1992-07,71.2,
1992-08,70.6,
1992-09,71.4,
1992-10,70.4,
1992-11,71.1,
1992-12,68.6,
1993-01,69.9,
1993-02,68.3,
1993-03,67.1,
1993-04,66.2,
1993-05,67.6,
1993-06,64.5,
1993-07,62.8,
1993-08,65.9,
1993-09,63.7,
1993-10,66.2,
1993-11,64.1,
1993-12,65.3,
1994-01,63.3,
1994-02,66.8,
1994-03,66.0,
1994-04,67.7,
1994-05,66.0,
1994-06,65.4,
1994-07,66.0,
1994-08,64.6,
1994-09,65.0,
1994-10,72.9,
1994-11,66.1,
1994-12,62.8,
1995-01,68.0,
1995-02,68.9,
1995-03,69.0,
1995-04,70.6,
1995-05,70.7,
1995-06,69.5,
1995-07,70.0,
1995-08,69.7,
1995-09,73.4,
1995-10,69.0,
1995-11,68.4,
1995-12,74.8,
1996-01,70.6,
1996-02,71.1,
1996-03,67.5,
1996-04,68.1,
1996-05,70.4,
1996-06,69.0,
1996-07,72.3,
1996-08,72.3,
1996-09,72.7,
1996-10,70.0,
1996-11,76.4,
1996-12,70.5,
1997-01,68.9,
1997-02,68.3,
1997-03,69.8,
1997-04,69.1,
1997-05,68.1,
1997-06,73.3,
1997-07,71.4,
1997-08,72.5,
1997-09,69.8,
1997-10,72.9,
1997-11,70.5,
1997-12,72.9,
1998-01,73.4,
1998-02,70.9,
1998-03,73.6,
1998-04,74.0,
1998-05,73.9,
1998-06,72.6,
1998-07,75.2,
1998-08,75.1,
1998-09,73.1,
1998-10,73.8,
1998-11,75.5,
1998-12,83.5,
1999-01,73.8,
1999-02,72.4,
1999-03,74.3,
1999-04,75.6,
1999-05,75.4,
1999-06,75.7,
1999-07,74.1,
1999-08,74.8,
1999-09,79.5,
1999-10,79.1,
1999-11,78.8,
1999-12,78.6,
2000-01,76.8,
2000-02,76.8,
2000-03,77.8,
2000-04,78.5,
2000-05,80.4,
2000-06,78.2,
2000-07,80.4,
2000-08,80.4,
2000-09,81.0,
2000-10,82.5,
2000-11,80.7,
2000-12,81.6,
2001-01,83.7,
2001-02,85.9,
2001-03,83.0,
2001-04,81.8,
2001-05,81.6,
2001-06,84.6,
2001-07,80.9,
2001-08,80.7,
2001-09,81.6,
2001-10,77.8,
2001-11,79.3,
2001-12,77.5,
2002-01,80.8,
2002-02,82.6,
2002-03,81.2,
2002-04,81.8,
2002-05,80.8,
2002-06,81.2,
2002-07,82.4,
2002-08,81.5,
2002-09,77.9,
2002-10,79.0,
2002-11,81.5,
2002-12,79.0,
2003-01,81.8,
2003-02,85.2,
2003-03,83.1,
2003-04,82.6,
2003-05,82.3,
2003-06,80.0,
2003-07,82.2,
2003-08,79.6,
2003-09,79.1,
2003-10,84.4,
2003-11,83.4,
2003-12,84.0,
2004-01,87.1,
2004-02,83.9,
2004-03,85.1,
2004-04,85.9,
2004-05,88.2,
2004-06,83.7,
2004-07,89.2,
2004-08,87.8,
2004-09,83.0,
2004-10,85.7,
2004-11,81.8,
2004-12,76.4,
2005-01,83.3,
2005-02,82.2,
2005-03,82.9,
2005-04,80.1,
2005-05,86.4,
2005-06,92.0,
2005-07,87.3,
2005-08,84.6,
2005-09,96.0,
2005-10,85.5,
2005-11,90.4,
2005-12,90.1,
2006-01,85.8,
2006-02,90.0,
2006-03,89.0,
2006-04,91.1,
2006-05,87.2,
2006-06,87.4,
2006-07,85.5,
2006-08,107.3,
2006-09,99.2,
2006-10,95.2,
2006-11,96.1,
2006-12,97.1,
2007-01,92.1,
2007-02,96.6,
2007-03,96.4,
2007-04,94.6,
2007-05,95.3,
2007-06,107.0,
2007-07,98.5,
2007-08,105.1,
2007-09,102.2,
2007-10,104.2,
2007-11,106.5,
2007-12,115.7,
2008-01,113.0,
2008-02,111.1,
2008-03,106.6,
2008-04,113.0,
2008-05,114.7,
2008-06,111.7,
2008-07,107.3,
2008-08,109.9,
2008-09,134.1,
2008-10,116.2,
2008-11,110.7,
2008-12,109.0,
2009-01,102.8,
2009-02,101.3,
2009-03,102.1,
2009-04,97.0,
2009-05,97.0,
2009-06,97.5,
2009-07,97.4,
2009-08,96.3,
2009-09,94.3,
2009-10,91.5,
2009-11,95.0,
2009-12,90.8,
2010-01,92.2,
2010-02,100.1,
2010-03,96.0,
2010-04,94.2,
2010-05,99.3,
2010-06,98.7,
2010-07,99.3,
2010-08,98.5,
2010-09,99.1,
2010-10,100.3,
2010-11,102.7,
2010-12,103.7,
2011-01,105.5,
2011-02,101.0,
2011-03,102.0,
2011-04,105.1,
2011-05,104.3,
2011-06,105.9,
2011-07,110.2,
2011-08,107.8,
2011-09,107.5,
2011-10,112.9,
2011-11,112.6,
2011-12,110.1,
2012-01,106.5,
2012-02,105.6,
2012-03,106.7,
