"",BBK01.OUZ100,BBK01.OUZ100_FLAGS
"","Shares and other variable yield securities, Regional banks and other commercial banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:16,
1999-01,18.360,
1999-02,18.572,
1999-03,24.413,
1999-04,29.605,
1999-05,32.064,
1999-06,22.012,
1999-07,22.867,
1999-08,21.620,
1999-09,21.228,
1999-10,20.989,
1999-11,22.705,
1999-12,22.269,
2000-01,22.893,
2000-02,23.860,
2000-03,32.233,
2000-04,34.080,
2000-05,34.800,
2000-06,26.460,
2000-07,26.871,
2000-08,27.174,
2000-09,26.141,
2000-10,26.403,
2000-11,27.287,
2000-12,26.010,
2001-01,26.308,
2001-02,28.321,
2001-03,28.921,
2001-04,29.627,
2001-05,30.116,
2001-06,22.739,
2001-07,22.620,
2001-08,22.717,
2001-09,21.588,
2001-10,22.147,
2001-11,21.891,
2001-12,20.617,
2002-01,21.756,
2002-02,19.466,
2002-03,21.050,
2002-04,22.313,
2002-05,22.063,
2002-06,19.486,
2002-07,18.931,
2002-08,18.904,
2002-09,17.688,
2002-10,17.545,
2002-11,17.513,
2002-12,16.855,
2003-01,15.943,
2003-02,15.904,
2003-03,16.614,
2003-04,17.423,
2003-05,18.388,
2003-06,17.046,
2003-07,17.173,
2003-08,17.448,
2003-09,16.478,
2003-10,16.224,
2003-11,16.816,
2003-12,18.524,
2004-01,18.623,
2004-02,20.278,
2004-03,23.884,
2004-04,27.589,
2004-05,28.389,
2004-06,26.671,
2004-07,25.357,
2004-08,24.360,
2004-09,20.405,
2004-10,20.826,
2004-11,20.979,
2004-12,13.993,
2005-01,17.663,
2005-02,18.267,
2005-03,19.023,
2005-04,23.334,
2005-05,20.673,
2005-06,17.638,
2005-07,17.163,
2005-08,16.003,
2005-09,16.188,
2005-10,17.243,
2005-11,16.493,
2005-12,16.675,
2006-01,17.671,
2006-02,18.767,
2006-03,19.359,
2006-04,19.977,
2006-05,22.788,
2006-06,22.281,
2006-07,20.705,
2006-08,21.180,
2006-09,18.979,
2006-10,20.218,
2006-11,22.238,
2006-12,21.907,
2007-01,20.035,
2007-02,20.138,
2007-03,20.858,
2007-04,27.927,
2007-05,27.577,
2007-06,22.331,
2007-07,17.998,
2007-08,16.377,
2007-09,16.384,
2007-10,19.957,
2007-11,20.933,
2007-12,21.728,
2008-01,24.857,
2008-02,20.917,
2008-03,21.880,
2008-04,31.992,
2008-05,30.472,
2008-06,22.714,
2008-07,22.730,
2008-08,23.224,
2008-09,26.567,
2008-10,26.014,
2008-11,22.923,
2008-12,19.848,
2009-01,20.796,
2009-02,18.332,
2009-03,17.473,
2009-04,17.496,
2009-05,17.720,
2009-06,16.932,
2009-07,15.499,
2009-08,10.599,
2009-09,8.957,
2009-10,9.179,
2009-11,9.653,
2009-12,8.644,
2010-01,9.779,
2010-02,8.363,
2010-03,8.764,
2010-04,13.383,
2010-05,9.184,
2010-06,7.475,
2010-07,6.896,
2010-08,6.613,
2010-09,7.067,
2010-10,7.070,
2010-11,7.355,
2010-12,6.638,
2011-01,7.282,
2011-02,7.026,
2011-03,7.445,
2011-04,14.077,
2011-05,8.583,
2011-06,6.742,
2011-07,6.870,
2011-08,4.577,
2011-09,5.822,
2011-10,5.755,
2011-11,5.248,
2011-12,5.772,
2012-01,5.563,
2012-02,5.640,
2012-03,5.710,
2012-04,7.747,
2012-05,6.434,
2012-06,4.446,
2012-07,4.471,
2012-08,5.181,
2012-09,7.148,
2012-10,6.597,
2012-11,6.481,
2012-12,5.680,
2013-01,5.970,
2013-02,6.961,
2013-03,6.917,
2013-04,9.278,
2013-05,6.899,
2013-06,6.173,
2013-07,6.271,
2013-08,7.084,
2013-09,7.332,
2013-10,6.160,
2013-11,7.465,
2013-12,7.709,
2014-01,8.359,
2014-02,7.825,
2014-03,7.398,
2014-04,11.072,
2014-05,8.431,
2014-06,6.721,
2014-07,7.157,
2014-08,6.772,
2014-09,6.969,
2014-10,6.123,
2014-11,8.158,
