"",BBK01.OUL050,BBK01.OUL050_FLAGS
"",Time deposits of non-profit institutions / Total / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:56,
1968-12,0.179,
1969-01,0.178,
1969-02,0.182,
1969-03,0.185,
1969-04,0.189,
1969-05,0.192,
1969-06,0.194,
1969-07,0.195,
1969-08,0.200,
1969-09,0.203,
1969-10,0.206,
1969-11,0.207,
1969-12,0.213,
1970-01,0.225,
1970-02,0.243,
1970-03,0.256,
1970-04,0.270,
1970-05,0.284,
1970-06,0.300,
1970-07,0.330,
1970-08,0.346,
1970-09,0.350,
1970-10,0.355,
1970-11,0.358,
1970-12,0.371,
1971-01,0.380,
1971-02,0.416,
1971-03,0.420,
1971-04,0.420,
1971-05,0.432,
1971-06,0.443,
1971-07,0.465,
1971-08,0.469,
1971-09,0.491,
1971-10,0.470,
1971-11,0.463,
1971-12,0.492,
1972-01,0.497,
1972-02,0.517,
1972-03,0.538,
1972-04,0.524,
1972-05,0.532,
1972-06,0.532,
1972-07,0.545,
1972-08,0.571,
1972-09,0.605,
1972-10,0.616,
1972-11,0.625,
1972-12,0.656,
1973-01,0.652,
1973-02,0.703,
1973-03,0.730,
1973-04,0.724,
1973-05,0.763,
1973-06,0.779,
1973-07,0.783,
1973-08,0.823,
1973-09,0.834,
1973-10,0.845,
1973-11,0.866,
1973-12,0.905,
1974-01,0.977,
1974-02,1.044,
1974-03,1.086,
1974-04,1.090,
1974-05,1.103,
1974-06,1.114,
1974-07,1.118,
1974-08,1.138,
1974-09,1.146,
1974-10,1.172,
1974-11,1.140,
1974-12,1.192,
1975-01,1.259,
1975-02,1.301,
1975-03,1.275,
1975-04,1.189,
1975-05,1.115,
1975-06,1.064,
1975-07,1.049,
1975-08,1.054,
1975-09,1.014,
1975-10,0.985,
1975-11,0.942,
1975-12,0.945,
1976-01,0.959,
1976-02,0.997,
1976-03,0.957,
1976-04,0.952,
1976-05,0.960,
1976-06,0.946,
1976-07,0.955,
1976-08,0.962,
1976-09,0.983,
1976-10,1.022,
1976-11,0.998,
1976-12,1.159,
1977-01,1.208,
1977-02,1.263,
1977-03,1.293,
1977-04,1.308,
1977-05,1.330,
1977-06,1.366,
1977-07,1.344,
1977-08,1.379,
1977-09,1.394,
1977-10,1.409,
1977-11,1.352,
1977-12,1.470,
1978-01,1.488,
1978-02,1.531,
1978-03,1.548,
1978-04,1.520,
1978-05,1.524,
1978-06,1.522,
1978-07,1.487,
1978-08,1.553,
1978-09,1.587,
1978-10,1.616,
1978-11,1.574,
1978-12,1.690,
1979-01,1.768,
1979-02,1.835,
1979-03,1.823,
1979-04,1.802,
1979-05,1.810,
1979-06,1.805,
1979-07,1.845,
1979-08,1.908,
1979-09,1.955,
1979-10,2.041,
1979-11,1.957,
1979-12,2.105,
1980-01,2.151,
1980-02,2.257,
1980-03,2.257,
1980-04,2.301,
1980-05,2.315,
1980-06,2.303,
1980-07,2.339,
1980-08,2.436,
1980-09,2.439,
1980-10,2.461,
1980-11,2.388,
1980-12,2.476,
1981-01,2.475,
1981-02,2.605,
1981-03,2.605,
1981-04,2.575,
1981-05,2.633,
1981-06,2.624,
1981-07,2.634,
1981-08,2.725,
1981-09,2.854,
1981-10,2.861,
1981-11,2.820,
1981-12,2.947,
1982-01,2.968,
1982-02,3.106,
1982-03,3.137,
1982-04,3.066,
1982-05,3.068,
1982-06,3.097,
1982-07,3.149,
1982-08,3.186,
1982-09,3.216,
1982-10,3.208,
1982-11,3.074,
1982-12,3.191,
1983-01,3.208,
1983-02,3.333,
1983-03,3.286,
1983-04,3.228,
1983-05,3.261,
1983-06,3.263,
1983-07,3.342,
1983-08,3.309,
1983-09,3.261,
1983-10,3.345,
1983-11,3.241,
1983-12,3.447,
1984-01,3.475,
1984-02,3.589,
1984-03,3.596,
1984-04,3.563,
1984-05,3.608,
1984-06,3.652,
1984-07,3.528,
1984-08,3.675,
1984-09,3.673,
1984-10,3.707,
1984-11,3.619,
1984-12,3.729,
1985-01,3.842,
1985-02,3.966,
1985-03,3.931,
1985-04,3.867,
1985-05,3.942,
1985-06,3.919,
1985-07,4.045,
1985-08,4.112,
1985-09,4.034,
1985-10,4.089,
1985-11,3.890,
1985-12,4.081,
1986-01,4.221,
1986-02,4.353,
1986-03,4.354,
1986-04,4.313,
1986-05,4.284,
1986-06,4.233,
1986-07,4.265,
1986-08,4.350,
1986-09,4.525,
1986-10,4.466,
1986-11,4.251,
1986-12,4.392,
1987-01,4.509,
1987-02,4.653,
1987-03,4.681,
1987-04,4.580,
1987-05,4.625,
1987-06,4.610,
1987-07,4.641,
1987-08,4.728,
1987-09,4.822,
1987-10,4.769,
1987-11,4.569,
1987-12,4.788,
1988-01,4.864,
1988-02,4.990,
1988-03,5.004,
1988-04,4.851,
1988-05,4.823,
1988-06,4.838,
1988-07,4.746,
1988-08,4.878,
1988-09,4.895,
1988-10,4.971,
1988-11,4.625,
1988-12,4.952,
1989-01,4.941,
1989-02,5.133,
1989-03,5.239,
1989-04,5.299,
1989-05,5.343,
1989-06,5.373,
1989-07,5.380,
1989-08,5.502,
1989-09,5.564,
1989-10,5.630,
1989-11,5.387,
1989-12,5.727,
1990-01,5.844,
1990-02,6.013,
1990-03,6.216,
1990-04,5.907,
1990-05,5.958,
1990-06,6.080,
1990-07,5.985,
1990-08,6.034,
1990-09,6.020,
1990-10,5.977,
1990-11,5.805,
1990-12,5.976,
1991-01,6.283,
1991-02,6.479,
1991-03,6.629,
1991-04,6.589,
1991-05,6.649,
1991-06,6.610,
1991-07,6.489,
1991-08,6.654,
1991-09,6.658,
1991-10,6.646,
1991-11,6.510,
1991-12,6.852,
1992-01,7.077,
1992-02,7.320,
1992-03,7.480,
1992-04,7.446,
1992-05,7.429,
1992-06,7.547,
1992-07,7.489,
1992-08,7.456,
1992-09,7.621,
1992-10,7.548,
1992-11,7.366,
1992-12,7.667,
1993-01,7.741,
1993-02,8.031,
1993-03,8.247,
1993-04,8.186,
1993-05,8.342,
1993-06,8.473,
1993-07,8.114,
1993-08,8.409,
1993-09,8.839,
1993-10,8.336,
1993-11,8.278,
1993-12,8.844,
1994-01,9.022,
1994-02,9.434,
1994-03,9.736,
1994-04,9.233,
1994-05,9.394,
1994-06,9.625,
1994-07,8.928,
1994-08,9.075,
1994-09,9.619,
1994-10,8.898,
1994-11,8.745,
1994-12,9.234,
1995-01,8.801,
1995-02,9.077,
1995-03,9.234,
1995-04,8.604,
1995-05,8.737,
1995-06,8.609,
1995-07,8.169,
1995-08,8.371,
1995-09,8.537,
1995-10,8.232,
1995-11,8.037,
1995-12,8.341,
1996-01,8.221,
1996-02,8.315,
1996-03,8.834,
1996-04,8.233,
1996-05,8.160,
1996-06,8.256,
1996-07,7.816,
1996-08,7.926,
1996-09,7.849,
1996-10,7.207,
1996-11,7.111,
1996-12,7.241,
1997-01,7.070,
1997-02,7.373,
1997-03,7.475,
1997-04,6.898,
1997-05,7.052,
1997-06,7.044,
1997-07,6.615,
1997-08,6.836,
1997-09,6.900,
1997-10,6.533,
1997-11,6.507,
1997-12,6.995,
1998-01,6.795,
1998-02,6.989,
1998-03,7.147,
1998-04,6.848,
1998-05,6.857,
1998-06,6.964,
1998-07,6.630,
1998-08,6.888,
1998-09,6.993,
1998-10,6.704,
1998-11,6.786,
1998-12,7.142,
1999-01,7.149,
1999-02,7.198,
1999-03,7.353,
1999-04,6.821,
1999-05,6.942,
1999-06,7.082,
1999-07,6.406,
1999-08,6.463,
1999-09,6.475,
1999-10,6.554,
1999-11,6.686,
1999-12,6.989,
2000-01,6.734,
2000-02,6.906,
2000-03,7.020,
2000-04,6.859,
2000-05,6.861,
2000-06,6.976,
2000-07,7.009,
2000-08,7.025,
2000-09,7.274,
2000-10,7.292,
2000-11,7.150,
2000-12,7.528,
2001-01,7.423,
2001-02,7.704,
2001-03,7.913,
2001-04,7.676,
2001-05,7.639,
2001-06,7.899,
2001-07,7.406,
2001-08,7.487,
2001-09,7.874,
2001-10,7.522,
2001-11,7.399,
2001-12,8.089,
2002-01,7.523,
2002-02,7.944,
2002-03,8.029,
2002-04,7.716,
2002-05,7.777,
2002-06,8.031,
2002-07,7.603,
2002-08,7.920,
2002-09,7.994,
2002-10,7.693,
2002-11,7.770,
2002-12,8.630,
2003-01,8.216,
2003-02,8.716,
2003-03,9.049,
2003-04,8.588,
2003-05,8.809,
2003-06,8.665,
2003-07,8.269,
2003-08,8.234,
2003-09,8.392,
2003-10,7.921,
2003-11,7.906,
2003-12,8.517,
2004-01,8.055,
2004-02,8.207,
2004-03,8.446,
2004-04,7.977,
2004-05,8.205,
2004-06,8.110,
2004-07,7.970,
2004-08,8.044,
2004-09,7.997,
2004-10,7.952,
2004-11,8.047,
2004-12,9.004,
2005-01,8.447,
2005-02,8.533,
2005-03,8.458,
2005-04,8.367,
2005-05,8.472,
2005-06,8.601,
2005-07,8.406,
2005-08,8.791,
2005-09,8.892,
2005-10,8.508,
2005-11,8.565,
2005-12,9.309,
2006-01,8.700,
2006-02,8.983,
2006-03,9.174,
2006-04,8.766,
2006-05,8.872,
2006-06,8.985,
2006-07,8.550,
2006-08,8.972,
2006-09,9.318,
2006-10,8.463,
2006-11,8.725,
2006-12,9.327,
2007-01,8.833,
2007-02,9.229,
2007-03,9.644,
2007-04,9.410,
2007-05,9.681,
2007-06,10.162,
2007-07,9.775,
2007-08,10.483,
2007-09,10.651,
2007-10,10.390,
2007-11,10.757,
2007-12,11.493,
2008-01,11.198,
2008-02,11.450,
2008-03,12.036,
2008-04,11.505,
2008-05,12.058,
2008-06,12.814,
2008-07,11.867,
2008-08,12.069,
2008-09,8.317,
2008-10,8.402,
2008-11,8.149,
2008-12,8.242,
2009-01,8.106,
2009-02,7.864,
2009-03,7.573,
2009-04,7.173,
2009-05,7.021,
2009-06,6.731,
2009-07,6.464,
2009-08,6.464,
2009-09,6.291,
2009-10,6.029,
2009-11,5.743,
2009-12,5.752,
2010-01,5.487,
2010-02,5.462,
2010-03,5.454,
2010-04,5.392,
2010-05,5.254,
2010-06,5.232,
2010-07,5.196,
2010-08,5.303,
2010-09,5.214,
2010-10,5.273,
2010-11,5.169,
2010-12,5.618,
2011-01,5.457,
2011-02,5.385,
2011-03,5.369,
2011-04,5.412,
2011-05,5.421,
2011-06,5.542,
2011-07,5.644,
2011-08,5.773,
2011-09,5.817,
2011-10,5.739,
2011-11,5.775,
2011-12,5.859,
2012-01,5.818,
2012-02,5.785,
2012-03,5.739,
2012-04,5.473,
2012-05,5.362,
2012-06,5.462,
2012-07,5.238,
2012-08,5.245,
2012-09,5.161,
2012-10,5.094,
2012-11,5.019,
2012-12,5.250,
2013-01,5.025,
2013-02,5.033,
2013-03,5.044,
2013-04,4.985,
2013-05,4.840,
2013-06,4.834,
2013-07,4.744,
2013-08,4.734,
2013-09,4.689,
2013-10,4.741,
2013-11,4.640,
2013-12,5.038,
2014-01,4.830,
2014-02,4.830,
2014-03,4.791,
2014-04,4.772,
2014-05,4.887,
2014-06,4.913,
2014-07,5.087,
2014-08,5.040,
2014-09,4.957,
2014-10,4.825,
2014-11,4.675,
2014-12,4.956,Provisional value
