"",BBK01.WU8576,BBK01.WU8576_FLAGS
"",Term structure of interest rates on Pfandbriefe (method by Svensson) / Parameter Beta3 / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:11:01,
2000-01,-1.81265,
2000-02,-1.26607,
2000-03,-0.91624,
2000-04,-1.53889,
2000-05,-1.72855,
2000-06,-2.14797,
2000-07,-1.79274,
2000-08,-0.86103,
2000-09,-0.84629,
2000-10,-0.48410,
2000-11,-0.56049,
2000-12,-1.29340,
2001-01,-1.45935,
2001-02,-1.94358,
2001-03,-1.74451,
2001-04,-1.04252,
2001-05,-1.37192,
2001-06,-1.34299,
2001-07,-1.65467,
2001-08,-1.87695,
2001-09,-2.41889,
2001-10,-2.65549,
2001-11,-3.11001,
2001-12,-2.45504,
2002-01,-2.21228,
2002-02,-2.48715,
2002-03,-2.27839,
2002-04,-1.96487,
2002-05,-1.53974,
2002-06,-1.65372,
2002-07,-2.06253,
2002-08,-2.06151,
2002-09,-2.13840,
2002-10,-1.89277,
2002-11,-1.88203,
2002-12,-1.78837,
2003-01,-1.56686,
2003-02,-1.79783,
2003-03,-2.16327,
2003-04,-1.78014,
2003-05,-1.40830,
2003-06,-1.98079,
2003-07,-2.48816,
2003-08,-2.40249,
2003-09,-2.04246,
2003-10,-2.04588,
2003-11,-2.14761,
2003-12,-2.35456,
2004-01,-1.08177,
2004-02,-5.52742,
2004-03,-4.58189,
2004-04,-4.55387,
2004-05,-4.25324,
2004-06,5.47493,
2004-07,-4.03690,
2004-08,-4.42399,
2004-09,-5.26477,
2004-10,-0.70518,
2004-11,-0.66902,
2004-12,16.82410,
2005-01,17.18051,
2005-02,18.66216,
2005-03,-0.53422,
2005-04,-0.88382,
2005-05,-0.94898,
2005-06,-8.83705,
2005-07,-0.59493,
2005-08,-8.96573,
2005-09,-0.80400,
2005-10,-5.46215,
2005-11,-5.91826,
2005-12,-4.52798,
2006-01,-3.74733,
2006-02,-4.24243,
2006-03,-1.93533,
2006-04,-1.82578,
2006-05,-2.39623,
2006-06,-2.10988,
2006-07,-2.05188,
2006-08,-2.00127,
2006-09,-2.03815,
2006-10,-1.59301,
2006-11,-1.45478,
2006-12,-1.21809,
2007-01,-1.33891,
2007-02,-1.43103,
2007-03,-1.21228,
2007-04,-1.04342,
2007-05,-0.84510,
2007-06,-0.65926,
2007-07,-0.83687,
2007-08,-9.36261,
2007-09,-9.70179,
2007-10,-9.40621,
2007-11,-7.89995,
2007-12,-9.32299,
2008-01,-9.32125,
2008-02,5.12051,
2008-03,3.99115,
2008-04,-7.89519,
2008-05,-4.00633,
2008-06,-1.78646,
2008-07,1.43002,
2008-08,2.67308,
2008-09,-1.49087,
2008-10,-19.17546,
2008-11,2.71593,
2008-12,-2.59846,
2009-01,-3.39649,
2009-02,-4.79147,
2009-03,-6.63216,
2009-04,-6.90404,
2009-05,-8.56511,
2009-06,4.93018,
2009-07,5.77121,
2009-08,-7.76686,
2009-09,-8.23259,
2009-10,-8.67695,
2009-11,-8.60890,
2009-12,-5.45467,
2010-01,-5.36454,
2010-02,3.43018,
2010-03,2.40135,
2010-04,3.09044,
2010-05,2.60359,
2010-06,2.64461,
2010-07,-6.26682,
2010-08,2.35446,
2010-09,1.13249,
2010-10,0.97518,
2010-11,1.97113,
2010-12,2.71373,
2011-01,-20.00000,
2011-02,1.64768,
2011-03,-5.66576,
2011-04,-20.00000,
2011-05,2.34755,
2011-06,2.27841,
2011-07,3.49189,
2011-08,5.57849,
2011-09,4.85608,
2011-10,4.24114,
2011-11,4.40556,
2011-12,4.06386,
2012-01,4.42690,
2012-02,3.78792,
2012-03,2.60423,
2012-04,3.48731,
2012-05,2.77489,
2012-06,-0.33513,
2012-07,2.14027,
2012-08,3.52858,
2012-09,2.48707,
2012-10,-5.44226,
2012-11,-20.00000,
2012-12,-20.00000,
2013-01,20.00000,
2013-02,4.03902,
2013-03,20.00000,
2013-04,-5.75974,
2013-05,12.66728,
2013-06,-9.64157,
2013-07,-8.17614,
2013-08,-8.57271,
2013-09,-3.76337,
2013-10,-0.66053,
2013-11,1.38299,
2013-12,3.15179,
2014-01,-5.16703,
2014-02,1.81427,
2014-03,1.10125,
2014-04,1.23744,
2014-05,1.56526,
2014-06,1.37069,
2014-07,0.94513,
2014-08,0.85537,
2014-09,-1.44342,
2014-10,1.40176,
2014-11,0.77250,
2014-12,0.92543,
2015-01,1.49930,
