"",BBK01.SUD227,BBK01.SUD227_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations over EUR 1 million with floating rate or an initial rate fixation up to 1 year,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:44,
2003-01,42168,
2003-02,33419,
2003-03,37816,
2003-04,35932,
2003-05,31599,
2003-06,38751,
2003-07,33140,
2003-08,27749,
2003-09,34013,
2003-10,34631,
2003-11,35610,
2003-12,41204,
2004-01,32666,
2004-02,26802,
2004-03,35662,
2004-04,30662,
2004-05,26670,
2004-06,32704,
2004-07,35348,
2004-08,28221,
2004-09,31752,
2004-10,30755,
2004-11,30886,
2004-12,43091,
2005-01,34508,
2005-02,26543,
2005-03,44390,
2005-04,49798,
2005-05,42311,
2005-06,45170,
2005-07,42996,
2005-08,40536,
2005-09,41690,
2005-10,42531,
2005-11,38132,
2005-12,55247,
2006-01,44581,
2006-02,38352,
2006-03,48056,
2006-04,36866,
2006-05,36909,
2006-06,52421,
2006-07,46079,
2006-08,42375,
2006-09,46903,
2006-10,45975,
2006-11,40795,
2006-12,55961,
2007-01,45112,
2007-02,35257,
2007-03,47651,
2007-04,37983,
2007-05,41431,
2007-06,52140,
2007-07,44655,
2007-08,44384,
2007-09,49458,
2007-10,49735,
2007-11,49167,
2007-12,73727,
2008-01,59934,
2008-02,57309,
2008-03,67678,
2008-04,68988,
2008-05,66639,
2008-06,80148,
2008-07,90571,
2008-08,73515,
2008-09,87137,
2008-10,87732,
2008-11,65292,
2008-12,80446,
2009-01,78532,
2009-02,63830,
2009-03,73340,
2009-04,67171,
2009-05,58465,
2009-06,69989,
2009-07,70243,
2009-08,54832,
2009-09,59657,
2009-10,58565,
2009-11,51190,
2009-12,67036,
2010-01,49385,
2010-02,37997,
2010-03,50429,
2010-04,50433,
2010-05,42240,
2010-06,49115,
2010-07,47412,
2010-08,37588,
2010-09,43643,
2010-10,45964,
2010-11,38043,
2010-12,52023,
2011-01,44418,
2011-02,34963,
2011-03,46728,
2011-04,45450,
2011-05,38493,
2011-06,44897,
2011-07,47966,
2011-08,36905,
2011-09,44993,
2011-10,47753,
2011-11,38491,
2011-12,49228,
2012-01,43437,
2012-02,37564,
2012-03,44212,
2012-04,41491,
2012-05,36079,
2012-06,43154,
2012-07,45910,
2012-08,37722,
2012-09,42277,
2012-10,47072,
2012-11,37601,
2012-12,43968,
2013-01,43240,
2013-02,32114,
2013-03,38944,
2013-04,37523,
2013-05,33009,
2013-06,41928,
2013-07,43328,
2013-08,32698,
2013-09,38460,
2013-10,42301,
2013-11,32900,
2013-12,44537,
2014-01,40304,
2014-02,32393,
2014-03,37918,
2014-04,44756,
2014-05,36580,
2014-06,43000,
2014-07,48992,
2014-08,36472,
2014-09,44139,
2014-10,45100,
2014-11,33405,
2014-12,48841,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. Excluding overdrafts. p = Provisional,
