"",BBK01.BQ1351,BBK01.BQ1351_FLAGS
"",Memo item: borrowers' note loans taken up by central government,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:44,
2000-01,62289.4,
2000-04,62018.4,
2000-07,57650.7,
2000-10,54731.5,
2001-01,49333.0,
2001-04,48818.2,
2001-07,47486.9,
2001-10,44790.6,
2002-01,41751.5,
2002-04,40431.3,
2002-07,39266.8,
2002-10,34635.6,
2003-01,33202.0,
2003-04,33375.1,
2003-07,38308.5,
2003-10,38410.3,
2004-01,38306.7,
2004-04,37826.8,
2004-07,38664.2,
2004-10,36790.8,
2005-01,36068.5,
2005-04,31897.7,
2005-07,30679.9,
2005-10,26795.7,
2006-01,26410.7,
2006-04,25722.8,
2006-07,25539.8,
2006-10,24576.3,
2007-01,21581.3,
2007-04,21269.6,
2007-07,22863.9,
2007-10,16181.3,
2008-01,14653.5,
2008-04,14617.5,
2008-07,13636.1,
2008-10,21540.9,
2009-01,13240.3,
2009-04,12935.3,
2009-07,12948.3,
2009-10,12806.7,
2010-01,12654.4,
2010-04,12343.7,
2010-07,12443.7,
2010-10,12445.0,
2011-01,12370.0,
2011-04,12370.1,
2011-07,12322.8,
2011-10,12061.1,
2012-01,12061.2,
2012-04,12061.1,
2012-07,12047.1,
2012-10,12022.4,
2013-01,12022.3,
2013-04,12022.3,
2013-07,12222.3,
2013-10,12222.3,
2014-01,12222.3,
