"",BBK01.OUE228,BBK01.OUE228_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than two years / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:48,
1999-01,2.718,
1999-02,2.686,
1999-03,2.816,
1999-04,2.842,
1999-05,2.831,
1999-06,2.805,
1999-07,2.704,
1999-08,2.739,
1999-09,2.753,
1999-10,2.739,
1999-11,2.898,
1999-12,2.915,
2000-01,2.912,
2000-02,2.900,
2000-03,2.931,
2000-04,2.978,
2000-05,2.833,
2000-06,2.802,
2000-07,2.796,
2000-08,2.400,
2000-09,2.406,
2000-10,2.280,
2000-11,2.226,
2000-12,2.135,
2001-01,2.149,
2001-02,2.112,
2001-03,2.095,
2001-04,2.204,
2001-05,2.330,
2001-06,2.277,
2001-07,2.232,
2001-08,2.660,
2001-09,2.674,
2001-10,2.691,
2001-11,2.704,
2001-12,2.647,
2002-01,2.648,
2002-02,2.650,
2002-03,2.661,
2002-04,2.527,
2002-05,2.427,
2002-06,2.391,
2002-07,2.436,
2002-08,2.442,
2002-09,2.437,
2002-10,2.459,
2002-11,2.419,
2002-12,2.424,
2003-01,2.933,
2003-02,2.997,
2003-03,3.034,
2003-04,2.969,
2003-05,2.967,
2003-06,3.001,
2003-07,2.962,
2003-08,2.367,
2003-09,2.353,
2003-10,2.362,
2003-11,2.330,
2003-12,1.773,
2004-01,1.799,
2004-02,1.783,
2004-03,1.706,
2004-04,1.670,
2004-05,1.672,
2004-06,1.588,
2004-07,1.588,
2004-08,1.512,
2004-09,1.509,
2004-10,1.483,
2004-11,1.420,
2004-12,1.266,
2005-01,1.277,
2005-02,1.266,
2005-03,1.256,
2005-04,1.255,
2005-05,1.282,
2005-06,1.284,
2005-07,1.294,
2005-08,1.277,
2005-09,1.296,
2005-10,1.247,
2005-11,1.210,
2005-12,1.167,
2006-01,1.152,
2006-02,1.249,
2006-03,1.246,
2006-04,1.126,
2006-05,1.128,
2006-06,2.611,
2006-07,2.569,
2006-08,2.538,
2006-09,2.470,
2006-10,2.431,
2006-11,3.195,
2006-12,3.258,
2007-01,3.219,
2007-02,3.184,
2007-03,3.206,
2007-04,4.111,
2007-05,4.148,
2007-06,4.138,
2007-07,4.956,
2007-08,4.798,
2007-09,4.790,
2007-10,4.764,
2007-11,4.585,
2007-12,4.497,
2008-01,4.584,
2008-02,4.626,
2008-03,5.234,
2008-04,5.207,
2008-05,5.231,
2008-06,5.471,
2008-07,5.555,
2008-08,5.645,
2008-09,5.422,
2008-10,5.551,
2008-11,6.231,
2008-12,7.805,
2009-01,7.584,
2009-02,8.321,
2009-03,8.177,
2009-04,8.332,
2009-05,8.898,
2009-06,8.960,
2009-07,9.022,
2009-08,9.022,
2009-09,10.472,
2009-10,10.444,
2009-11,10.694,
2009-12,10.913,
2010-01,11.025,
2010-02,11.291,
2010-03,11.942,
2010-04,11.915,
2010-05,11.951,
2010-06,12.939,
2010-07,12.918,
2010-08,12.446,
2010-09,12.505,
2010-10,12.453,
2010-11,13.015,
2010-12,13.742,
2011-01,13.764,
2011-02,14.016,
2011-03,14.247,
2011-04,14.203,
2011-05,14.434,
2011-06,15.160,
2011-07,14.953,
2011-08,14.692,
2011-09,14.845,
2011-10,15.083,
2011-11,15.624,
2011-12,15.954,
2012-01,16.209,
2012-02,16.548,
2012-03,16.922,
2012-04,17.438,
2012-05,17.466,
2012-06,17.860,
2012-07,16.890,
2012-08,16.373,
2012-09,16.440,
2012-10,17.065,
2012-11,17.669,
2012-12,18.056,
2013-01,18.257,
2013-02,18.611,
2013-03,18.544,
2013-04,18.412,
2013-05,18.191,
2013-06,18.196,
2013-07,18.280,
2013-08,18.001,
2013-09,19.470,
2013-10,19.476,
2013-11,20.831,
2013-12,20.756,
2014-01,21.197,
2014-02,20.721,
2014-03,20.991,
2014-04,21.100,
2014-05,21.846,
2014-06,22.122,
2014-07,22.024,
2014-08,22.068,
2014-09,22.232,
2014-10,22.907,
2014-11,22.957,
2014-12,22.575,Provisional value
