"",BBK01.OUZ127,BBK01.OUZ127_FLAGS
"","Unsecuritised lending to banks (MFIs)(incl. Postal giro account balances, total, Branches of foreign banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:56,
1999-01,54.947,
1999-02,45.847,
1999-03,47.006,
1999-04,47.938,
1999-05,45.052,
1999-06,43.837,
1999-07,44.526,
1999-08,44.709,
1999-09,44.373,
1999-10,45.130,
1999-11,46.721,
1999-12,48.260,
2000-01,47.213,
2000-02,49.550,
2000-03,51.087,
2000-04,51.021,
2000-05,51.558,
2000-06,47.284,
2000-07,47.417,
2000-08,50.202,
2000-09,47.877,
2000-10,50.456,
2000-11,51.614,
2000-12,54.029,
2001-01,51.995,
2001-02,51.982,
2001-03,58.647,
2001-04,60.583,
2001-05,58.729,
2001-06,60.223,
2001-07,56.703,
2001-08,55.031,
2001-09,58.401,
2001-10,60.345,
2001-11,60.671,
2001-12,56.673,
2002-01,53.066,
2002-02,51.404,
2002-03,52.033,
2002-04,52.737,
2002-05,50.255,
2002-06,50.558,
2002-07,50.350,
2002-08,47.279,
2002-09,48.244,
2002-10,44.310,
2002-11,47.761,
2002-12,49.429,
2003-01,43.747,
2003-02,43.015,
2003-03,45.009,
2003-04,46.000,
2003-05,47.505,
2003-06,50.622,
2003-07,44.847,
2003-08,44.705,
2003-09,41.829,
2003-10,44.489,
2003-11,40.115,
2003-12,39.538,
2004-01,38.652,
2004-02,38.970,
2004-03,39.195,
2004-04,44.555,
2004-05,46.921,
2004-06,42.524,
2004-07,40.998,
2004-08,43.235,
2004-09,45.806,
2004-10,46.283,
2004-11,46.034,
2004-12,50.174,
2005-01,55.022,
2005-02,51.276,
2005-03,51.741,
2005-04,57.223,
2005-05,53.065,
2005-06,53.155,
2005-07,58.402,
2005-08,49.664,
2005-09,57.210,
2005-10,59.910,
2005-11,59.495,
2005-12,49.306,
2006-01,59.825,
2006-02,56.040,
2006-03,63.586,
2006-04,64.924,
2006-05,68.409,
2006-06,64.625,
2006-07,66.922,
2006-08,64.236,
2006-09,69.242,
2006-10,66.794,
2006-11,62.795,
2006-12,68.807,
2007-01,74.281,
2007-02,72.731,
2007-03,75.785,
2007-04,73.465,
2007-05,79.541,
2007-06,79.187,
2007-07,75.142,
2007-08,68.212,
2007-09,67.199,
2007-10,73.299,
2007-11,80.752,
2007-12,92.071,
2008-01,76.289,
2008-02,81.380,
2008-03,85.891,
2008-04,96.391,
2008-05,89.420,
2008-06,85.081,
2008-07,85.934,
2008-08,90.304,
2008-09,103.377,
2008-10,111.081,
2008-11,95.720,
2008-12,109.320,
2009-01,103.090,
2009-02,110.158,
2009-03,114.686,
2009-04,109.805,
2009-05,104.280,
2009-06,126.173,
2009-07,110.348,
2009-08,103.002,
2009-09,102.665,
2009-10,102.620,
2009-11,106.345,
2009-12,104.429,
2010-01,112.086,
2010-02,117.475,
2010-03,121.426,
2010-04,120.986,
2010-05,144.174,
2010-06,134.090,
2010-07,113.221,
2010-08,121.346,
2010-09,120.854,
2010-10,114.229,
2010-11,128.934,
2010-12,117.697,
2011-01,128.063,
2011-02,131.287,
2011-03,131.565,
2011-04,126.575,
2011-05,130.184,
2011-06,129.777,
2011-07,134.013,
2011-08,150.604,
2011-09,158.856,
2011-10,176.931,
2011-11,186.674,
2011-12,163.795,
2012-01,234.597,
2012-02,269.673,
2012-03,294.010,
2012-04,291.943,
2012-05,299.754,
2012-06,297.321,
2012-07,239.703,
2012-08,277.068,
2012-09,271.075,
2012-10,244.636,
2012-11,226.962,
2012-12,226.238,
2013-01,195.680,
2013-02,191.955,
2013-03,181.742,
2013-04,171.213,
2013-05,161.237,
2013-06,177.132,
2013-07,168.791,
2013-08,151.848,
2013-09,154.972,
2013-10,156.812,
2013-11,161.730,
2013-12,155.749,
2014-01,164.552,
2014-02,166.151,
2014-03,157.582,
2014-04,159.571,
2014-05,162.877,
2014-06,140.074,
2014-07,150.258,
2014-08,150.731,
2014-09,151.122,
2014-10,159.860,
2014-11,157.804,
