"",BBK01.OUH149,BBK01.OUH149_FLAGS
"",Domestic securities / Corporate debt securities (non-MFIs) / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:35,
1965-01,0.403,
1965-02,0.404,
1965-03,0.407,
1965-04,0.416,
1965-05,0.425,
1965-06,0.425,
1965-07,0.422,
1965-08,0.418,
1965-09,0.411,
1965-10,0.416,
1965-11,0.407,
1965-12,0.390,
1966-01,0.377,
1966-02,0.381,
1966-03,0.376,
1966-04,0.374,
1966-05,0.382,
1966-06,0.371,
1966-07,0.375,
1966-08,0.371,
1966-09,0.363,
1966-10,0.360,
1966-11,0.357,
1966-12,0.361,
1967-01,0.360,
1967-02,0.362,
1967-03,0.374,
1967-04,0.380,
1967-05,0.396,
1967-06,0.427,
1967-07,0.445,
1967-08,0.466,
1967-09,0.440,
1967-10,0.404,
1967-11,0.399,
1967-12,0.384,
1968-01,0.412,
1968-02,0.426,
1968-03,0.461,
1968-04,0.486,
1968-05,0.485,
1968-06,0.496,
1968-07,0.505,
1968-08,0.508,
1968-09,0.513,
1968-10,0.495,
1968-11,0.495,
1968-12,0.467,
1969-01,0.463,
1969-02,0.469,
1969-03,0.491,
1969-04,0.472,
1969-05,0.478,
1969-06,0.473,
1969-07,0.471,
1969-08,0.468,
1969-09,0.468,
1969-10,0.462,
1969-11,0.461,
1969-12,0.464,
1970-01,0.462,
1970-02,0.453,
1970-03,0.442,
1970-04,0.439,
1970-05,0.429,
1970-06,0.422,
1970-07,0.423,
1970-08,0.422,
1970-09,0.418,
1970-10,0.414,
1970-11,0.415,
1970-12,0.422,
1971-01,0.417,
1971-02,0.421,
1971-03,0.433,
1971-04,0.441,
1971-05,0.439,
1971-06,0.432,
1971-07,0.425,
1971-08,0.422,
1971-09,0.425,
1971-10,0.439,
1971-11,0.448,
1971-12,0.450,
1972-01,0.456,
1972-02,0.460,
1972-03,0.459,
1972-04,0.460,
1972-05,0.458,
1972-06,0.449,
1972-07,0.445,
1972-08,0.441,
1972-09,0.449,
1972-10,0.440,
1972-11,0.436,
1972-12,0.440,
1973-01,0.433,
1973-02,0.438,
1973-03,0.438,
1973-04,0.429,
1973-05,0.428,
1973-06,0.429,
1973-07,0.424,
1973-08,0.422,
1973-09,0.428,
1973-10,0.431,
1973-11,0.446,
1973-12,0.420,
1974-01,0.418,
1974-02,0.427,
1974-03,0.421,
1974-04,0.416,
1974-05,0.413,
1974-06,0.414,
1974-07,0.429,
1974-08,0.422,
1974-09,0.421,
1974-10,0.411,
1974-11,0.433,
1974-12,0.471,
1975-01,0.529,
1975-02,0.593,
1975-03,0.610,
1975-04,0.635,
1975-05,0.694,
1975-06,0.756,
1975-07,0.714,
1975-08,0.691,
1975-09,0.593,
1975-10,0.444,
1975-11,0.452,
1975-12,0.452,
1976-01,0.489,
1976-02,0.494,
1976-03,0.517,
1976-04,0.525,
1976-05,0.517,
1976-06,0.504,
1976-07,0.521,
1976-08,0.537,
1976-09,0.550,
1976-10,0.599,
1976-11,0.698,
1976-12,0.743,
1977-01,0.764,
1977-02,0.774,
1977-03,0.827,
1977-04,0.851,
1977-05,0.884,
1977-06,0.874,
1977-07,0.865,
1977-08,0.899,
1977-09,0.901,
1977-10,0.891,
1977-11,0.880,
1977-12,0.901,
1978-01,0.940,
1978-02,0.941,
1978-03,0.949,
1978-04,0.949,
1978-05,0.919,
1978-06,0.908,
1978-07,0.853,
1978-08,0.831,
1978-09,0.824,
1978-10,0.824,
1978-11,0.823,
1978-12,0.817,
1979-01,0.802,
1979-02,0.821,
1979-03,0.803,
1979-04,0.799,
1979-05,0.803,
1979-06,0.741,
1979-07,0.712,
1979-08,0.667,
1979-09,0.658,
1979-10,0.657,
1979-11,0.668,
1979-12,0.681,
1980-01,0.664,
1980-02,0.670,
1980-03,0.674,
1980-04,0.680,
1980-05,0.666,
1980-06,0.678,
1980-07,0.695,
1980-08,0.686,
1980-09,0.647,
1980-10,0.662,
1980-11,0.661,
1980-12,0.689,
1981-01,0.676,
1981-02,0.682,
1981-03,0.681,
1981-04,0.693,
1981-05,0.709,
1981-06,0.706,
