"",BBK01.WJ5006,BBK01.WJ5006_FLAGS
"",Exchange rates on the Frankfurt exchange / ESP 100 = DM ... / Spain,
unit,DEM (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-18 09:19:09,
1963,6.6540,
1964,6.6400,
1965,6.6690,
1966,6.6720,
1967,6.5520,
1968,5.7300,
1969,5.6190,
1970,5.2340,
1971,5.0320,
1972,4.9650,
1973,4.5670,
1974,4.4950,
1975,4.2880,
1976,3.7710,
1977,3.0850,
1978,2.6240,
1979,2.7320,
1980,2.5360,
1981,2.4500,
1982,2.2150,
1983,1.7830,
1984,1.7690,
1985,1.7280,
1986,1.5490,
1987,1.4570,
1988,1.5080,
1989,1.5880,
1990,1.5860,
1991,1.5970,
1992,1.5290,
1993,1.3030,
1994,1.2112,
1995,1.1499,
1996,1.1880,
1997,1.1843,
1998,1.1779,
"","General: Average calculated from daily quotations. From 18 February 1963 to 30 December 1998 official quotation on the Frankfurt exchange. In accordance with a resolution by the management board of the Frankfurt exchange, with effect from January 1994 the exchange rate of the Peseta was set at four decimal places. For technical reasons, the exchange rates up to December 1993 were extended from three to four decimal places. From 1 January 1999, irrevocable euro conversion rate: Euro 1 = Ptas 166.386",
