"",BBK01.OEAH85H,BBK01.OEAH85H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:14,
2002-01,34.839,
2002-04,30.128,
2002-07,31.059,
2002-10,30.360,
2003-01,33.627,
2003-04,32.797,
2003-07,31.017,
2003-10,29.330,
2004-01,31.288,
2004-04,32.091,
2004-07,29.760,
2004-10,31.162,
2005-01,32.452,
2005-04,31.599,
2005-07,32.670,
2005-10,32.557,
2006-01,34.237,
2006-04,35.067,
2006-07,38.775,
2006-10,36.149,
2007-01,44.754,
2007-04,40.417,
2007-07,41.935,
2007-10,36.152,
2008-01,38.783,
2008-04,40.673,
2008-07,40.733,
2008-10,39.996,
2009-01,35.349,
2009-04,30.939,
2009-07,34.969,
2009-10,26.321,
2010-01,37.027,
2010-04,43.972,
2010-07,48.438,
2010-10,35.054,
2011-01,37.866,
2011-04,42.384,
2011-07,45.675,
2011-10,42.460,
2012-01,46.407,
2012-04,46.532,
2012-07,48.465,
2012-10,40.478,
2013-01,40.962,
2013-04,40.627,
2013-07,39.868,
2013-10,43.916,
2014-01,47.732,
2014-04,49.422,
2014-07,47.604,
