"",BBK01.OUB170,BBK01.OUB170_FLAGS
"",Balances and loans to domestic banks (MFIs) / medium-term / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:45:30,
1958-12,0.309,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.397,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.422,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.512,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.391,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.562,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.492,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.689,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.591,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.612,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.635,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.723,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.709,
1965-01,0.829,
1965-02,0.847,
1965-03,0.826,
1965-04,0.818,
1965-05,0.797,
1965-06,0.804,
1965-07,0.790,
1965-08,0.781,
1965-09,0.814,
1965-10,0.862,
1965-11,0.873,
1965-12,0.834,
1966-01,0.879,
1966-02,0.922,
1966-03,0.851,
1966-04,0.866,
1966-05,0.884,
1966-06,0.857,
1966-07,0.769,
1966-08,0.751,
1966-09,0.766,
1966-10,0.814,
1966-11,0.827,
1966-12,0.789,
1967-01,0.830,
1967-02,0.821,
1967-03,0.911,
1967-04,1.018,
1967-05,1.222,
1967-06,1.248,
1967-07,1.247,
1967-08,1.298,
1967-09,1.230,
1967-10,1.196,
1967-11,1.170,
1967-12,1.021,
1968-01,1.160,
1968-02,1.184,
1968-03,1.205,
1968-04,1.431,
1968-05,1.615,
1968-06,1.615,
1968-07,1.917,
1968-08,1.973,
1968-09,1.999,
1968-10,1.987,
1968-11,2.061,
1968-12,0.486,
1969-01,0.505,
1969-02,0.492,
1969-03,0.466,
1969-04,0.483,
1969-05,0.478,
1969-06,0.490,
1969-07,0.478,
1969-08,0.508,
1969-09,0.516,
1969-10,0.531,
1969-11,0.548,
1969-12,0.711,
1970-01,0.698,
1970-02,0.719,
1970-03,0.665,
1970-04,0.654,
1970-05,0.516,
1970-06,0.551,
1970-07,0.558,
1970-08,0.594,
1970-09,0.602,
1970-10,0.573,
1970-11,0.593,
1970-12,0.598,
1971-01,0.658,
1971-02,0.608,
1971-03,0.605,
1971-04,0.636,
1971-05,0.619,
1971-06,0.678,
1971-07,0.671,
1971-08,0.654,
1971-09,0.706,
1971-10,0.735,
1971-11,0.750,
1971-12,0.772,
1972-01,0.787,
1972-02,0.824,
1972-03,0.826,
1972-04,0.859,
1972-05,0.793,
1972-06,0.812,
1972-07,0.825,
1972-08,0.834,
1972-09,0.808,
1972-10,0.836,
1972-11,0.873,
1972-12,0.895,
1973-01,0.870,
1973-02,0.840,
1973-03,0.992,
1973-04,0.944,
1973-05,0.840,
1973-06,1.094,
1973-07,1.002,
1973-08,1.006,
1973-09,0.880,
1973-10,0.967,
1973-11,0.999,
1973-12,1.073,
1974-01,1.011,
1974-02,0.951,
1974-03,1.072,
1974-04,0.966,
1974-05,1.011,
1974-06,1.059,
1974-07,1.033,
1974-08,1.023,
1974-09,0.981,
1974-10,1.073,
1974-11,0.949,
1974-12,1.030,
1975-01,0.987,
1975-02,0.974,
1975-03,1.037,
1975-04,1.184,
1975-05,1.065,
1975-06,1.006,
1975-07,1.018,
1975-08,1.016,
1975-09,1.177,
1975-10,1.214,
1975-11,1.469,
1975-12,2.004,
1976-01,1.922,
1976-02,1.841,
1976-03,1.923,
1976-04,1.976,
1976-05,2.000,
1976-06,2.018,
1976-07,2.090,
1976-08,2.090,
1976-09,2.195,
1976-10,2.263,
1976-11,2.231,
1976-12,1.910,
1977-01,1.691,
1977-02,1.654,
1977-03,1.626,
1977-04,1.536,
1977-05,1.513,
1977-06,1.528,
1977-07,1.505,
1977-08,1.520,
1977-09,1.546,
1977-10,1.631,
1977-11,1.646,
1977-12,1.729,
1978-01,1.660,
1978-02,1.555,
1978-03,1.598,
1978-04,1.654,
1978-05,1.755,
1978-06,1.793,
1978-07,2.031,
1978-08,2.102,
1978-09,2.024,
1978-10,2.049,
1978-11,2.286,
1978-12,2.607,
1979-01,2.077,
1979-02,2.257,
1979-03,2.271,
1979-04,2.290,
1979-05,2.451,
1979-06,2.231,
1979-07,2.253,
1979-08,2.292,
1979-09,2.255,
1979-10,2.260,
1979-11,2.216,
1979-12,2.386,
1980-01,2.268,
1980-02,2.203,
1980-03,2.166,
1980-04,2.416,
1980-05,2.420,
1980-06,2.469,
1980-07,2.588,
1980-08,2.565,
1980-09,2.524,
1980-10,2.507,
1980-11,2.429,
1980-12,2.412,
1981-01,2.255,
1981-02,2.136,
1981-03,2.122,
1981-04,1.979,
1981-05,1.883,
1981-06,2.061,
1981-07,2.062,
1981-08,1.945,
1981-09,1.891,
1981-10,1.812,
1981-11,1.794,
1981-12,1.857,
1982-01,1.946,
1982-02,1.919,
1982-03,1.865,
1982-04,1.904,
1982-05,1.863,
1982-06,1.865,
1982-07,1.779,
1982-08,1.733,
1982-09,1.799,
1982-10,1.930,
1982-11,1.974,
1982-12,2.293,
1983-01,1.859,
1983-02,1.767,
1983-03,1.796,
1983-04,1.817,
1983-05,1.810,
1983-06,1.845,
1983-07,1.867,
1983-08,1.802,
1983-09,1.881,
1983-10,1.865,
1983-11,1.919,
1983-12,2.054,
1984-01,1.958,
1984-02,1.899,
1984-03,2.066,
1984-04,2.029,
1984-05,2.017,
1984-06,2.230,
1984-07,2.195,
1984-08,2.238,
1984-09,2.330,
1984-10,2.396,
1984-11,2.525,
1984-12,2.515,
1985-01,2.487,
1985-02,2.437,
1985-03,2.405,
1985-04,2.393,
1985-05,2.426,
1985-06,2.343,
1985-07,2.347,
1985-08,2.342,
1985-09,2.397,
1985-10,2.355,
1985-11,2.281,
1985-12,2.369,
1986-01,2.322,
1986-02,2.367,
1986-03,2.451,
1986-04,2.408,
1986-05,2.414,
1986-06,2.415,
1986-07,2.473,
1986-08,2.534,
1986-09,2.597,
1986-10,2.732,
1986-11,2.596,
1986-12,2.792,
1987-01,2.662,
