"",BBK01.QUV735,BBK01.QUV735_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Thailand / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:27:18,
2001-12,0.024,
2002-01,0.026,
2002-02,0.074,
2002-03,0.060,
2002-04,0.060,
2002-05,0.025,
2002-06,0.025,
2002-07,0.035,
2002-08,0.032,
2002-09,0.026,
2002-10,0.042,
2002-11,0.025,
2002-12,0.028,
2003-01,0.022,
2003-02,0.030,
2003-03,0.038,
2003-04,0.042,
2003-05,0.036,
2003-06,0.086,
2003-07,0.028,
2003-08,0.019,
2003-09,0.026,
2003-10,0.034,
2003-11,0.019,
2003-12,0.032,
2004-01,0.055,
2004-02,0.042,
2004-03,0.050,
2004-04,0.060,
2004-05,0.060,
2004-06,0.044,
2004-07,0.030,
2004-08,0.031,
2004-09,0.035,
2004-10,0.030,
2004-11,0.038,
2004-12,0.029,
2005-01,0.031,
2005-02,0.035,
2005-03,0.038,
2005-04,0.046,
2005-05,0.054,
2005-06,0.029,
2005-07,0.038,
2005-08,0.037,
2005-09,0.094,
2005-10,0.050,
2005-11,0.040,
2005-12,0.049,
2006-01,0.027,
2006-02,0.028,
2006-03,0.029,
2006-04,0.032,
2006-05,0.030,
2006-06,0.026,
2006-07,0.027,
2006-08,0.029,
2006-09,0.033,
2006-10,0.033,
2006-11,0.032,
2006-12,0.033,
2007-01,0.049,
2007-02,0.050,
2007-03,0.054,
2007-04,0.059,
2007-05,0.065,
2007-06,0.064,
2007-07,0.047,
2007-08,0.041,
2007-09,0.035,
2007-10,0.036,
2007-11,0.040,
2007-12,0.037,
2008-01,0.070,
2008-02,0.077,
2008-03,0.073,
2008-04,0.158,
2008-05,0.063,
2008-06,0.045,
2008-07,0.047,
2008-08,0.048,
2008-09,0.053,
2008-10,0.052,
2008-11,0.058,
2008-12,0.044,
2009-01,0.094,
2009-02,0.080,
2009-03,0.181,
2009-04,0.081,
2009-05,0.095,
2009-06,0.087,
2009-07,0.084,
2009-08,0.049,
2009-09,0.057,
2009-10,0.038,
2009-11,0.056,
2009-12,0.038,
2010-01,0.030,
2010-02,0.041,
2010-03,0.046,
2010-04,0.048,
2010-05,0.053,
2010-06,0.054,
2010-07,0.043,
2010-08,0.051,
2010-09,0.058,
2010-10,0.045,
2010-11,0.118,
2010-12,0.087,
2011-01,0.129,
2011-02,0.126,
2011-03,0.120,
2011-04,0.108,
2011-05,0.225,
2011-06,0.143,
2011-07,0.077,
2011-08,0.074,
2011-09,0.056,
2011-10,0.065,
2011-11,0.053,
2011-12,0.080,
2012-01,0.119,
2012-02,0.140,
2012-03,0.113,
2012-04,0.111,
2012-05,0.162,
2012-06,0.126,
2012-07,0.109,
2012-08,0.136,
2012-09,0.054,
2012-10,0.058,
2012-11,0.070,
2012-12,0.091,
2013-01,0.105,
2013-02,0.093,
2013-03,0.092,
2013-04,0.099,
2013-05,0.089,
2013-06,0.054,
2013-07,0.061,
2013-08,0.056,
2013-09,0.065,
2013-10,0.057,
2013-11,0.052,
2013-12,0.054,
2014-01,0.047,
2014-02,0.041,
2014-03,0.054,
2014-04,0.051,
2014-05,0.169,
2014-06,0.061,
2014-07,0.095,
2014-08,0.087,
2014-09,0.061,
2014-10,0.095,
2014-11,0.090,
2014-12,0.084,
