"",BBK01.OEBB06L,BBK01.OEBB06L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:30:17,
2002-01,48.384,
2002-04,38.330,
2002-07,39.063,
2002-10,37.523,
2003-01,44.196,
2003-04,41.003,
2003-07,43.595,
2003-10,41.653,
2004-01,46.243,
2004-04,39.167,
2004-07,39.006,
2004-10,39.923,
2005-01,45.567,
2005-04,48.035,
2005-07,58.419,
2005-10,50.971,
2006-01,57.904,
2006-04,60.786,
2006-07,61.284,
2006-10,42.253,
2007-01,54.636,
2007-04,59.167,
2007-07,53.652,
2007-10,50.963,
2008-01,62.845,
2008-04,60.569,
2008-07,61.134,
2008-10,69.795,
2009-01,84.171,
2009-04,75.625,
2009-07,70.957,
2009-10,59.739,
2010-01,53.024,
2010-04,58.673,
2010-07,48.683,
2010-10,56.895,
2011-01,65.221,
2011-04,62.325,
2011-07,60.946,
2011-10,63.006,
2012-01,61.224,
2012-04,59.255,
2012-07,56.857,
2012-10,59.264,
2013-01,62.872,
2013-04,70.913,
2013-07,36.384,
2013-10,38.740,
2014-01,39.571,
2014-04,39.327,
2014-07,39.426,
