"",BBK01.OUN322,BBK01.OUN322_FLAGS
"",Time deposits of foreign non-banks / for more than one year up to and including two years / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:34,
1999-01,0.412,
1999-02,0.424,
1999-03,0.991,
1999-04,0.818,
1999-05,0.831,
1999-06,0.842,
1999-07,0.817,
1999-08,0.738,
1999-09,0.758,
1999-10,0.796,
1999-11,0.822,
1999-12,0.830,
2000-01,0.560,
2000-02,0.564,
2000-03,0.155,
2000-04,0.159,
2000-05,1.007,
2000-06,0.998,
2000-07,1.865,
2000-08,1.846,
2000-09,1.834,
2000-10,1.877,
2000-11,1.804,
2000-12,1.656,
2001-01,1.876,
2001-02,1.877,
2001-03,2.139,
2001-04,2.183,
2001-05,2.491,
2001-06,2.661,
2001-07,2.339,
2001-08,2.166,
2001-09,2.168,
2001-10,2.206,
2001-11,1.445,
2001-12,1.436,
2002-01,1.297,
2002-02,1.332,
2002-03,0.996,
2002-04,0.906,
2002-05,0.877,
2002-06,0.854,
2002-07,0.037,
2002-08,0.095,
2002-09,0.039,
2002-10,0.040,
2002-11,0.065,
2002-12,0.087,
2003-01,0.053,
2003-02,0.284,
2003-03,0.114,
2003-04,0.060,
2003-05,0.097,
2003-06,0.063,
2003-07,0.051,
2003-08,0.059,
2003-09,0.014,
2003-10,0.017,
2003-11,0.041,
2003-12,0.186,
2004-01,0.050,
2004-02,0.023,
2004-03,0.593,
2004-04,0.022,
2004-05,0.031,
2004-06,0.023,
2004-07,0.022,
2004-08,0.024,
2004-09,0.023,
2004-10,0.023,
2004-11,0.022,
2004-12,0.021,
2005-01,0.022,
2005-02,0.022,
2005-03,0.028,
2005-04,0.028,
2005-05,0.029,
2005-06,0.025,
2005-07,0.023,
2005-08,0.023,
2005-09,0.123,
2005-10,0.121,
2005-11,0.118,
2005-12,0.117,
2006-01,0.117,
2006-02,0.118,
2006-03,2.599,
2006-04,2.508,
2006-05,2.446,
2006-06,2.483,
2006-07,2.473,
2006-08,2.482,
2006-09,2.383,
2006-10,2.376,
2006-11,2.284,
2006-12,2.288,
2007-01,2.326,
2007-02,2.287,
2007-03,0.014,
2007-04,0.013,
2007-05,0.008,
2007-06,0.006,
2007-07,0.734,
2007-08,0.740,
2007-09,0.714,
2007-10,0.700,
2007-11,0.684,
2007-12,0.685,
2008-01,0.678,
2008-02,0.666,
2008-03,0.639,
2008-04,0.650,
2008-05,0.651,
2008-06,0.640,
2008-07,0.005,
2008-08,0.005,
2008-09,0.005,
2008-10,0.006,
2008-11,0.026,
2008-12,0.025,
2009-01,0.027,
2009-02,0.027,
2009-03,0.147,
2009-04,0.146,
2009-05,0.034,
2009-06,0.035,
2009-07,0.017,
2009-08,0.016,
2009-09,0.016,
2009-10,0.016,
2009-11,0.015,
2009-12,0.015,
2010-01,0.016,
2010-02,0.015,
2010-03,0.015,
2010-04,0.016,
2010-05,0.017,
2010-06,0.017,
2010-07,0.007,
2010-08,0.008,
2010-09,0.007,
2010-10,0.007,
2010-11,0.008,
2010-12,0.008,
2011-01,0.008,
2011-02,0.008,
2011-03,0.007,
2011-04,0.032,
2011-05,0.055,
2011-06,0.053,
2011-07,0.052,
2011-08,0.052,
2011-09,0.053,
2011-10,0.053,
2011-11,0.053,
2011-12,0.053,
2012-01,0.053,
2012-02,0.053,
2012-03,0.053,
2012-04,0.054,
2012-05,0.053,
2012-06,0.054,
2012-07,0.054,
2012-08,0.056,
2012-09,0.056,
2012-10,0.056,
2012-11,0.054,
2012-12,0.054,
2013-01,0.059,
2013-02,0.059,
2013-03,0.058,
2013-04,0.031,
2013-05,0.007,
2013-06,0.007,
2013-07,0.008,
2013-08,0.008,
2013-09,0.007,
2013-10,0.008,
2013-11,0.008,
2013-12,0.012,
2014-01,0.012,
2014-02,0.012,
2014-03,0.012,
2014-04,0.020,
2014-05,0.020,
2014-06,0.019,
2014-07,0.019,
2014-08,0.019,
2014-09,0.019,
2014-10,0.019,
2014-11,0.019,
2014-12,0.020,Provisional value
