"",BBK01.QUX085,BBK01.QUX085_FLAGS
"",All foreign subsidiaries: Short-term loans and advances to foreign banks / Italy / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:15:18,
2001-12,5.043,
2002-01,4.541,
2002-02,3.777,
2002-03,3.937,
2002-04,3.185,
2002-05,3.212,
2002-06,3.577,
2002-07,3.640,
2002-08,3.862,
2002-09,3.119,
2002-10,2.868,
2002-11,2.612,
2002-12,2.297,
2003-01,2.939,
2003-02,4.101,
2003-03,3.240,
2003-04,2.553,
2003-05,2.647,
2003-06,2.475,
2003-07,3.351,
2003-08,3.384,
2003-09,3.603,
2003-10,2.657,
2003-11,2.282,
2003-12,2.375,
2004-01,4.650,
2004-02,3.639,
2004-03,3.581,
2004-04,2.833,
2004-05,3.007,
2004-06,2.559,
2004-07,2.276,
2004-08,3.384,
2004-09,3.083,
2004-10,3.024,
2004-11,3.142,
2004-12,2.972,
2005-01,3.532,
2005-02,2.859,
2005-03,3.213,
2005-04,4.068,
2005-05,3.453,
2005-06,4.906,
2005-07,4.345,
2005-08,4.292,
2005-09,4.608,
2005-10,4.254,
2005-11,4.565,
2005-12,3.724,
2006-01,3.720,
2006-02,3.633,
2006-03,3.563,
2006-04,3.707,
2006-05,3.811,
2006-06,4.419,
2006-07,3.802,
2006-08,4.129,
2006-09,4.559,
2006-10,4.514,
2006-11,3.397,
2006-12,3.422,
2007-01,2.617,
2007-02,2.522,
2007-03,4.072,
2007-04,3.875,
2007-05,3.800,
2007-06,3.525,
2007-07,3.798,
2007-08,4.095,
2007-09,2.489,
2007-10,2.215,
2007-11,2.286,
2007-12,1.903,
2008-01,2.476,
2008-02,2.102,
2008-03,2.484,
2008-04,2.625,
2008-05,5.514,
2008-06,5.078,
2008-07,2.271,
2008-08,2.110,
2008-09,2.364,
2008-10,2.233,
2008-11,2.229,
2008-12,2.747,
2009-01,2.251,
2009-02,2.226,
2009-03,2.914,
2009-04,1.193,
2009-05,2.641,
2009-06,1.637,
2009-07,2.186,
2009-08,2.316,
2009-09,3.706,
2009-10,2.847,
2009-11,2.305,
2009-12,1.793,
2010-01,1.990,
2010-02,2.111,
2010-03,1.710,
2010-04,1.777,
2010-05,4.589,
2010-06,2.254,
2010-07,4.309,
2010-08,3.558,
2010-09,3.887,
2010-10,3.173,
2010-11,2.926,
2010-12,2.709,
2011-01,3.249,
2011-02,3.251,
2011-03,3.150,
2011-04,2.847,
2011-05,1.604,
2011-06,1.950,
2011-07,1.907,
2011-08,2.357,
2011-09,2.115,
2011-10,2.019,
2011-11,1.742,
2011-12,1.810,
2012-01,2.217,
2012-02,2.331,
2012-03,2.021,
2012-04,1.726,
2012-05,1.607,
2012-06,1.792,
2012-07,1.758,
2012-08,1.383,
2012-09,1.441,
2012-10,1.580,
2012-11,1.842,
2012-12,1.649,
2013-01,1.609,
2013-02,1.483,
2013-03,1.636,
2013-04,1.657,
2013-05,1.704,
2013-06,1.621,
2013-07,1.599,
2013-08,1.471,
2013-09,1.522,
2013-10,1.860,
2013-11,1.600,
2013-12,1.671,
2014-01,1.431,
2014-02,1.467,
2014-03,1.651,
2014-04,1.534,
2014-05,1.564,
2014-06,1.412,
2014-07,1.520,
2014-08,1.451,
2014-09,1.416,
2014-10,1.312,
2014-11,1.348,
