"",BBK01.OUM308,BBK01.OUM308_FLAGS
"",Time deposits of the Federal Government and its special funds / Total / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:23:24,
1999-01,0.054,
1999-02,0.041,
1999-03,0.041,
1999-04,0.038,
1999-05,0.038,
1999-06,0.038,
1999-07,0.038,
1999-08,0.035,
1999-09,0.035,
1999-10,0.032,
1999-11,0.032,
1999-12,0.032,
2000-01,0.023,
2000-02,0.023,
2000-03,0.023,
2000-04,0.026,
2000-05,0.026,
2000-06,0.026,
2000-07,0.026,
2000-08,0.026,
2000-09,0.026,
2000-10,0.026,
2000-11,0.026,
2000-12,0.026,
2001-01,0.026,
2001-02,0.018,
2001-03,0.018,
2001-04,0.018,
2001-05,0.018,
2001-06,0.018,
2001-07,0.028,
2001-08,0.028,
2001-09,0.028,
2001-10,0.028,
2001-11,0.028,
2001-12,0.028,
2002-01,0.028,
2002-02,0.028,
2002-03,0.028,
2002-04,0.028,
2002-05,0.023,
2002-06,0.023,
2002-07,0.027,
2002-08,0.027,
2002-09,0.031,
2002-10,0.027,
2002-11,0.027,
2002-12,0.027,
2003-01,0.023,
2003-02,0.013,
2003-03,0.013,
2003-04,0.013,
2003-05,0.013,
2003-06,0.013,
2003-07,0.013,
2003-08,0.013,
2003-09,0.013,
2003-10,0.013,
2003-11,0.013,
2003-12,0.013,
2004-01,0.213,
2004-02,0.213,
2004-03,0.213,
2004-04,0.213,
2004-05,0.013,
2004-06,0.013,
2004-07,0.013,
2004-08,0.217,
2004-09,0.018,
2004-10,0.018,
2004-11,0.018,
2004-12,0.017,
2005-01,0.017,
2005-02,0.017,
2005-03,0.017,
2005-04,0.017,
2005-05,0.017,
2005-06,0.167,
2005-07,0.167,
2005-08,0.167,
2005-09,0.167,
2005-10,0.167,
2005-11,0.167,
2005-12,1.017,
2006-01,0.017,
2006-02,0.017,
2006-03,0.017,
2006-04,0.017,
2006-05,0.017,
2006-06,0.017,
2006-07,0.017,
2006-08,0.042,
2006-09,0.034,
2006-10,0.032,
2006-11,0.013,
2006-12,0.010,
2007-01,0.007,
2007-02,0.026,
2007-03,0.076,
2007-04,0.076,
2007-05,0.076,
2007-06,0.076,
2007-07,0.076,
2007-08,0.071,
2007-09,0.071,
2007-10,0.071,
2007-11,0.070,
2007-12,0.017,
2008-01,0.017,
2008-02,0.011,
2008-03,0.014,
2008-04,0.014,
2008-05,0.034,
2008-06,0.111,
2008-07,0.039,
2008-08,0.039,
2008-09,0.044,
2008-10,0.034,
2008-11,0.049,
2008-12,0.049,
2009-01,0.011,
2009-02,0.016,
2009-03,0.016,
2009-04,0.026,
2009-05,0.048,
2009-06,0.048,
2009-07,0.052,
2009-08,0.030,
2009-09,0.132,
2009-10,0.122,
2009-11,0.127,
2009-12,0.117,
2010-01,0.068,
2010-02,0.024,
2010-03,0.071,
2010-04,0.073,
2010-05,0.075,
2010-06,0.018,
2010-07,0.018,
2010-08,0.063,
2010-09,0.023,
2010-10,13.048,
2010-11,15.789,
2010-12,14.789,
2011-01,9.795,
2011-02,9.741,
2011-03,9.742,
2011-04,8.546,
2011-05,9.481,
2011-06,9.146,
2011-07,9.000,
2011-08,8.682,
2011-09,9.205,
2011-10,8.950,
2011-11,8.894,
2011-12,8.871,
2012-01,8.021,
2012-02,7.426,
2012-03,7.298,
2012-04,7.277,
2012-05,7.411,
2012-06,6.789,
2012-07,7.093,
2012-08,6.586,
2012-09,6.417,
2012-10,6.790,
2012-11,6.675,
2012-12,6.725,
2013-01,6.503,
2013-02,6.558,
2013-03,6.476,
2013-04,5.917,
2013-05,5.931,
2013-06,5.761,
2013-07,5.556,
2013-08,0.168,
2013-09,0.169,
2013-10,0.172,
2013-11,0.152,
2013-12,0.180,
2014-01,0.181,
2014-02,0.181,
2014-03,0.058,
2014-04,0.030,
2014-05,0.030,
2014-06,0.030,
2014-07,0.030,
2014-08,0.030,
2014-09,0.030,
2014-10,0.030,
2014-11,0.035,
2014-12,0.056,Provisional value
