"",BBK01.OUM050,BBK01.OUM050_FLAGS
"",Time deposits of non-profit institutions / Total / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:57,
1968-12,0.060,
1969-01,0.063,
1969-02,0.066,
1969-03,0.068,
1969-04,0.069,
1969-05,0.069,
1969-06,0.067,
1969-07,0.069,
1969-08,0.069,
1969-09,0.067,
1969-10,0.069,
1969-11,0.069,
1969-12,0.071,
1970-01,0.074,
1970-02,0.073,
1970-03,0.074,
1970-04,0.073,
1970-05,0.075,
1970-06,0.073,
1970-07,0.074,
1970-08,0.075,
1970-09,0.075,
1970-10,0.076,
1970-11,0.075,
1970-12,0.074,
1971-01,0.071,
1971-02,0.066,
1971-03,0.066,
1971-04,0.064,
1971-05,0.058,
1971-06,0.055,
1971-07,0.062,
1971-08,0.065,
1971-09,0.069,
1971-10,0.075,
1971-11,0.074,
1971-12,0.085,
1972-01,0.085,
1972-02,0.086,
1972-03,0.092,
1972-04,0.090,
1972-05,0.093,
1972-06,0.095,
1972-07,0.092,
1972-08,0.090,
1972-09,0.091,
1972-10,0.098,
1972-11,0.098,
1972-12,0.101,
1973-01,0.099,
1973-02,0.103,
1973-03,0.104,
1973-04,0.106,
1973-05,0.100,
1973-06,0.105,
1973-07,0.103,
1973-08,0.103,
1973-09,0.108,
1973-10,0.116,
1973-11,0.121,
1973-12,0.126,
1974-01,0.127,
1974-02,0.130,
1974-03,0.133,
1974-04,0.130,
1974-05,0.135,
1974-06,0.136,
1974-07,0.149,
1974-08,0.159,
1974-09,0.156,
1974-10,0.156,
1974-11,0.160,
1974-12,0.164,
1975-01,0.162,
1975-02,0.170,
1975-03,0.173,
1975-04,0.179,
1975-05,0.183,
1975-06,0.177,
1975-07,0.178,
1975-08,0.179,
1975-09,0.179,
1975-10,0.180,
1975-11,0.186,
1975-12,0.188,
1976-01,0.185,
1976-02,0.185,
1976-03,0.188,
1976-04,0.193,
1976-05,0.186,
1976-06,0.182,
1976-07,0.190,
1976-08,0.194,
1976-09,0.190,
1976-10,0.194,
1976-11,0.193,
1976-12,0.207,
1977-01,0.201,
1977-02,0.203,
1977-03,0.206,
1977-04,0.209,
1977-05,0.203,
1977-06,0.202,
1977-07,0.198,
1977-08,0.202,
1977-09,0.202,
1977-10,0.204,
1977-11,0.202,
1977-12,0.205,
1978-01,0.214,
1978-02,0.220,
1978-03,0.223,
1978-04,0.218,
1978-05,0.229,
1978-06,0.232,
1978-07,0.241,
1978-08,0.244,
1978-09,0.246,
1978-10,0.255,
1978-11,0.259,
1978-12,0.262,
1979-01,0.268,
1979-02,0.269,
1979-03,0.272,
1979-04,0.275,
1979-05,0.298,
1979-06,0.305,
1979-07,0.308,
1979-08,0.309,
1979-09,0.315,
1979-10,0.316,
1979-11,0.321,
1979-12,0.330,
1980-01,0.325,
1980-02,0.315,
1980-03,0.316,
1980-04,0.316,
1980-05,0.316,
1980-06,0.303,
1980-07,0.308,
1980-08,0.310,
1980-09,0.313,
1980-10,0.326,
1980-11,0.342,
1980-12,0.367,
1981-01,0.371,
1981-02,0.371,
1981-03,0.378,
1981-04,0.376,
1981-05,0.377,
1981-06,0.372,
1981-07,0.378,
1981-08,0.384,
1981-09,0.382,
1981-10,0.384,
1981-11,0.380,
1981-12,0.389,
1982-01,0.383,
1982-02,0.383,
1982-03,0.387,
1982-04,0.383,
1982-05,0.380,
1982-06,0.394,
1982-07,0.407,
1982-08,0.403,
1982-09,0.411,
1982-10,0.417,
1982-11,0.417,
1982-12,0.437,
1983-01,0.436,
1983-02,0.441,
1983-03,0.452,
1983-04,0.450,
1983-05,0.452,
1983-06,0.457,
1983-07,0.471,
1983-08,0.477,
1983-09,0.483,
1983-10,0.493,
1983-11,0.494,
1983-12,0.486,
1984-01,0.488,
1984-02,0.502,
1984-03,0.497,
1984-04,0.510,
1984-05,0.522,
1984-06,0.531,
1984-07,0.535,
1984-08,0.545,
1984-09,0.546,
1984-10,0.567,
1984-11,0.575,
1984-12,0.577,
1985-01,0.583,
1985-02,0.592,
1985-03,0.593,
1985-04,0.609,
1985-05,0.621,
1985-06,0.626,
1985-07,0.642,
1985-08,0.633,
1985-09,0.628,
1985-10,0.661,
1985-11,0.662,
1985-12,0.655,
1986-01,0.664,
1986-02,0.671,
1986-03,0.665,
1986-04,0.671,
1986-05,0.691,
1986-06,0.696,
1986-07,0.728,
1986-08,0.740,
1986-09,0.745,
1986-10,0.752,
1986-11,0.768,
1986-12,0.778,
1987-01,0.812,
1987-02,0.818,
1987-03,0.822,
1987-04,0.830,
1987-05,0.835,
1987-06,0.829,
1987-07,0.845,
1987-08,0.875,
1987-09,0.892,
1987-10,0.897,
1987-11,0.909,
1987-12,0.961,
1988-01,0.984,
1988-02,1.011,
1988-03,1.020,
1988-04,1.023,
1988-05,1.038,
1988-06,1.051,
1988-07,1.058,
1988-08,1.076,
1988-09,1.082,
1988-10,1.101,
1988-11,1.120,
1988-12,1.167,
1989-01,1.176,
1989-02,1.202,
1989-03,1.209,
1989-04,1.236,
1989-05,1.237,
1989-06,1.245,
1989-07,1.272,
1989-08,1.293,
1989-09,1.294,
1989-10,1.318,
1989-11,1.314,
1989-12,1.323,
1990-01,1.325,
1990-02,1.324,
1990-03,1.332,
1990-04,1.341,
1990-05,1.400,
1990-06,1.412,
1990-07,1.418,
1990-08,1.427,
1990-09,1.415,
1990-10,1.412,
1990-11,1.416,
1990-12,1.457,
1991-01,1.493,
1991-02,1.494,
1991-03,1.493,
1991-04,1.506,
1991-05,1.494,
1991-06,1.496,
1991-07,1.503,
1991-08,1.509,
1991-09,1.512,
1991-10,1.515,
1991-11,1.522,
1991-12,1.520,
1992-01,1.496,
1992-02,1.499,
1992-03,1.504,
1992-04,1.498,
1992-05,1.503,
1992-06,1.489,
1992-07,1.492,
1992-08,1.416,
1992-09,1.422,
1992-10,1.437,
1992-11,1.343,
1992-12,1.379,
1993-01,1.362,
1993-02,1.499,
1993-03,1.486,
1993-04,1.503,
1993-05,1.505,
1993-06,1.471,
1993-07,1.579,
1993-08,1.557,
1993-09,1.522,
1993-10,1.549,
1993-11,1.551,
1993-12,1.568,
1994-01,1.581,
1994-02,1.586,
1994-03,1.598,
1994-04,1.669,
1994-05,1.694,
1994-06,1.667,
1994-07,1.737,
1994-08,1.754,
1994-09,1.800,
1994-10,1.820,
1994-11,1.827,
1994-12,1.892,
1995-01,1.830,
1995-02,1.815,
1995-03,1.708,
1995-04,1.605,
1995-05,1.452,
1995-06,1.437,
1995-07,1.434,
1995-08,1.445,
1995-09,1.405,
1995-10,1.425,
1995-11,1.425,
1995-12,1.008,
1996-01,0.944,
1996-02,0.949,
1996-03,0.968,
1996-04,0.709,
1996-05,0.710,
1996-06,0.693,
1996-07,0.687,
1996-08,0.675,
1996-09,0.671,
1996-10,0.681,
1996-11,0.721,
1996-12,0.719,
1997-01,0.719,
1997-02,0.722,
1997-03,0.725,
1997-04,0.720,
1997-05,0.726,
1997-06,0.725,
1997-07,0.699,
1997-08,0.675,
1997-09,0.647,
1997-10,0.624,
1997-11,0.619,
1997-12,0.629,
1998-01,0.624,
1998-02,0.659,
1998-03,0.646,
1998-04,0.646,
1998-05,0.638,
1998-06,0.634,
1998-07,0.649,
1998-08,0.620,
1998-09,0.617,
1998-10,0.606,
1998-11,0.575,
1998-12,0.569,
1999-01,0.422,
1999-02,0.386,
1999-03,0.377,
1999-04,0.387,
1999-05,0.393,
1999-06,0.390,
1999-07,0.384,
1999-08,0.394,
1999-09,0.393,
1999-10,0.386,
1999-11,0.437,
1999-12,0.439,
2000-01,0.433,
2000-02,0.427,
2000-03,0.409,
2000-04,0.383,
2000-05,0.390,
2000-06,0.395,
2000-07,0.403,
2000-08,0.400,
2000-09,0.401,
2000-10,0.402,
2000-11,0.432,
2000-12,0.419,
2001-01,0.427,
2001-02,0.435,
2001-03,0.440,
2001-04,0.437,
2001-05,0.434,
2001-06,0.441,
2001-07,0.432,
2001-08,0.410,
2001-09,0.584,
2001-10,0.585,
2001-11,0.631,
2001-12,0.635,
2002-01,0.712,
2002-02,0.718,
2002-03,0.491,
2002-04,0.484,
2002-05,0.483,
2002-06,0.477,
2002-07,0.832,
2002-08,0.858,
2002-09,0.850,
2002-10,0.856,
2002-11,0.832,
2002-12,0.795,
2003-01,0.885,
2003-02,0.824,
2003-03,0.859,
2003-04,0.830,
2003-05,0.954,
2003-06,1.041,
2003-07,1.051,
2003-08,1.122,
2003-09,1.333,
2003-10,1.464,
2003-11,1.404,
2003-12,1.373,
2004-01,1.315,
2004-02,1.234,
2004-03,1.342,
2004-04,1.449,
2004-05,1.590,
2004-06,1.508,
2004-07,1.571,
2004-08,1.511,
2004-09,1.596,
2004-10,1.503,
