"",BBK01.OUB177,BBK01.OUB177_FLAGS
"",Time deposits of non-banks (non-MFIs) / for up and including 1 year / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:29,
1968-12,15.013,
1969-01,15.061,
1969-02,14.863,
1969-03,14.523,
1969-04,15.000,
1969-05,16.961,
1969-06,15.918,
1969-07,15.658,
1969-08,15.667,
1969-09,17.232,
1969-10,17.808,
1969-11,16.750,
1969-12,17.859,
1970-01,16.940,
1970-02,17.284,
1970-03,16.516,
1970-04,17.599,
1970-05,18.122,
1970-06,18.635,
1970-07,19.940,
1970-08,20.088,
1970-09,19.157,
1970-10,20.076,
1970-11,20.474,
1970-12,21.408,
1971-01,21.460,
1971-02,21.711,
1971-03,21.814,
1971-04,23.289,
1971-05,23.948,
1971-06,22.195,
1971-07,21.654,
1971-08,21.578,
1971-09,21.704,
1971-10,22.707,
1971-11,23.330,
1971-12,24.701,
1972-01,24.651,
1972-02,24.571,
1972-03,22.966,
1972-04,23.379,
1972-05,24.617,
1972-06,24.547,
1972-07,25.442,
1972-08,25.603,
1972-09,25.128,
1972-10,26.111,
1972-11,26.379,
1972-12,29.175,
1973-01,29.901,
1973-02,31.024,
1973-03,29.992,
1973-04,31.180,
1973-05,34.489,
1973-06,33.170,
1973-07,34.106,
1973-08,36.117,
1973-09,36.048,
1973-10,38.137,
1973-11,36.955,
1973-12,36.389,
1974-01,36.398,
1974-02,35.917,
1974-03,33.687,
1974-04,35.992,
1974-05,35.376,
1974-06,33.117,
1974-07,32.038,
1974-08,31.131,
1974-09,29.877,
1974-10,30.644,
1974-11,30.430,
1974-12,32.577,
1975-01,31.469,
1975-02,31.402,
1975-03,29.091,
1975-04,28.601,
1975-05,27.353,
1975-06,25.942,
1975-07,26.397,
1975-08,27.573,
1975-09,25.930,
1975-10,30.023,
1975-11,30.453,
1975-12,33.473,
1976-01,30.457,
1976-02,30.990,
1976-03,29.315,
1976-04,29.775,
1976-05,29.188,
1976-06,28.474,
1976-07,28.621,
1976-08,31.287,
1976-09,31.407,
1976-10,34.806,
