"",BBK01.OEAA29O,BBK01.OEAA29O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:36,
2002-01,15.551,
2002-04,16.368,
2002-07,16.374,
2002-10,16.119,
2003-01,15.846,
2003-04,15.063,
2003-07,13.853,
2003-10,14.133,
2004-01,14.096,
2004-04,14.162,
2004-07,14.162,
2004-10,13.775,
2005-01,15.188,
2005-04,15.187,
2005-07,15.268,
2005-10,15.152,
2006-01,15.125,
2006-04,15.165,
2006-07,15.231,
2006-10,15.327,
2007-01,15.310,
2007-04,15.238,
2007-07,15.240,
2007-10,15.065,
2008-01,15.036,
2008-04,15.063,
2008-07,14.854,
2008-10,14.842,
2009-01,14.671,
2009-04,14.861,
2009-07,14.875,
2009-10,14.969,
2010-01,14.861,
2010-04,14.892,
2010-07,15.183,
2010-10,15.172,
2011-01,14.876,
2011-04,14.922,
2011-07,15.028,
2011-10,15.093,
2012-01,15.103,
2012-04,15.767,
2012-07,15.826,
2012-10,15.887,
2013-01,15.764,
2013-04,15.725,
2013-07,16.059,
2013-10,16.047,
2014-01,16.097,
2014-04,16.091,
2014-07,16.119,
