"",BBK01.XS8883,BBK01.XS8883_FLAGS
"","Imports / Product Classification for Production Statistics from 2002 / 30-33 Computer, electronic and optical products / Seasonally adjusted",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-28 07:39:34,
1995-01,3.88,
1995-02,4.38,
1995-03,4.54,
1995-04,4.58,
1995-05,4.65,
1995-06,4.78,
1995-07,4.59,
1995-08,4.67,
1995-09,4.84,
1995-10,4.89,
1995-11,4.81,
1995-12,5.29,
1996-01,4.89,
1996-02,4.78,
1996-03,4.93,
1996-04,4.90,
1996-05,4.67,
1996-06,4.89,
1996-07,4.90,
1996-08,4.69,
1996-09,4.81,
1996-10,4.79,
1996-11,4.98,
1996-12,4.94,
1997-01,5.06,
1997-02,5.30,
1997-03,5.21,
1997-04,5.18,
1997-05,5.38,
1997-06,5.31,
1997-07,5.77,
1997-08,5.33,
1997-09,5.58,
1997-10,6.00,
1997-11,5.41,
1997-12,5.63,
1998-01,6.35,
1998-02,6.45,
1998-03,6.18,
1998-04,6.75,
1998-05,5.86,
1998-06,6.27,
1998-07,6.24,
1998-08,6.36,
1998-09,6.30,
1998-10,6.04,
1998-11,5.72,
1998-12,7.03,
1999-01,6.09,
1999-02,6.41,
1999-03,6.44,
1999-04,6.49,
1999-05,7.32,
1999-06,6.93,
1999-07,7.07,
1999-08,7.12,
1999-09,6.95,
1999-10,7.33,
1999-11,7.41,
1999-12,7.33,
2000-01,7.70,
2000-02,7.89,
2000-03,8.60,
2000-04,8.48,
2000-05,9.19,
2000-06,9.10,
2000-07,9.24,
2000-08,9.32,
2000-09,9.64,
2000-10,10.04,
2000-11,9.98,
2000-12,9.55,
2001-01,10.15,
2001-02,9.52,
2001-03,9.27,
2001-04,9.68,
2001-05,9.91,
2001-06,9.11,
2001-07,9.08,
2001-08,9.33,
2001-09,8.47,
2001-10,8.76,
2001-11,9.06,
2001-12,8.76,
2002-01,7.84,
2002-02,8.18,
2002-03,8.58,
2002-04,9.02,
2002-05,8.23,
2002-06,8.95,
2002-07,8.57,
2002-08,8.67,
2002-09,8.64,
2002-10,8.61,
2002-11,8.90,
2002-12,8.58,
2003-01,8.97,
2003-02,8.37,
2003-03,8.73,
2003-04,8.35,
2003-05,8.04,
2003-06,8.29,
2003-07,7.77,
2003-08,8.38,
2003-09,8.35,
2003-10,8.96,
2003-11,8.90,
2003-12,9.17,
2004-01,8.73,
2004-02,9.00,
2004-03,8.75,
2004-04,9.35,
2004-05,9.38,
2004-06,9.17,
2004-07,9.23,
2004-08,9.31,
2004-09,9.41,
2004-10,9.07,
2004-11,9.95,
2004-12,9.06,
2005-01,9.10,
2005-02,8.39,
2005-03,9.17,
2005-04,9.07,
2005-05,9.64,
2005-06,9.62,
2005-07,10.66,
2005-08,10.12,
2005-09,9.95,
2005-10,9.68,
2005-11,10.45,
2005-12,11.14,
2006-01,11.19,
2006-02,10.98,
2006-03,11.04,
2006-04,11.03,
2006-05,10.69,
2006-06,10.77,
2006-07,11.18,
2006-08,10.95,
2006-09,11.03,
2006-10,11.01,
2006-11,11.20,
2006-12,11.57,
2007-01,11.01,
2007-02,11.70,
2007-03,10.86,
2007-04,10.70,
2007-05,11.05,
2007-06,11.26,
2007-07,10.80,
2007-08,11.78,
2007-09,11.47,
2007-10,11.12,
2007-11,10.81,
2007-12,10.64,
2008-01,10.71,
2008-02,10.42,
2008-03,10.34,
2008-04,10.27,
2008-05,10.05,
2008-06,10.10,
2008-07,10.89,
2008-08,10.63,
2008-09,10.87,
2008-10,10.64,
2008-11,10.92,
2008-12,9.13,
