"",BBFB1.Q.N.DE.W1.S1.S1.T.L.FA.O.F.L._T._X.N,BBFB1.Q.N.DE.W1.S1.S1.T.L.FA.O.F.L._T._X.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Other investment / Long-term loans / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:40:09,
1991-01,667.641,
1991-04,-299.799,
1991-07,1049.051,
1991-10,1327.512,
1992-01,-127.121,
1992-04,-528.502,
1992-07,1072.145,
1992-10,1796.300,
1993-01,352.627,
1993-04,1043.264,
1993-07,1930.099,
1993-10,2724.109,
1994-01,-415.225,
1994-04,-1065.695,
1994-07,-871.163,
1994-10,550.810,
1995-01,145.480,
1995-04,-1640.168,
1995-07,358.075,
1995-10,2845.492,
1996-01,-2087.698,
1996-04,182.470,
1996-07,1461.253,
1996-10,2014.027,
1997-01,-1970.349,
1997-04,-443.019,
1997-07,-1416.470,
1997-10,431.280,
1998-01,-422.972,
1998-04,2432.130,
1998-07,3877.177,
1998-10,-1985.966,
1999-01,-275.122,
1999-04,332.516,
1999-07,-2049.302,
1999-10,-2460.535,
2000-01,1675.496,
2000-04,-719.107,
2000-07,1114.972,
2000-10,1626.856,
2001-01,5490.232,
2001-04,1796.276,
2001-07,1801.684,
2001-10,2473.206,
2002-01,2030.770,
2002-04,14.400,
2002-07,2313.180,
2002-10,830.008,
2003-01,-525.923,
2003-04,1200.919,
2003-07,1413.350,
2003-10,2423.481,
2004-01,2779.378,
2004-04,1514.631,
2004-07,-2174.353,
2004-10,1070.524,
2005-01,10478.053,
2005-04,1842.114,
2005-07,6679.286,
2005-10,2402.489,
2006-01,3811.085,
2006-04,7490.528,
2006-07,3735.168,
2006-10,17433.953,
2007-01,1783.335,
2007-04,1216.537,
2007-07,7817.609,
2007-10,7106.179,
2008-01,12381.962,
2008-04,1071.106,
2008-07,4742.387,
2008-10,8111.315,
2009-01,902.319,
2009-04,2466.320,
2009-07,-1422.344,
2009-10,-1174.398,
2010-01,-1339.005,
2010-04,-1591.061,
2010-07,-1485.819,
2010-10,-516.398,
2011-01,-3401.523,
2011-04,-4650.902,
2011-07,-605.133,
2011-10,1447.168,
2012-01,9260.566,
2012-04,9550.873,
2012-07,1483.973,
2012-10,8973.669,
2013-01,-2211.880,
2013-04,1035.916,
2013-07,-2514.367,
2013-10,-7857.530,
2014-01,-5902.537,Provisional value
2014-04,268.292,Provisional value
2014-07,-2831.080,Provisional value
2014-10,-2731.142,Provisional value
