"",BBK01.TS1388O,BBK01.TS1388O_FLAGS
"","Credit to financial corporations (from June 2010, excluding reverse repos with central counterparties) / Loans / All maturities / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:24,
2003-01,34.4,
2003-02,35.8,
2003-03,39.9,
2003-04,37.9,
2003-05,38.0,
2003-06,40.0,
2003-07,36.9,
2003-08,35.9,
2003-09,43.1,
2003-10,43.0,
2003-11,44.8,
2003-12,47.5,
2004-01,46.0,
2004-02,45.4,
2004-03,45.1,
2004-04,46.0,
2004-05,46.1,
2004-06,43.2,
2004-07,43.7,
2004-08,41.0,
2004-09,44.5,
2004-10,44.7,
2004-11,51.6,
2004-12,54.1,
2005-01,52.7,
2005-02,55.9,
2005-03,55.5,
2005-04,56.2,
2005-05,58.8,
2005-06,61.7,
2005-07,64.2,
2005-08,69.6,
2005-09,69.4,
2005-10,77.4,
2005-11,74.7,
2005-12,71.5,
2006-01,78.4,
2006-02,80.6,
2006-03,84.7,
2006-04,86.7,
2006-05,88.5,
2006-06,86.7,
2006-07,79.3,
2006-08,86.2,
2006-09,93.2,
2006-10,87.8,
2006-11,82.4,
2006-12,74.5,
2007-01,84.2,
2007-02,86.9,
2007-03,90.2,
2007-04,88.4,
2007-05,84.1,
2007-06,92.8,
2007-07,95.6,
2007-08,96.9,
2007-09,96.3,
2007-10,99.6,
2007-11,94.7,
2007-12,101.9,
2008-01,106.5,
2008-02,107.6,
2008-03,111.7,
2008-04,113.7,
2008-05,115.3,
2008-06,118.8,
2008-07,126.1,
2008-08,123.9,
2008-09,126.7,
2008-10,120.3,
2008-11,122.5,
2008-12,127.8,
2009-01,138.8,
2009-02,131.7,
2009-03,149.2,
2009-04,151.6,
2009-05,152.0,
2009-06,164.3,
2009-07,151.2,
2009-08,140.1,
2009-09,154.1,
2009-10,150.4,
2009-11,153.9,
2009-12,167.5,
2010-01,155.4,
2010-02,151.1,
2010-03,153.4,
2010-04,165.3,
2010-05,161.0,
2010-06,94.4,
2010-07,95.3,
2010-08,93.6,
2010-09,89.6,
2010-10,90.1,
2010-11,90.9,
2010-12,94.5,
2011-01,90.0,
2011-02,90.2,
2011-03,88.6,
2011-04,87.1,
2011-05,87.0,
2011-06,87.8,
2011-07,88.5,
2011-08,92.5,
2011-09,93.3,
2011-10,95.7,
2011-11,95.4,
2011-12,95.7,
2012-01,99.3,
2012-02,95.9,
2012-03,94.6,
2012-04,95.1,
2012-05,95.8,
2012-06,98.0,
2012-07,97.8,
2012-08,99.6,
2012-09,98.8,
2012-10,99.1,
2012-11,98.4,
2012-12,100.6,
2013-01,98.3,
2013-02,97.2,
2013-03,97.9,
2013-04,97.6,
2013-05,97.6,
2013-06,98.2,
2013-07,96.6,
2013-08,97.1,
2013-09,96.7,
2013-10,97.0,
2013-11,95.8,
2013-12,94.9,
2014-01,95.8,
2014-02,96.8,
2014-03,97.2,
2014-04,97.3,
2014-05,97.6,
2014-06,96.7,
2014-07,98.6,
2014-08,99.0,
2014-09,102.4,
2014-10,99.4,
2014-11,101.7,
2014-12,114.1,Provisional value
2015-01,116.1,
