"",BBK01.SU0420,BBK01.SU0420_FLAGS
"",Money market rates / EONIA SWAP INDEX one week / Monthly average,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 15:04:56,
2005-07,2.08,
2005-08,2.08,
2005-09,2.09,
2005-10,2.08,
2005-11,2.10,
2005-12,2.34,
2006-01,2.32,
2006-02,2.34,
2006-03,2.58,
2006-04,2.61,
2006-05,2.59,
2006-06,2.76,
2006-07,2.81,
2006-08,3.03,
2006-09,3.05,
2006-10,3.30,
2006-11,3.32,
2006-12,3.54,
2007-01,3.57,
2007-02,3.56,
2007-03,3.76,
2007-04,3.82,
2007-05,3.82,
2007-06,4.01,
2007-07,4.05,
2007-08,4.03,
2007-09,4.07,
2007-10,4.01,
2007-11,4.01,
2007-12,3.94,
2008-01,4.01,
2008-02,4.01,
2008-03,4.02,
2008-04,4.01,
2008-05,4.02,
2008-06,4.01,
2008-07,4.25,
2008-08,4.29,
2008-09,4.24,
2008-10,3.73,
2008-11,3.05,
2008-12,2.29,
2009-01,1.71,
2009-02,1.27,
2009-03,0.95,
2009-04,0.82,
2009-05,0.75,
2009-06,0.74,
2009-07,0.38,
2009-08,0.36,
2009-09,0.37,
2009-10,0.36,
2009-11,0.37,
2009-12,0.38,
2010-01,0.34,
2010-02,0.34,
2010-03,0.35,
2010-04,0.35,
2010-05,0.35,
2010-06,0.36,
2010-07,0.49,
2010-08,0.45,
2010-09,0.45,
2010-10,0.72,
2010-11,0.62,
2010-12,0.56,
2011-01,0.64,
2011-02,0.72,
2011-03,0.73,
2011-04,1.01,
2011-05,1.06,
2011-06,1.05,
2011-07,1.18,
2011-08,0.95,
2011-09,0.98,
2011-10,0.95,
2011-11,0.74,
2011-12,0.60,
2012-01,0.38,
2012-02,0.37,
2012-03,0.36,
2012-04,0.35,
2012-05,0.34,
2012-06,0.33,
2012-07,0.15,
2012-08,0.11,
2012-09,0.10,
2012-10,0.09,
2012-11,0.08,
2012-12,0.07,
2013-01,0.07,
2013-02,0.08,
2013-03,0.07,
2013-04,0.08,
2013-05,0.08,
2013-06,0.09,
2013-07,0.09,
2013-08,0.09,
2013-09,0.08,
2013-10,0.09,
2013-11,0.11,
2013-12,0.16,
2014-01,0.18,
2014-02,0.18,
2014-03,0.18,
2014-04,0.23,
2014-05,0.23,
2014-06,0.07,
"",General: EONIA Swap Index published rate from 20 June 2005 to 30 June 2014 on every Target-Day by Reuters at 11 a.m. CET as a reference rate for euro-money market-derivates. As a Spot-figure (T+2) it is calculated according to the act/360 method. Monthly averages are Bundesbank calculations. Data become fee liable from 1 January 2014 and therefore will be published with the delay of one working day.,
