"",BBK01.OEAH57O,BBK01.OEAH57O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:28:08,
2002-01,12.125,
2002-04,11.532,
2002-07,11.468,
2002-10,9.935,
2003-01,9.268,
2003-04,8.913,
2003-07,8.413,
2003-10,7.034,
2004-01,6.607,
2004-04,6.085,
2004-07,5.995,
2004-10,6.321,
2005-01,63.928,
2005-04,64.151,
2005-07,64.065,
2005-10,64.817,
2006-01,64.920,
2006-04,64.974,
2006-07,64.438,
2006-10,65.074,
2007-01,64.911,
2007-04,65.367,
2007-07,65.355,
2007-10,66.354,
2008-01,66.357,
2008-04,66.448,
2008-07,66.229,
2008-10,68.782,
2009-01,69.428,
2009-04,69.786,
2009-07,69.902,
2009-10,71.118,
2010-01,71.975,
2010-04,72.371,
2010-07,74.577,
2010-10,74.879,
2011-01,75.046,
2011-04,75.289,
2011-07,74.904,
2011-10,75.557,
2012-01,75.799,
2012-04,75.720,
2012-07,75.669,
2012-10,76.228,
2013-01,75.845,
2013-04,76.031,
2013-07,75.544,
2013-10,76.633,
2014-01,76.849,
2014-04,77.154,
2014-07,77.410,
