"",BBK01.CEB00C,BBK01.CEB00C_FLAGS
"",Financial assets debtor: All sectors                    creditor: General government,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:13:48,
1991-01,451.6,
1991-04,463.8,
1991-07,459.7,
1991-10,474.7,
1992-01,476.2,
1992-04,477.1,
1992-07,473.0,
1992-10,451.9,
1993-01,454.4,
1993-04,471.2,
1993-07,474.9,
1993-10,495.9,
1994-01,507.1,
1994-04,505.7,
1994-07,498.1,
1994-10,512.3,
1995-01,512.0,
1995-04,523.6,
1995-07,511.0,
1995-10,518.5,
1996-01,513.9,
1996-04,514.1,
1996-07,516.1,
1996-10,528.9,
1997-01,532.7,
1997-04,538.2,
1997-07,532.8,
1997-10,571.9,
1998-01,569.6,
1998-04,577.6,
1998-07,540.9,
1998-10,537.7,
1999-01,528.8,
1999-04,524.0,
1999-07,511.6,
1999-10,561.2,
2000-01,565.0,
2000-04,572.6,
2000-07,621.7,
2000-10,569.3,
2001-01,535.9,
2001-04,533.7,
2001-07,520.3,
2001-10,520.9,
2002-01,520.0,
2002-04,511.6,
2002-07,506.5,
2002-10,490.3,
2003-01,494.2,
2003-04,492.8,
2003-07,481.9,
2003-10,501.6,
2004-01,517.5,
2004-04,514.7,
2004-07,503.9,
2004-10,494.9,
2005-01,502.9,
2005-04,503.9,
2005-07,513.2,
2005-10,507.6,
2006-01,508.0,
2006-04,514.2,
2006-07,516.6,
2006-10,524.0,
2007-01,520.2,
2007-04,554.2,
2007-07,524.0,
2007-10,576.7,
2008-01,583.0,
2008-04,631.6,
2008-07,627.0,
2008-10,642.3,
2009-01,657.0,
2009-04,718.8,
2009-07,703.2,
2009-10,692.1,
2010-01,697.6,
2010-04,743.8,
2010-07,731.1,
2010-10,934.5,
2011-01,931.2,
2011-04,953.4,
2011-07,953.0,
2011-10,937.6,
2012-01,970.3,
2012-04,1036.3,
2012-07,1045.9,
2012-10,1038.4,
2013-01,1029.9,
2013-04,1035.5,
2013-07,1011.5,
2013-10,1038.8,
2014-01,1031.4,
