"",BBK01.OUA375,BBK01.OUA375_FLAGS
"",Lending to the foreign general government / Total / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:36,
1999-01,130.018,
1999-02,130.174,
1999-03,137.136,
1999-04,143.998,
1999-05,148.651,
1999-06,149.584,
1999-07,151.006,
1999-08,153.724,
1999-09,156.957,
1999-10,161.463,
1999-11,162.245,
1999-12,164.508,
2000-01,168.775,
2000-02,171.241,
2000-03,173.921,
2000-04,173.739,
2000-05,173.571,
2000-06,170.806,
2000-07,168.282,
2000-08,167.843,
2000-09,171.932,
2000-10,171.092,
2000-11,169.641,
2000-12,166.815,
2001-01,170.612,
2001-02,171.333,
2001-03,170.217,
2001-04,172.284,
2001-05,177.784,
2001-06,174.418,
2001-07,171.721,
2001-08,176.502,
2001-09,173.018,
2001-10,172.594,
2001-11,170.574,
2001-12,174.676,
2002-01,175.325,
2002-02,177.386,
2002-03,180.215,
2002-04,178.617,
2002-05,180.482,
2002-06,179.378,
2002-07,183.987,
2002-08,186.686,
2002-09,189.904,
2002-10,185.580,
2002-11,185.910,
2002-12,178.047,
2003-01,179.608,
2003-02,177.240,
2003-03,172.864,
2003-04,169.547,
2003-05,168.356,
2003-06,170.075,
2003-07,166.631,
2003-08,160.643,
2003-09,168.787,
2003-10,171.695,
2003-11,171.338,
2003-12,173.438,
2004-01,177.453,
2004-02,180.165,
2004-03,189.331,
2004-04,191.572,
2004-05,192.274,
2004-06,193.738,
2004-07,197.300,
2004-08,200.108,
2004-09,197.249,
2004-10,203.840,
2004-11,199.871,
2004-12,199.697,
2005-01,207.196,
2005-02,210.862,
2005-03,215.380,
2005-04,230.287,
2005-05,225.367,
2005-06,223.103,
2005-07,220.303,
2005-08,220.690,
2005-09,218.759,
2005-10,217.021,
2005-11,223.684,
2005-12,224.773,
2006-01,229.611,
2006-02,224.031,
2006-03,223.253,
2006-04,221.710,
2006-05,221.624,
2006-06,221.114,
2006-07,218.464,
2006-08,215.716,
2006-09,213.475,
2006-10,213.360,
2006-11,211.543,
2006-12,207.327,
2007-01,213.908,
2007-02,212.035,
2007-03,211.441,
2007-04,208.509,
2007-05,213.003,
2007-06,210.340,
2007-07,204.662,
2007-08,199.341,
2007-09,194.949,
2007-10,194.523,
2007-11,189.176,
2007-12,190.231,
2008-01,195.759,
2008-02,197.902,
2008-03,196.854,
2008-04,195.421,
2008-05,192.533,
2008-06,195.560,
2008-07,191.955,
2008-08,190.958,
2008-09,188.839,
2008-10,189.251,
2008-11,190.277,
2008-12,180.178,
2009-01,180.972,
2009-02,181.327,
2009-03,178.947,
2009-04,177.280,
2009-05,179.197,
2009-06,175.337,
2009-07,177.448,
2009-08,165.716,
2009-09,166.719,
2009-10,168.377,
2009-11,167.336,
2009-12,167.790,
2010-01,172.297,
2010-02,174.849,
2010-03,173.506,
2010-04,172.815,
2010-05,171.789,
2010-06,173.183,
2010-07,174.465,
2010-08,175.479,
2010-09,179.334,
2010-10,180.336,
2010-11,175.628,
2010-12,170.833,
2011-01,177.516,
2011-02,176.507,
2011-03,174.953,
2011-04,174.626,
2011-05,176.446,
2011-06,174.591,
2011-07,179.688,
2011-08,178.215,
2011-09,176.104,
2011-10,174.502,
2011-11,167.164,
2011-12,163.267,
2012-01,162.194,
2012-02,162.539,
2012-03,161.658,
2012-04,159.243,
2012-05,161.642,
2012-06,160.590,
2012-07,157.113,
2012-08,157.653,
2012-09,159.115,
2012-10,161.178,
2012-11,159.865,
2012-12,159.417,
2013-01,161.499,
2013-02,158.321,
2013-03,156.553,
2013-04,157.626,
2013-05,162.295,
2013-06,161.044,
2013-07,162.405,
2013-08,165.386,
2013-09,161.070,
2013-10,161.898,
2013-11,162.716,
2013-12,158.558,
2014-01,160.512,
2014-02,164.203,
2014-03,165.123,
2014-04,165.952,
2014-05,166.276,
2014-06,166.314,
2014-07,169.455,
2014-08,169.118,
2014-09,173.641,
2014-10,175.688,
2014-11,178.698,
2014-12,183.360,Provisional value
