"",BBK01.OU0117,BBK01.OU0117_FLAGS
"",Loans to domestic non-banks (non-MFIs) / Total / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:52:18,
1948-12,1.545,
1949-01,1.821,
1949-02,2.011,
1949-03,2.129,
1949-04,2.306,
1949-05,2.466,
1949-06,2.749,
1949-07,2.978,
1949-08,3.364,
1949-09,3.674,
1949-10,4.144,
1949-11,4.518,
1949-12,4.671,
1950-01,4.929,
1950-02,5.208,
1950-03,5.439,
1950-04,5.578,
1950-05,5.704,
1950-06,6.064,
1950-07,6.280,
1950-08,6.600,
1950-09,7.108,
1950-10,7.585,
1950-11,7.902,
1950-12,7.980,
1951-01,8.168,
1951-02,8.391,
1951-03,8.313,
1951-04,8.324,
1951-05,8.489,
1951-06,8.669,
1951-07,8.825,
1951-08,9.050,
1951-09,9.442,
1951-10,9.395,
1951-11,9.770,
1951-12,10.028,
1952-01,10.395,
1952-02,10.677,
1952-03,10.829,
1952-04,10.872,
1952-05,11.023,
1952-06,11.216,
1952-07,11.367,
1952-08,11.642,
1952-09,12.011,
1952-10,12.367,
1952-11,12.747,
1952-12,13.100,
1953-01,13.563,
1953-02,13.842,
1953-03,14.018,
1953-04,14.326,
1953-05,14.636,
1953-06,14.910,
1953-07,15.208,
1953-08,15.658,
1953-09,16.288,
1953-10,16.639,
1953-11,17.038,
1953-12,17.259,
1954-01,17.710,
1954-02,18.091,
1954-03,18.419,
1954-04,18.599,
1954-05,18.864,
1954-06,19.151,
1954-07,19.404,
1954-08,19.663,
1954-09,20.124,
1954-10,20.517,
1954-11,20.910,
1954-12,21.433,
1955-01,22.023,
1955-02,22.258,
1955-03,22.530,
1955-04,22.816,
1955-05,23.210,
1955-06,23.697,
1955-07,24.168,
1955-08,24.493,
1955-09,25.121,
1955-10,25.516,
1955-11,25.985,
1955-12,26.276,
1956-01,26.914,
1956-02,27.292,
1956-03,27.609,
1956-04,27.847,
1956-05,28.068,
1956-06,28.484,
1956-07,28.684,
1956-08,28.906,
1956-09,29.479,
1956-10,29.689,
1956-11,30.089,
1956-12,30.229,
1957-01,30.527,
1957-02,30.871,
1957-03,31.060,
1957-04,31.112,
1957-05,31.367,
1957-06,31.927,
1957-07,31.890,
1957-08,32.290,
1957-09,32.950,
1957-10,33.175,
1957-11,33.618,
1957-12,33.936,
1958-01,34.372,
1958-02,34.883,
1958-03,35.134,
1958-04,35.310,
1958-05,35.664,
1958-06,36.373,
1958-07,36.545,
1958-08,37.000,
1958-09,37.532,
1958-10,38.028,
1958-11,38.682,
1958-12,38.984,
1959-01,39.682,
1959-02,40.181,
1959-03,40.465,
1959-04,40.698,
1959-05,41.343,
1959-06,41.932,
1959-07,42.790,
1959-08,43.426,
1959-09,44.379,
1959-10,44.912,
1959-11,45.681,
1959-12,47.017,
1960-01,47.697,
1960-02,48.358,
1960-03,48.889,
1960-04,49.442,
1960-05,50.056,
1960-06,51.036,
1960-07,51.336,
1960-08,51.846,
1960-09,52.830,
1960-10,53.390,
1960-11,54.054,
1960-12,61.696,
1961-01,62.398,
1961-02,63.306,
1961-03,64.214,
1961-04,64.988,
1961-05,65.562,
1961-06,66.984,
1961-07,67.453,
1961-08,68.231,
1961-09,69.319,
1961-10,69.750,
1961-11,70.702,
1961-12,71.642,
1962-01,72.131,
1962-02,72.896,
1962-03,73.852,
1962-04,74.314,
1962-05,75.143,
1962-06,76.763,
1962-07,77.208,
1962-08,78.026,
1962-09,79.351,
1962-10,79.919,
1962-11,81.088,
1962-12,81.987,
1963-01,82.616,
1963-02,83.536,
1963-03,84.498,
1963-04,84.885,
1963-05,85.749,
1963-06,87.525,
1963-07,87.809,
1963-08,89.047,
1963-09,90.362,
1963-10,91.110,
1963-11,92.446,
1963-12,93.327,
1964-01,94.252,
1964-02,94.095,
1964-03,95.233,
1964-04,95.938,
1964-05,97.155,
1964-06,98.654,
1964-07,99.404,
1964-08,100.361,
1964-09,102.099,
1964-10,103.081,
1964-11,104.322,
1964-12,105.735,
1965-01,106.590,
1965-02,107.480,
1965-03,108.817,
1965-04,109.753,
1965-05,110.984,
1965-06,112.791,
1965-07,113.685,
1965-08,114.786,
1965-09,116.571,
1965-10,117.445,
1965-11,118.539,
1965-12,120.007,
1966-01,120.247,
1966-02,121.548,
1966-03,122.991,
1966-04,124.020,
1966-05,125.193,
1966-06,127.065,
1966-07,127.505,
1966-08,128.145,
1966-09,129.697,
1966-10,130.305,
1966-11,131.148,
1966-12,131.811,
1967-01,131.890,
1967-02,133.046,
1967-03,133.958,
1967-04,134.523,
1967-05,135.243,
1967-06,136.603,
1967-07,136.768,
1967-08,137.647,
1967-09,139.121,
1967-10,139.668,
1967-11,141.088,
1967-12,142.871,
1968-01,142.784,
1968-02,144.414,
1968-03,146.426,
1968-04,147.001,
1968-05,148.412,
1968-06,150.883,
1968-07,150.907,
1968-08,152.825,
1968-09,154.965,
1968-10,156.633,
1968-11,158.066,
1968-12,159.972,
1969-01,161.012,
1969-02,163.864,
1969-03,165.521,
1969-04,166.732,
1969-05,168.068,
1969-06,171.099,
1969-07,172.091,
1969-08,174.588,
1969-09,176.519,
1969-10,178.525,
1969-11,182.236,
1969-12,186.029,
1970-01,187.666,
1970-02,189.765,
1970-03,191.912,
1970-04,193.077,
1970-05,195.211,
1970-06,198.391,
1970-07,199.687,
1970-08,201.656,
1970-09,204.066,
1970-10,205.308,
1970-11,207.815,
1970-12,210.959,
1971-01,212.166,
1971-02,214.353,
1971-03,216.696,
1971-04,218.299,
1971-05,220.625,
1971-06,224.601,
1971-07,226.531,
1971-08,229.785,
1971-09,234.249,
1971-10,236.991,
1971-11,240.286,
1971-12,245.328,
1972-01,246.737,
1972-02,249.533,
1972-03,253.311,
1972-04,256.687,
1972-05,259.630,
1972-06,264.855,
1972-07,266.733,
1972-08,269.313,
1972-09,274.835,
1972-10,277.584,
1972-11,282.528,
1972-12,290.784,
1973-01,293.038,
1973-02,299.535,
1973-03,304.051,
1973-04,307.194,
1973-05,310.058,
1973-06,315.609,
1973-07,315.990,
1973-08,318.348,
1973-09,322.351,
1973-10,323.599,
1973-11,326.494,
1973-12,332.430,
1974-01,332.301,
1974-02,334.114,
1974-03,335.870,
1974-04,336.764,
1974-05,337.980,
1974-06,343.706,
1974-07,344.134,
1974-08,346.461,
1974-09,349.395,
1974-10,349.854,
1974-11,352.873,
1974-12,356.367,
1975-01,355.153,
1975-02,356.184,
1975-03,359.042,
1975-04,358.743,
1975-05,361.799,
1975-06,365.974,
1975-07,365.491,
1975-08,369.733,
1975-09,373.568,
1975-10,379.060,
1975-11,384.654,
1975-12,391.315,
1976-01,391.841,
1976-02,395.032,
1976-03,398.177,
1976-04,401.157,
1976-05,403.159,
1976-06,409.236,
1976-07,411.394,
1976-08,415.990,
1976-09,421.112,
1976-10,424.190,
1976-11,429.007,
1976-12,435.511,
1977-01,434.137,
1977-02,436.453,
1977-03,440.356,
1977-04,443.246,
1977-05,444.936,
1977-06,451.024,
1977-07,453.649,
1977-08,455.757,
1977-09,460.723,
1977-10,464.757,
1977-11,469.863,
1977-12,477.487,
1978-01,476.198,
1978-02,480.011,
1978-03,484.348,
1978-04,486.853,
1978-05,490.764,
1978-06,498.136,
1978-07,501.821,
1978-08,507.745,
1978-09,515.400,
1978-10,518.534,
1978-11,527.138,
1978-12,537.130,
1979-01,535.092,
1979-02,541.953,
1979-03,548.512,
1979-04,552.991,
1979-05,559.007,
1979-06,568.885,
1979-07,572.669,
1979-08,576.995,
1979-09,583.765,
1979-10,586.673,
1979-11,595.868,
1979-12,608.443,
1980-01,604.662,
1980-02,609.700,
1980-03,614.390,
1980-04,619.375,
1980-05,624.462,
1980-06,631.690,
1980-07,633.522,
1980-08,635.515,
1980-09,642.027,
1980-10,646.913,
1980-11,656.704,
1980-12,668.726,
1981-01,668.287,
1981-02,674.121,
1981-03,678.578,
1981-04,682.255,
1981-05,684.800,
1981-06,695.522,
1981-07,696.954,
1981-08,701.579,
1981-09,708.252,
1981-10,713.067,
1981-11,718.293,
1981-12,730.467,
1982-01,730.155,
1982-02,730.587,
1982-03,733.666,
1982-04,736.114,
1982-05,737.062,
1982-06,743.662,
1982-07,745.914,
1982-08,747.332,
1982-09,753.766,
1982-10,758.784,
1982-11,761.226,
1982-12,775.032,
1983-01,770.237,
1983-02,771.747,
1983-03,773.951,
1983-04,776.474,
1983-05,779.018,
1983-06,789.420,
1983-07,790.455,
1983-08,793.177,
1983-09,801.086,
1983-10,805.315,
1983-11,810.676,
1983-12,824.853,
1984-01,818.581,
1984-02,820.729,
1984-03,823.473,
1984-04,826.778,
1984-05,830.079,
1984-06,838.197,
1984-07,839.591,
1984-08,843.474,
1984-09,852.154,
1984-10,855.057,
1984-11,861.180,
1984-12,873.101,
1985-01,867.906,
1985-02,872.048,
1985-03,876.729,
1985-04,877.769,
1985-05,880.415,
1985-06,888.440,
1985-07,887.132,
1985-08,889.416,
1985-09,894.498,
1985-10,898.439,
1985-11,903.927,
1985-12,927.478,
1986-01,921.578,
1986-02,924.141,
1986-03,926.614,
1986-04,927.201,
1986-05,929.865,
1986-06,938.019,
1986-07,938.565,
1986-08,941.714,
1986-09,944.890,
1986-10,945.617,
1986-11,949.515,
1986-12,960.987,
1987-01,955.165,
1987-02,954.341,
1987-03,955.758,
1987-04,957.736,
1987-05,959.764,
1987-06,966.449,
1987-07,968.750,
1987-08,971.852,
1987-09,979.146,
1987-10,983.963,
1987-11,988.564,
1987-12,996.679,
1988-01,995.575,
1988-02,998.598,
1988-03,1002.911,
1988-04,1004.114,
1988-05,1006.681,
1988-06,1017.677,
1988-07,1019.945,
1988-08,1023.349,
1988-09,1031.598,
1988-10,1035.289,
1988-11,1040.804,
1988-12,1054.340,
1989-01,1052.835,
1989-02,1056.975,
1989-03,1059.395,
1989-04,1062.644,
1989-05,1066.461,
1989-06,1076.019,
1989-07,1078.189,
1989-08,1081.142,
1989-09,1090.872,
1989-10,1095.432,
1989-11,1104.046,
1989-12,1119.443,
1990-01,1121.087,
1990-02,1126.652,
1990-03,1131.403,
1990-04,1135.852,
1990-05,1138.689,
1990-06,1239.233,
1990-07,1241.504,
1990-08,1248.212,
1990-09,1263.453,
1990-10,1271.391,
1990-11,1279.120,
1990-12,1302.201,
1991-01,1306.990,
1991-02,1309.664,
1991-03,1321.851,
1991-04,1329.476,
1991-05,1339.125,
1991-06,1355.249,
1991-07,1364.529,
1991-08,1370.301,
1991-09,1382.028,
1991-10,1395.049,
1991-11,1410.598,
1991-12,1438.689,
1992-01,1443.019,
1992-02,1449.022,
1992-03,1458.795,
1992-04,1473.707,
1992-05,1478.398,
1992-06,1495.494,
1992-07,1503.165,
1992-08,1509.229,
1992-09,1519.877,
1992-10,1534.063,
1992-11,1547.701,
1992-12,1551.736,
1993-01,1548.882,
1993-02,1556.373,
1993-03,1565.295,
1993-04,1572.446,
1993-05,1580.761,
1993-06,1594.569,
1993-07,1604.905,
1993-08,1611.257,
1993-09,1626.482,
1993-10,1639.668,
1993-11,1650.657,
1993-12,1682.944,
1994-01,1682.780,
1994-02,1687.489,
1994-03,1695.264,
1994-04,1699.267,
1994-05,1704.290,
1994-06,1721.203,
1994-07,1729.120,
1994-08,1735.383,
1994-09,1749.258,
1994-10,1759.545,
1994-11,1779.169,
1994-12,1790.943,
1995-01,1790.602,
1995-02,1797.966,
1995-03,1809.618,
1995-04,1819.675,
1995-05,1829.835,
1995-06,1845.584,
1995-07,1858.672,
1995-08,1868.029,
1995-09,1881.714,
1995-10,1896.109,
1995-11,1917.223,
1995-12,1943.907,
1996-01,1948.728,
1996-02,1958.943,
1996-03,1970.690,
1996-04,1980.984,
1996-05,1987.745,
1996-06,1990.789,
1996-07,1997.397,
1996-08,2005.375,
1996-09,2018.828,
1996-10,2036.361,
1996-11,2059.997,
1996-12,2095.214,
1997-01,2088.116,
1997-02,2099.964,
1997-03,2110.782,
1997-04,2115.393,
1997-05,2125.803,
1997-06,2133.854,
1997-07,2146.244,
1997-08,2156.764,
1997-09,2170.738,
1997-10,2187.491,
1997-11,2205.627,
1997-12,2226.130,
1998-01,2220.948,
1998-02,2235.389,
1998-03,2240.033,
1998-04,2251.936,
1998-05,2254.744,
1998-06,2263.009,
1998-07,2274.386,
1998-08,2284.135,
1998-09,2298.472,
1998-10,2310.605,
1998-11,2325.404,
1998-12,2372.266,
1999-01,2449.311,
1999-02,2460.733,
1999-03,2464.083,
1999-04,2468.609,
1999-05,2475.321,
1999-06,2497.563,
1999-07,2501.964,
1999-08,2507.593,
1999-09,2521.920,
1999-10,2540.753,
1999-11,2557.171,
1999-12,2569.562,
2000-01,2576.494,
2000-02,2580.096,
2000-03,2593.165,
2000-04,2605.495,
2000-05,2613.760,
2000-06,2617.209,
2000-07,2618.877,
2000-08,2626.165,
2000-09,2634.343,
2000-10,2643.429,
2000-11,2651.127,
2000-12,2657.273,
2001-01,2664.698,
2001-02,2674.018,
2001-03,2680.200,
2001-04,2673.073,
2001-05,2679.830,
2001-06,2676.080,
2001-07,2671.146,
2001-08,2670.987,
2001-09,2679.624,
2001-10,2681.614,
2001-11,2698.499,
2001-12,2699.383,
2002-01,2690.238,
2002-02,2689.581,
2002-03,2689.887,
2002-04,2687.366,
2002-05,2682.776,
2002-06,2678.780,
2002-07,2685.259,
2002-08,2675.627,
2002-09,2683.212,
2002-10,2684.621,
2002-11,2683.340,
2002-12,2684.982,
2003-01,2686.856,
2003-02,2682.572,
2003-03,2677.529,
2003-04,2676.447,
2003-05,2667.792,
2003-06,2670.243,
2003-07,2671.802,
2003-08,2667.876,
2003-09,2676.295,
2003-10,2675.434,
2003-11,2685.542,
2003-12,2676.959,
2004-01,2666.954,
2004-02,2658.810,
2004-03,2670.428,
2004-04,2664.312,
2004-05,2657.811,
2004-06,2652.450,
2004-07,2656.406,
2004-08,2648.588,
2004-09,2652.336,
2004-10,2654.761,
2004-11,2657.448,
2004-12,2644.034,
2005-01,2641.643,
2005-02,2639.522,
2005-03,2634.727,
2005-04,2637.797,
2005-05,2639.844,
2005-06,2636.670,
2005-07,2640.876,
2005-08,2639.834,
2005-09,2646.638,
2005-10,2655.274,
2005-11,2644.916,
2005-12,2632.667,
2006-01,2659.084,
2006-02,2654.489,
2006-03,2657.568,
2006-04,2665.595,
2006-05,2657.289,
2006-06,2654.020,
2006-07,2651.054,
2006-08,2650.123,
2006-09,2666.667,
2006-10,2662.932,
2006-11,2659.649,
2006-12,2630.305,
2007-01,2639.995,
2007-02,2639.281,
2007-03,2638.799,
2007-04,2635.850,
2007-05,2630.025,
2007-06,2632.399,
2007-07,2642.218,
2007-08,2641.585,
2007-09,2643.239,
2007-10,2641.512,
2007-11,2641.018,
2007-12,2647.893,
2008-01,2652.915,
2008-02,2658.560,
2008-03,2666.039,
2008-04,2677.911,
2008-05,2676.198,
2008-06,2681.920,
2008-07,2690.153,
2008-08,2692.070,
2008-09,2698.576,
2008-10,2703.379,
2008-11,2705.531,
2008-12,2698.879,
2009-01,2718.861,
2009-02,2709.810,
2009-03,2720.608,
2009-04,2725.086,
2009-05,2720.522,
2009-06,2724.031,
2009-07,2720.136,
2009-08,2703.770,
2009-09,2714.771,
2009-10,2716.466,
2009-11,2712.751,
2009-12,2691.790,
2010-01,2691.316,
2010-02,2684.829,
2010-03,2681.679,
2010-04,2697.226,
2010-05,2707.758,
2010-06,2716.488,
2010-07,2708.645,
2010-08,2717.477,
2010-09,2699.881,
2010-10,2710.749,
2010-11,2815.921,
2010-12,2770.433,
2011-01,2777.725,
2011-02,2786.885,
2011-03,2757.524,
2011-04,2748.726,
2011-05,2753.804,
2011-06,2748.918,
2011-07,2753.096,
2011-08,2768.015,
2011-09,2778.269,
2011-10,2806.067,
2011-11,2807.645,
2011-12,2774.623,
2012-01,2799.950,
2012-02,2797.694,
2012-03,2787.087,
2012-04,2795.622,
2012-05,2793.397,
2012-06,2802.110,
2012-07,2833.757,
2012-08,2824.076,
2012-09,2817.878,
2012-10,2837.450,
2012-11,2825.249,
2012-12,2785.490,
2013-01,2805.953,
2013-02,2804.407,
2013-03,2795.722,
2013-04,2801.383,
2013-05,2795.789,
2013-06,2806.001,
2013-07,2796.734,
2013-08,2691.923,
2013-09,2691.933,
2013-10,2698.420,
2013-11,2698.312,
2013-12,2692.633,
2014-01,2696.323,
2014-02,2695.304,
2014-03,2692.542,
2014-04,2696.103,
2014-05,2702.670,
2014-06,2696.996,
2014-07,2699.199,
2014-08,2699.478,
2014-09,2707.107,
2014-10,2711.791,
2014-11,2719.719,
2014-12,2712.157,Provisional value
