"",BBNZ1.Q.DE.N.G.0000.A,BBNZ1.Q.DE.N.G.0000.A_FLAGS
"",Germany / National accounts / Overall economy / GDP / At current prices,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-24 08:20:20,
1991-01,373.120,
1991-04,390.910,
1991-07,398.460,
1991-10,417.310,
1992-01,406.530,
1992-04,416.100,
1992-07,429.320,
1992-10,443.370,
1993-01,416.060,
1993-04,431.990,
1993-07,444.090,
1993-10,456.410,
1994-01,438.280,
1994-04,450.000,
1994-07,463.060,
1994-10,478.950,
1995-01,455.530,
1995-04,469.600,
1995-07,481.020,
1995-10,491.910,
1996-01,461.240,
1996-04,474.740,
1996-07,489.500,
1996-10,499.230,
1997-01,465.190,
1997-04,489.640,
1997-07,499.770,
1997-10,510.050,
1998-01,485.700,
1998-04,496.510,
1998-07,511.940,
1998-10,521.100,
1999-01,494.480,
1999-04,506.910,
1999-07,523.900,
1999-10,536.520,
2000-01,514.750,
2000-04,523.160,
2000-07,535.390,
2000-10,540.200,
2001-01,529.850,
2001-04,536.940,
2001-07,550.820,
2001-10,559.200,
2002-01,533.230,
2002-04,544.580,
2002-07,564.380,
2002-10,564.090,
2003-01,537.260,
2003-04,544.890,
2003-07,567.500,
2003-10,567.400,
2004-01,551.960,
2004-04,561.660,
2004-07,576.130,
2004-10,577.830,
2005-01,552.550,
2005-04,571.700,
2005-07,586.600,
2005-10,586.970,
2006-01,577.300,
2006-04,587.700,
2006-07,608.720,
2006-10,616.480,
2007-01,611.550,
2007-04,617.260,
2007-07,639.970,
2007-10,641.330,
2008-01,630.120,
2008-04,642.210,
2008-07,651.200,
2008-10,634.490,
2009-01,597.160,
2009-04,600.920,
2009-07,626.860,
2009-10,631.720,
2010-01,619.110,
2010-04,633.320,
2010-07,659.630,
2010-10,664.160,
2011-01,661.860,
2011-04,664.750,
2011-07,688.240,
2011-10,684.250,
2012-01,680.680,
2012-04,675.680,
2012-07,699.390,
2012-10,694.150,
2013-01,682.420,
2013-04,694.310,
2013-07,718.470,
2013-10,714.280,
2014-01,713.450,
2014-04,713.950,
2014-07,739.310,
2014-10,737.080,
