"",BBK01.OUN076,BBK01.OUN076_FLAGS
"",Securities portfolios / Bonds and debt securities / Total / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:48:31,
1965-01,0.237,
1965-02,0.252,
1965-03,0.267,
1965-04,0.279,
1965-05,0.342,
1965-06,0.312,
1965-07,0.311,
1965-08,0.311,
1965-09,0.312,
1965-10,0.314,
1965-11,0.307,
1965-12,0.299,
1966-01,0.282,
1966-02,0.281,
1966-03,0.336,
1966-04,0.346,
1966-05,0.330,
1966-06,0.334,
1966-07,0.366,
1966-08,0.376,
1966-09,0.354,
1966-10,0.368,
1966-11,0.364,
1966-12,0.314,
1967-01,0.409,
1967-02,0.411,
1967-03,0.403,
1967-04,0.364,
1967-05,0.369,
1967-06,0.380,
1967-07,0.415,
1967-08,0.449,
1967-09,0.431,
1967-10,0.422,
1967-11,0.394,
1967-12,0.342,
1968-01,0.455,
1968-02,0.518,
1968-03,0.432,
1968-04,0.444,
1968-05,0.426,
1968-06,0.444,
1968-07,0.467,
1968-08,0.484,
1968-09,0.484,
1968-10,0.486,
1968-11,0.461,
1968-12,0.512,
1969-01,0.620,
1969-02,0.667,
1969-03,0.713,
1969-04,0.698,
1969-05,0.712,
1969-06,0.755,
1969-07,0.747,
1969-08,0.768,
1969-09,0.809,
1969-10,0.890,
1969-11,0.890,
1969-12,0.845,
1970-01,0.905,
1970-02,0.875,
1970-03,0.865,
1970-04,0.902,
1970-05,0.904,
1970-06,0.859,
1970-07,0.858,
1970-08,0.836,
1970-09,0.789,
1970-10,0.803,
1970-11,0.721,
1970-12,0.787,
1971-01,0.713,
1971-02,0.722,
1971-03,0.684,
1971-04,0.707,
1971-05,0.707,
1971-06,0.701,
1971-07,0.715,
1971-08,0.733,
1971-09,0.721,
1971-10,0.736,
1971-11,0.781,
1971-12,0.787,
1972-01,0.889,
1972-02,0.973,
1972-03,0.933,
1972-04,0.910,
1972-05,0.942,
1972-06,0.859,
1972-07,0.859,
1972-08,0.865,
1972-09,0.873,
1972-10,0.907,
1972-11,0.956,
1972-12,0.992,
1973-01,0.925,
1973-02,0.885,
1973-03,0.878,
1973-04,0.818,
1973-05,0.787,
1973-06,0.775,
1973-07,0.756,
1973-08,0.768,
1973-09,0.765,
1973-10,0.803,
1973-11,0.818,
1973-12,0.910,
1974-01,0.862,
1974-02,0.883,
1974-03,0.865,
1974-04,0.854,
1974-05,0.900,
1974-06,0.953,
1974-07,0.968,
1974-08,0.968,
1974-09,0.915,
1974-10,0.979,
1974-11,1.002,
1974-12,1.014,
1975-01,0.909,
1975-02,0.932,
1975-03,0.942,
1975-04,0.952,
1975-05,1.054,
1975-06,1.150,
1975-07,1.134,
1975-08,1.090,
1975-09,1.188,
1975-10,1.176,
1975-11,1.189,
1975-12,1.252,
1976-01,1.187,
1976-02,1.216,
1976-03,1.246,
1976-04,1.334,
1976-05,1.441,
1976-06,1.390,
1976-07,1.397,
1976-08,1.387,
1976-09,1.411,
1976-10,1.417,
1976-11,1.485,
1976-12,1.572,
1977-01,1.649,
1977-02,1.604,
1977-03,1.548,
1977-04,1.625,
1977-05,1.674,
1977-06,1.814,
1977-07,1.686,
1977-08,1.783,
1977-09,1.817,
1977-10,1.927,
1977-11,1.974,
1977-12,2.021,
1978-01,2.084,
1978-02,1.953,
1978-03,2.016,
1978-04,2.148,
1978-05,2.150,
1978-06,2.094,
1978-07,2.174,
1978-08,2.272,
1978-09,2.146,
1978-10,2.159,
1978-11,2.293,
1978-12,2.287,
1979-01,2.306,
1979-02,2.303,
1979-03,2.255,
1979-04,2.272,
1979-05,2.256,
1979-06,2.144,
1979-07,2.118,
1979-08,2.089,
1979-09,2.091,
1979-10,2.117,
1979-11,2.084,
1979-12,2.118,
1980-01,2.078,
1980-02,2.130,
1980-03,2.101,
1980-04,2.084,
1980-05,2.044,
1980-06,1.930,
1980-07,1.990,
1980-08,2.086,
1980-09,2.101,
1980-10,2.010,
1980-11,1.948,
1980-12,2.005,
1981-01,1.951,
1981-02,1.994,
1981-03,1.937,
1981-04,1.891,
1981-05,1.929,
1981-06,1.918,
1981-07,1.959,
1981-08,1.941,
1981-09,2.002,
1981-10,2.157,
1981-11,2.142,
1981-12,2.187,
1982-01,2.104,
1982-02,2.103,
1982-03,2.207,
1982-04,2.214,
1982-05,2.339,
1982-06,2.479,
1982-07,2.461,
1982-08,2.456,
1982-09,2.416,
1982-10,2.525,
1982-11,2.537,
1982-12,2.767,
1983-01,2.970,
1983-02,3.122,
1983-03,3.333,
1983-04,3.600,
1983-05,3.544,
1983-06,3.518,
1983-07,3.477,
1983-08,3.433,
1983-09,3.303,
1983-10,3.528,
1983-11,3.613,
1983-12,3.763,
1984-01,3.622,
