"",BBK01.OUC400,BBK01.OUC400_FLAGS
"",Balances and loans to banks (MFIs) / short-term / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:43:59,
1999-01,225.820,
1999-02,187.860,
1999-03,173.567,
1999-04,177.267,
1999-05,165.359,
1999-06,170.110,
1999-07,173.029,
1999-08,179.501,
1999-09,164.734,
1999-10,162.805,
1999-11,173.947,
1999-12,137.673,
2000-01,161.883,
2000-02,167.463,
2000-03,157.331,
2000-04,167.261,
2000-05,182.114,
2000-06,165.419,
2000-07,159.491,
2000-08,172.394,
2000-09,169.420,
2000-10,180.799,
2000-11,193.721,
2000-12,180.414,
2001-01,185.493,
2001-02,201.941,
2001-03,208.756,
2001-04,222.698,
2001-05,221.429,
2001-06,205.888,
2001-07,185.231,
2001-08,199.403,
2001-09,207.868,
2001-10,212.056,
2001-11,216.160,
2001-12,220.026,
2002-01,215.558,
2002-02,199.021,
2002-03,208.231,
2002-04,217.016,
2002-05,233.552,
2002-06,221.919,
2002-07,231.016,
2002-08,233.634,
2002-09,246.996,
2002-10,247.415,
2002-11,281.355,
2002-12,279.752,
2003-01,279.534,
2003-02,263.700,
2003-03,272.079,
2003-04,285.627,
2003-05,310.833,
2003-06,308.540,
2003-07,312.431,
2003-08,307.070,
2003-09,303.730,
2003-10,296.611,
2003-11,290.000,
2003-12,305.019,
2004-01,310.659,
2004-02,287.668,
2004-03,306.411,
2004-04,320.197,
2004-05,326.978,
2004-06,299.891,
2004-07,297.354,
2004-08,294.798,
2004-09,306.128,
2004-10,314.708,
2004-11,320.620,
2004-12,341.879,
2005-01,353.684,
2005-02,358.579,
2005-03,349.052,
2005-04,389.009,
2005-05,387.497,
2005-06,350.968,
2005-07,351.713,
2005-08,354.789,
2005-09,337.749,
2005-10,357.644,
2005-11,367.912,
2005-12,350.262,
2006-01,361.964,
2006-02,370.992,
2006-03,371.377,
2006-04,371.904,
2006-05,374.476,
2006-06,383.634,
2006-07,347.417,
2006-08,350.578,
2006-09,356.459,
2006-10,350.543,
2006-11,366.789,
2006-12,381.467,
2007-01,379.990,
2007-02,384.108,
2007-03,375.210,
2007-04,398.753,
2007-05,392.579,
2007-06,390.365,
2007-07,393.939,
2007-08,401.651,
2007-09,427.899,
2007-10,408.725,
2007-11,408.669,
2007-12,433.287,
2008-01,433.540,
2008-02,425.687,
2008-03,422.316,
2008-04,457.611,
2008-05,452.790,
2008-06,415.233,
2008-07,417.585,
2008-08,412.636,
2008-09,451.119,
2008-10,466.586,
2008-11,430.842,
2008-12,380.285,
2009-01,387.397,
2009-02,358.193,
2009-03,326.251,
2009-04,357.201,
2009-05,338.154,
2009-06,324.203,
2009-07,334.837,
2009-08,341.141,
2009-09,295.044,
2009-10,330.672,
2009-11,335.057,
2009-12,335.710,
2010-01,358.551,
2010-02,358.273,
2010-03,324.775,
2010-04,387.915,
2010-05,408.991,
2010-06,342.620,
2010-07,363.833,
2010-08,379.706,
2010-09,347.599,
2010-10,384.089,
2010-11,400.274,
2010-12,381.972,
2011-01,393.652,
2011-02,391.490,
2011-03,360.222,
2011-04,405.790,
2011-05,390.566,
2011-06,356.039,
2011-07,356.372,
2011-08,384.456,
2011-09,378.683,
2011-10,386.819,
2011-11,402.274,
2011-12,377.101,
2012-01,416.729,
2012-02,434.792,
2012-03,411.762,
2012-04,457.294,
2012-05,432.727,
2012-06,384.460,
2012-07,420.724,
2012-08,398.948,
2012-09,378.335,
2012-10,389.924,
2012-11,373.959,
2012-12,369.832,
2013-01,357.926,
2013-02,380.979,
2013-03,354.262,
2013-04,369.834,
2013-05,375.727,
2013-06,371.125,
2013-07,344.443,
2013-08,395.960,
2013-09,378.226,
2013-10,400.439,
2013-11,411.200,
2013-12,368.631,
2014-01,400.731,
2014-02,402.846,
2014-03,374.299,
2014-04,381.439,
2014-05,397.849,
2014-06,405.169,
2014-07,446.506,
2014-08,427.803,
2014-09,394.327,
2014-10,419.304,
2014-11,441.341,
2014-12,397.499,Provisional value
