"",BBK01.TUD451,BBK01.TUD451_FLAGS
"",Other liabilities / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:37,
1979-12,38104,
1980-01,40844,
1980-02,37612,
1980-03,39673,
1980-04,39300,
1980-05,39704,
1980-06,43951,
1980-07,45409,
1980-08,44748,
1980-09,48562,
1980-10,48611,
1980-11,51290,
1980-12,41137,
1981-01,41900,
1981-02,41648,
1981-03,44214,
1981-04,43567,
1981-05,45027,
1981-06,49851,
1981-07,49084,
1981-08,50659,
1981-09,54638,
1981-10,55184,
1981-11,57590,
1981-12,48081,
1982-01,49732,
1982-02,48905,
1982-03,50420,
1982-04,49674,
1982-05,50150,
1982-06,55109,
1982-07,54832,
1982-08,56199,
1982-09,61500,
1982-10,62399,
1982-11,63872,
1982-12,52718,
1983-01,55350,
1983-02,54152,
1983-03,55393,
1983-04,53847,
1983-05,55403,
1983-06,60611,
1983-07,61230,
1983-08,60818,
1983-09,64965,
1983-10,66449,
1983-11,67156,
1983-12,58883,
1984-01,60136,
1984-02,58523,
1984-03,59488,
1984-04,58694,
1984-05,58225,
1984-06,62262,
1984-07,63716,
1984-08,62851,
1984-09,69301,
1984-10,69350,
1984-11,69461,
1984-12,62805,
1985-01,63559,
1985-02,63486,
1985-03,65563,
1985-04,63170,
1985-05,62354,
1985-06,69862,
1985-07,70021,
1985-08,68218,
1985-09,75092,
1985-10,75368,
1985-11,75507,
1985-12,68932,
1986-01,68472,
1986-02,69387,
1986-03,72563,
1986-04,69764,
1986-05,69170,
1986-06,75408,
1986-07,75443,
1986-08,76383,
1986-09,81288,
1986-10,80822,
1986-11,82916,
1986-12,72831,
1987-01,73313,
1987-02,71937,
1987-03,74009,
1987-04,72650,
1987-05,74505,
1987-06,79160,
1987-07,77613,
1987-08,78923,
1987-09,83877,
1987-10,85452,
1987-11,85669,
1987-12,75406,
1988-01,76913,
1988-02,75668,
1988-03,75484,
1988-04,75111,
1988-05,75650,
1988-06,80758,
1988-07,81667,
1988-08,80473,
1988-09,84238,
1988-10,87470,
1988-11,87364,
1988-12,79477,
1989-01,80111,
1989-02,78537,
1989-03,78642,
1989-04,80011,
1989-05,78481,
1989-06,84793,
1989-07,85141,
1989-08,85004,
1989-09,90407,
1989-10,91882,
1989-11,92167,
1989-12,84539,
1990-01,85508,
1990-02,85353,
1990-03,87692,
1990-04,87583,
1990-05,86765,
1990-06,110733,
1990-07,116624,
1990-08,115750,
1990-09,124671,
1990-10,124090,
1990-11,125637,
1990-12,122148,
1991-01,119120,
1991-02,117198,
1991-03,124588,
1991-04,125124,
1991-05,126424,
1991-06,133082,
1991-07,138875,
1991-08,133722,
1991-09,140094,
1991-10,144659,
1991-11,143099,
1991-12,136182,
1992-01,138287,
1992-02,133378,
1992-03,139517,
1992-04,140435,
1992-05,138866,
1992-06,145708,
1992-07,145661,
1992-08,146973,
1992-09,153391,
1992-10,158694,
1992-11,159634,
1992-12,154084,
1993-01,156910,
1993-02,153809,
1993-03,156078,
1993-04,158975,
1993-05,155635,
1993-06,164566,
1993-07,167384,
1993-08,169876,
1993-09,177052,
1993-10,177415,
1993-11,177513,
1993-12,180461,
1994-01,177734,
1994-02,173410,
1994-03,172914,
1994-04,169976,
1994-05,166128,
1994-06,171767,
1994-07,175053,
1994-08,171058,
1994-09,181446,
1994-10,184422,
1994-11,184536,
1994-12,182916,
1995-01,185935,
1995-02,192512,
1995-03,193126,
1995-04,193765,
1995-05,183557,
1995-06,188837,
1995-07,196786,
1995-08,196018,
1995-09,203015,
1995-10,207059,
1995-11,209518,
1995-12,199930,
1996-01,201465,
1996-02,197821,
1996-03,208081,
1996-04,209217,
1996-05,208043,
1996-06,217858,
1996-07,219232,
1996-08,222650,
1996-09,233735,
1996-10,234358,
1996-11,238656,
1996-12,224379,
1997-01,226607,
1997-02,229523,
1997-03,238512,
1997-04,236118,
1997-05,230465,
1997-06,241938,
1997-07,253069,
1997-08,254676,
1997-09,269220,
1997-10,270261,
1997-11,270697,
1997-12,261416,
1998-01,269139,
1998-02,263736,
1998-03,272750,
1998-04,283713,
1998-05,289342,
1998-06,306175,
1998-07,303017,
1998-08,312557,
1998-09,315837,
1998-10,317532,
1998-11,308204,
1998-12,293893,
1999-01,288787,
1999-02,261735,
1999-03,280108,
1999-04,272914,
1999-05,260645,
1999-06,267666,
1999-07,270993,
1999-08,274400,
1999-09,281061,
1999-10,287369,
1999-11,284836,
1999-12,281140,
2000-01,276382,
2000-02,272199,
