"",BBK01.QU6338,BBK01.QU6338_FLAGS
"",All foreign subsidiaries: Short-term liabilities to foreign banks / United States / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:20:07,
1984-12,1.240,
1985-01,1.100,
1985-02,1.238,
1985-03,1.102,
1985-04,1.111,
1985-05,1.188,
1985-06,1.192,
1985-07,1.039,
1985-08,1.270,
1985-09,1.035,
1985-10,1.136,
1985-11,1.046,
1985-12,1.027,
1986-01,0.827,
1986-02,0.853,
1986-03,0.848,
1986-04,0.862,
1986-05,0.816,
1986-06,0.945,
1986-07,0.830,
1986-08,0.712,
1986-09,0.736,
1986-10,0.516,
1986-11,0.610,
1986-12,0.692,
1987-01,0.713,
1987-02,0.576,
1987-03,0.587,
1987-04,0.671,
1987-05,0.708,
1987-06,0.667,
1987-07,0.748,
1987-08,0.732,
1987-09,0.769,
1987-10,0.608,
1987-11,0.589,
1987-12,0.595,
1988-01,0.694,
1988-02,0.551,
1988-03,0.582,
1988-04,0.618,
1988-05,0.531,
1988-06,0.597,
1988-07,0.740,
1988-08,0.714,
1988-09,0.715,
1988-10,0.684,
1988-11,0.708,
1988-12,0.574,
1989-01,0.576,
1989-02,0.741,
1989-03,0.896,
1989-04,0.802,
1989-05,0.911,
1989-06,0.978,
1989-07,0.834,
1989-08,0.640,
1989-09,0.708,
1989-10,0.707,
1989-11,0.812,
1989-12,0.747,
1990-01,0.685,
1990-02,0.594,
1990-03,0.572,
1990-04,0.686,
1990-05,0.901,
1990-06,0.771,
1990-07,0.642,
1990-08,0.623,
1990-09,0.608,
1990-10,0.725,
1990-11,0.741,
1990-12,0.822,
1991-01,0.704,
1991-02,0.735,
1991-03,1.093,
1991-04,0.847,
1991-05,1.339,
1991-06,1.591,
1991-07,0.819,
1991-08,0.930,
1991-09,1.219,
1991-10,1.257,
1991-11,1.229,
1991-12,1.110,
1992-01,1.166,
1992-02,1.216,
1992-03,1.309,
1992-04,1.679,
1992-05,1.666,
1992-06,1.717,
1992-07,1.334,
1992-08,1.194,
1992-09,1.878,
1992-10,1.836,
1992-11,1.443,
1992-12,1.857,
1993-01,1.493,
1993-02,1.617,
1993-03,1.618,
1993-04,1.350,
1993-05,1.368,
1993-06,1.007,
1993-07,1.221,
1993-08,1.232,
1993-09,1.888,
1993-10,1.257,
1993-11,1.130,
1993-12,1.092,
1994-01,1.070,
1994-02,1.055,
1994-03,0.890,
1994-04,0.977,
1994-05,0.908,
1994-06,1.028,
1994-07,1.247,
1994-08,1.096,
1994-09,0.960,
1994-10,1.125,
1994-11,1.210,
1994-12,1.094,
1995-01,1.249,
1995-02,0.990,
1995-03,1.096,
1995-04,1.446,
1995-05,1.134,
1995-06,1.076,
1995-07,1.201,
1995-08,1.746,
1995-09,1.271,
1995-10,1.345,
1995-11,1.112,
1995-12,1.406,
1996-01,1.727,
1996-02,1.392,
1996-03,1.832,
1996-04,1.806,
1996-05,1.699,
1996-06,2.103,
1996-07,2.262,
1996-08,2.792,
1996-09,2.960,
1996-10,2.945,
1996-11,2.714,
1996-12,2.759,
1997-01,3.905,
1997-02,4.109,
1997-03,4.562,
1997-04,5.155,
1997-05,5.324,
1997-06,6.560,
1997-07,7.129,
1997-08,6.645,
1997-09,5.636,
1997-10,4.799,
1997-11,4.687,
1997-12,4.217,
1998-01,5.368,
1998-02,6.013,
1998-03,6.609,
1998-04,7.055,
1998-05,6.187,
1998-06,5.988,
1998-07,6.253,
1998-08,5.803,
1998-09,4.893,
1998-10,4.875,
1998-11,4.663,
1998-12,5.046,
1999-01,4.483,
1999-02,3.832,
1999-03,3.373,
1999-04,2.616,
1999-05,2.450,
1999-06,13.383,
1999-07,17.041,
1999-08,20.507,
1999-09,8.062,
1999-10,6.939,
1999-11,7.665,
1999-12,6.746,
2000-01,8.206,
2000-02,8.808,
2000-03,8.131,
2000-04,8.167,
2000-05,7.778,
2000-06,8.614,
2000-07,3.557,
2000-08,3.903,
2000-09,2.520,
2000-10,3.914,
2000-11,6.656,
2000-12,2.675,
2001-01,3.602,
2001-02,5.153,
2001-03,4.690,
2001-04,2.734,
2001-05,3.080,
2001-06,6.542,
2001-07,6.868,
2001-08,7.359,
2001-09,4.574,
2001-10,4.289,
2001-11,4.481,
2001-12,6.994,
2002-01,5.237,
2002-02,3.734,
2002-03,6.013,
2002-04,4.816,
2002-05,4.501,
2002-06,4.971,
2002-07,2.855,
2002-08,3.052,
2002-09,2.778,
2002-10,3.025,
2002-11,2.929,
2002-12,3.011,
2003-01,4.203,
2003-02,4.379,
2003-03,4.733,
2003-04,4.356,
2003-05,3.192,
2003-06,5.890,
2003-07,4.295,
2003-08,6.427,
2003-09,2.222,
2003-10,4.672,
2003-11,3.008,
2003-12,7.261,
2004-01,1.677,
2004-02,2.004,
2004-03,3.290,
2004-04,1.508,
2004-05,1.566,
2004-06,1.446,
2004-07,1.627,
2004-08,2.441,
2004-09,2.948,
2004-10,1.706,
2004-11,2.626,
2004-12,2.077,
2005-01,2.742,
2005-02,3.031,
2005-03,3.475,
2005-04,5.009,
2005-05,3.207,
2005-06,2.142,
2005-07,2.524,
2005-08,1.730,
2005-09,2.011,
2005-10,1.836,
2005-11,1.587,
2005-12,5.504,
2006-01,7.101,
2006-02,4.450,
2006-03,3.773,
2006-04,3.555,
2006-05,3.869,
2006-06,3.865,
2006-07,5.820,
2006-08,7.125,
2006-09,8.423,
2006-10,3.794,
2006-11,2.524,
2006-12,4.597,
