"",BBK01.PQH359,BBK01.PQH359_FLAGS
"",Lending to domestic self-employed persons / Short-term / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:06,
1968-10,2.395,
1969-01,2.593,
1969-04,2.834,
1969-07,2.860,
1969-10,3.034,
1970-01,3.340,
1970-04,3.568,
1970-07,3.563,
1970-10,3.577,
1971-01,3.757,
1971-04,3.977,
1971-07,4.078,
1971-10,4.197,
1972-01,4.420,
1972-04,4.759,
1972-07,4.917,
1972-10,5.191,
1973-01,5.515,
1973-04,5.981,
1973-07,5.979,
1973-10,6.024,
1974-01,6.222,
1974-04,6.482,
1974-07,6.328,
1974-10,6.161,
1975-01,6.307,
1975-04,6.349,
1975-07,6.125,
1975-10,6.016,
1976-01,6.335,
1976-04,6.614,
1976-07,6.798,
1976-10,6.833,
1977-01,7.104,
1977-04,7.560,
1977-07,7.492,
1977-10,7.507,
1978-01,7.782,
1978-04,8.236,
1978-07,8.193,
1978-10,8.216,
1979-01,8.779,
1979-04,9.428,
1979-07,9.720,
1979-10,9.926,
1980-01,10.403,
1980-04,11.165,
1980-07,11.240,
1980-10,11.520,
1981-01,11.864,
1981-04,12.194,
1981-07,12.029,
1981-10,12.567,
1982-01,12.756,
1982-04,13.165,
1982-07,12.868,
1982-10,12.935,
1983-01,12.966,
1983-04,13.021,
1983-07,12.740,
1983-10,12.731,
1984-01,13.119,
1984-04,13.615,
1984-07,13.456,
1984-10,13.449,
1985-01,13.567,
1985-04,13.742,
1985-07,13.368,
1985-10,12.811,
1986-01,12.957,
1986-04,12.824,
1986-07,12.277,
1986-10,11.937,
1987-01,12.071,
1987-04,12.067,
1987-07,11.619,
1987-10,11.665,
1988-01,11.746,
1988-04,12.095,
1988-07,11.815,
1988-10,11.820,
1989-01,12.030,
1989-04,12.398,
1989-07,12.393,
1989-10,12.642,
1990-01,12.803,
1990-04,13.189,
1990-07,13.202,
1990-10,13.783,
1991-01,14.500,
1991-04,14.993,
1991-07,15.036,
1991-10,15.783,
1992-01,16.017,
1992-04,16.544,
1992-07,16.545,
1992-10,16.805,
1993-01,16.749,
1993-04,16.908,
1993-07,16.733,
1993-10,16.876,
1994-01,16.535,
1994-04,16.497,
1994-07,16.389,
1994-10,16.688,
1995-01,16.954,
1995-04,17.416,
1995-07,17.594,
1995-10,18.044,
1996-01,17.673,
1996-04,17.802,
1996-07,17.525,
1996-10,18.166,
1997-01,17.910,
1997-04,17.658,
1997-07,17.493,
1997-10,17.728,
1998-01,17.609,
1998-04,17.658,
1998-07,17.589,
1998-10,18.239,
1999-01,19.317,
1999-04,19.125,
1999-07,18.699,
1999-10,18.482,
2000-01,18.700,
2000-04,18.971,
2000-07,19.012,
2000-10,19.357,
2001-01,19.512,
2001-04,19.771,
2001-07,19.654,
2001-10,19.355,
2002-01,19.468,
2002-04,19.484,
2002-07,19.082,
2002-10,18.939,
2003-01,18.871,
2003-04,18.508,
2003-07,18.037,
2003-10,17.394,
2004-01,16.900,
2004-04,16.641,
2004-07,16.455,
2004-10,15.814,
2005-01,15.745,
2005-04,15.306,
2005-07,14.889,
2005-10,14.555,
2006-01,14.566,
2006-04,14.452,
2006-07,14.077,
2006-10,13.796,
2007-01,13.532,
2007-04,13.499,
2007-07,13.448,
2007-10,13.298,
2008-01,13.307,
2008-04,13.088,
2008-07,12.896,
2008-10,13.068,
2009-01,13.511,
2009-04,13.317,
2009-07,12.943,
2009-10,12.688,
2010-01,12.949,
2010-04,12.875,
2010-07,12.348,
2010-10,11.896,
2011-01,11.910,
2011-04,12.076,
2011-07,11.609,
2011-10,11.301,
2012-01,11.263,
2012-04,11.246,
2012-07,10.945,
2012-10,10.937,
2013-01,11.005,
2013-04,10.795,
2013-07,10.393,
2013-10,10.093,
2014-01,10.060,
2014-04,10.115,
2014-07,9.750,
2014-10,9.533,
