"",BBK01.OEAH03K,BBK01.OEAH03K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:25:30,
2002-01,47.262,
2002-04,47.610,
2002-07,47.932,
2002-10,49.526,
2003-01,48.826,
2003-04,48.501,
2003-07,49.482,
2003-10,48.628,
2004-01,47.449,
2004-04,48.822,
2004-07,50.358,
2004-10,38.912,
2005-01,37.615,
2005-04,38.305,
2005-07,38.863,
2005-10,39.688,
2006-01,41.299,
2006-04,44.037,
2006-07,50.389,
2006-10,48.816,
2007-01,50.575,
2007-04,50.901,
2007-07,52.097,
2007-10,53.121,
2008-01,52.505,
2008-04,54.360,
2008-07,56.001,
2008-10,55.917,
2009-01,49.777,
2009-04,48.750,
2009-07,46.308,
2009-10,44.766,
2010-01,43.717,
2010-04,44.014,
2010-07,43.628,
2010-10,44.069,
2011-01,42.022,
2011-04,42.446,
2011-07,36.400,
2011-10,36.097,
2012-01,34.247,
2012-04,34.110,
2012-07,32.809,
2012-10,32.755,
2013-01,33.052,
2013-04,32.416,
2013-07,32.598,
2013-10,31.185,
2014-01,29.983,
2014-04,30.690,
2014-07,29.050,
