"",BBK01.OUE369,BBK01.OUE369_FLAGS
"",Loans to foreign enterprises and households for up to and including one year / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:15,
1999-01,2.137,
1999-02,2.033,
1999-03,1.833,
1999-04,1.922,
1999-05,2.098,
1999-06,1.791,
1999-07,1.839,
1999-08,1.908,
1999-09,1.818,
1999-10,1.903,
1999-11,2.837,
1999-12,2.527,
2000-01,2.732,
2000-02,3.342,
2000-03,3.670,
2000-04,4.472,
2000-05,3.911,
2000-06,2.887,
2000-07,2.772,
2000-08,2.781,
2000-09,2.910,
2000-10,3.127,
2000-11,3.597,
2000-12,3.268,
2001-01,4.143,
2001-02,4.552,
2001-03,5.149,
2001-04,5.600,
2001-05,4.311,
2001-06,3.664,
2001-07,3.517,
2001-08,3.625,
2001-09,3.389,
2001-10,3.780,
2001-11,4.163,
2001-12,4.308,
2002-01,4.260,
2002-02,4.004,
2002-03,4.691,
2002-04,6.790,
2002-05,5.530,
2002-06,4.740,
2002-07,4.215,
2002-08,3.844,
2002-09,3.855,
2002-10,3.532,
2002-11,3.695,
2002-12,3.593,
2003-01,4.045,
2003-02,4.411,
2003-03,4.133,
2003-04,5.928,
2003-05,4.349,
2003-06,4.021,
2003-07,3.403,
2003-08,3.685,
2003-09,3.436,
2003-10,3.298,
2003-11,3.164,
2003-12,3.148,
2004-01,3.254,
2004-02,4.036,
2004-03,4.813,
2004-04,5.321,
2004-05,5.085,
2004-06,4.379,
2004-07,4.351,
2004-08,4.114,
2004-09,4.025,
2004-10,4.274,
2004-11,4.041,
2004-12,3.791,
2005-01,6.688,
2005-02,4.222,
2005-03,3.863,
2005-04,5.685,
2005-05,4.345,
2005-06,4.938,
2005-07,5.312,
2005-08,5.013,
2005-09,4.881,
2005-10,5.564,
2005-11,6.098,
2005-12,5.613,
2006-01,5.158,
2006-02,5.463,
2006-03,6.069,
2006-04,9.633,
2006-05,6.676,
2006-06,6.069,
2006-07,6.678,
2006-08,6.765,
2006-09,6.134,
2006-10,6.412,
2006-11,4.907,
2006-12,5.127,
2007-01,5.853,
2007-02,5.860,
2007-03,6.350,
2007-04,5.966,
2007-05,5.818,
2007-06,6.585,
2007-07,6.242,
2007-08,6.903,
2007-09,7.745,
2007-10,7.339,
2007-11,9.093,
2007-12,7.585,
2008-01,7.916,
2008-02,8.058,
2008-03,7.575,
2008-04,8.677,
2008-05,8.806,
2008-06,8.165,
2008-07,8.295,
2008-08,8.735,
2008-09,8.903,
2008-10,10.272,
2008-11,9.985,
2008-12,8.663,
2009-01,8.452,
2009-02,8.087,
2009-03,8.956,
2009-04,8.744,
2009-05,9.055,
2009-06,8.204,
2009-07,6.660,
2009-08,6.548,
2009-09,6.253,
2009-10,6.229,
2009-11,6.153,
2009-12,5.608,
2010-01,5.364,
2010-02,5.373,
2010-03,5.440,
2010-04,5.836,
2010-05,5.844,
2010-06,5.415,
2010-07,6.066,
2010-08,6.141,
2010-09,5.686,
2010-10,5.746,
2010-11,6.697,
2010-12,6.357,
2011-01,6.200,
2011-02,6.157,
2011-03,6.174,
2011-04,7.286,
2011-05,7.566,
2011-06,7.653,
2011-07,7.287,
2011-08,6.845,
2011-09,6.697,
2011-10,5.916,
2011-11,7.327,
2011-12,6.955,
2012-01,5.414,
2012-02,5.615,
2012-03,5.886,
2012-04,5.524,
2012-05,5.563,
2012-06,5.497,
2012-07,5.715,
2012-08,5.432,
2012-09,5.121,
2012-10,4.782,
2012-11,4.948,
2012-12,4.582,
2013-01,5.187,
2013-02,6.085,
2013-03,6.154,
2013-04,5.912,
2013-05,6.097,
2013-06,6.211,
2013-07,5.940,
2013-08,6.453,
2013-09,6.637,
2013-10,6.132,
2013-11,6.195,
2013-12,6.277,
2014-01,7.266,
2014-02,7.038,
2014-03,6.775,
2014-04,7.444,
2014-05,7.433,
2014-06,7.293,
2014-07,7.247,
2014-08,6.960,
2014-09,6.738,
2014-10,6.803,
2014-11,7.171,
2014-12,6.638,Provisional value
