"",BBK01.QUW142,BBK01.QUW142_FLAGS
"",Foreign branches: Long-term loans and advances to foreign non-banks / Emerging market economies and developing count. / All curr.,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:40:43,
2001-12,30.124,
2002-01,30.339,
2002-02,30.330,
2002-03,30.963,
2002-04,30.217,
2002-05,29.191,
2002-06,28.148,
2002-07,28.209,
2002-08,27.904,
2002-09,27.514,
2002-10,27.477,
2002-11,25.687,
2002-12,24.675,
2003-01,23.572,
2003-02,24.844,
2003-03,23.136,
2003-04,24.331,
2003-05,22.889,
2003-06,24.360,
2003-07,23.184,
2003-08,23.415,
2003-09,22.499,
2003-10,22.908,
2003-11,21.334,
2003-12,20.163,
2004-01,20.387,
2004-02,20.394,
2004-03,20.945,
2004-04,21.226,
2004-05,19.324,
2004-06,19.398,
2004-07,20.919,
2004-08,20.335,
2004-09,19.621,
2004-10,19.710,
2004-11,18.528,
2004-12,18.229,
2005-01,18.018,
2005-02,17.861,
2005-03,17.983,
2005-04,17.996,
2005-05,19.029,
2005-06,19.874,
2005-07,19.916,
2005-08,20.326,
2005-09,21.300,
2005-10,21.242,
2005-11,23.286,
2005-12,23.972,
2006-01,25.042,
2006-02,26.430,
2006-03,25.699,
2006-04,26.354,
2006-05,24.689,
2006-06,24.532,
2006-07,23.650,
2006-08,24.635,
2006-09,25.696,
2006-10,27.059,
2006-11,27.058,
2006-12,26.831,
2007-01,27.399,
2007-02,26.601,
2007-03,26.574,
2007-04,27.492,
2007-05,27.869,
2007-06,27.647,
2007-07,27.759,
2007-08,28.531,
2007-09,29.238,
2007-10,30.767,
2007-11,30.257,
2007-12,30.879,
2008-01,30.882,
2008-02,30.624,
2008-03,30.360,
2008-04,32.129,
2008-05,30.352,
2008-06,30.838,
2008-07,31.872,
2008-08,35.981,
2008-09,39.231,
2008-10,44.370,
2008-11,44.562,
2008-12,40.784,
2009-01,42.996,
2009-02,44.258,
2009-03,41.321,
2009-04,42.631,
2009-05,38.778,
2009-06,40.009,
2009-07,39.559,
2009-08,35.261,
2009-09,33.532,
2009-10,32.663,
2009-11,31.577,
2009-12,32.112,
2010-01,32.808,
2010-02,33.717,
2010-03,34.643,
2010-04,32.817,
2010-05,32.233,
2010-06,32.006,
2010-07,30.849,
2010-08,31.361,
2010-09,28.398,
2010-10,30.714,
2010-11,31.091,
2010-12,30.868,
2011-01,30.225,
2011-02,29.340,
2011-03,28.485,
2011-04,27.191,
2011-05,29.779,
2011-06,27.704,
2011-07,27.629,
2011-08,27.045,
2011-09,28.488,
2011-10,27.805,
2011-11,28.715,
2011-12,30.500,
2012-01,31.327,
2012-02,30.462,
2012-03,33.029,
2012-04,32.087,
2012-05,32.457,
2012-06,32.393,
2012-07,31.567,
2012-08,29.841,
2012-09,31.419,
2012-10,27.070,
2012-11,26.285,
2012-12,26.135,
2013-01,24.328,
2013-02,24.564,
2013-03,24.853,
2013-04,23.795,
2013-05,24.437,
2013-06,23.401,
2013-07,23.351,
2013-08,22.731,
2013-09,22.941,
2013-10,22.980,
2013-11,23.220,
2013-12,23.122,
2014-01,23.377,
2014-02,24.408,
2014-03,23.767,
2014-04,23.562,
2014-05,24.295,
2014-06,24.420,
2014-07,25.735,
2014-08,26.629,
2014-09,26.377,
2014-10,26.518,
2014-11,26.825,
