"",BBK01.OUN077,BBK01.OUN077_FLAGS
"","Securities portfolios / Shares, mutual fund shares and other securities / Special purpose banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:17,
1965-01,0.005,
1965-02,0.006,
1965-03,0.006,
1965-04,0.006,
1965-05,0.006,
1965-06,0.006,
1965-07,0.006,
1965-08,0.006,
1965-09,0.006,
1965-10,0.006,
1965-11,0.005,
1965-12,0.005,
1966-01,0.005,
1966-02,0.005,
1966-03,0.005,
1966-04,0.005,
1966-05,0.005,
1966-06,0.004,
1966-07,0.004,
1966-08,0.004,
1966-09,0.004,
1966-10,0.004,
1966-11,0.004,
1966-12,0.004,
1967-01,0.004,
1967-02,0.004,
1967-03,0.004,
1967-04,0.003,
1967-05,0.004,
1967-06,0.003,
1967-07,0.004,
1967-08,0.004,
1967-09,0.003,
1967-10,0.003,
1967-11,0.006,
1967-12,0.008,
1968-01,0.007,
1968-02,0.007,
1968-03,0.008,
1968-04,0.007,
1968-05,0.009,
1968-06,0.008,
1968-07,0.009,
1968-08,0.009,
1968-09,0.009,
1968-10,0.008,
1968-11,0.008,
1968-12,0.009,
1969-01,0.009,
1969-02,0.009,
1969-03,0.009,
1969-04,0.010,
1969-05,0.010,
1969-06,0.010,
1969-07,0.010,
1969-08,0.010,
1969-09,0.010,
1969-10,0.010,
1969-11,0.009,
1969-12,0.009,
1970-01,0.012,
1970-02,0.012,
1970-03,0.013,
1970-04,0.013,
1970-05,0.014,
1970-06,0.012,
1970-07,0.012,
1970-08,0.012,
1970-09,0.012,
1970-10,0.012,
1970-11,0.012,
1970-12,0.013,
1971-01,0.012,
1971-02,0.012,
1971-03,0.012,
1971-04,0.013,
1971-05,0.013,
1971-06,0.013,
1971-07,0.013,
1971-08,0.013,
1971-09,0.013,
1971-10,0.014,
1971-11,0.014,
1971-12,0.014,
1972-01,0.014,
1972-02,0.014,
1972-03,0.013,
1972-04,0.013,
1972-05,0.013,
1972-06,0.013,
1972-07,0.012,
1972-08,0.012,
1972-09,0.012,
1972-10,0.012,
1972-11,0.012,
1972-12,0.012,
1973-01,0.011,
1973-02,0.011,
1973-03,0.011,
1973-04,0.010,
1973-05,0.010,
1973-06,0.010,
1973-07,0.011,
1973-08,0.013,
1973-09,0.013,
1973-10,0.015,
1973-11,0.016,
1973-12,0.016,
1974-01,0.015,
1974-02,0.015,
1974-03,0.014,
1974-04,0.013,
1974-05,0.014,
1974-06,0.014,
1974-07,0.014,
1974-08,0.010,
1974-09,0.010,
1974-10,0.011,
1974-11,0.010,
1974-12,0.010,
1975-01,0.010,
1975-02,0.009,
1975-03,0.009,
1975-04,0.009,
1975-05,0.009,
1975-06,0.009,
1975-07,0.009,
1975-08,0.009,
1975-09,0.009,
1975-10,0.010,
1975-11,0.011,
1975-12,0.011,
1976-01,0.011,
