"",BBK01.QUW634,BBK01.QUW634_FLAGS
"","Foreign branches: Liabilities to non-residents, total / Remaining EU member states / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:47:56,
2001-12,2.044,
2002-01,3.708,
2002-02,2.116,
2002-03,2.723,
2002-04,2.662,
2002-05,4.015,
2002-06,3.231,
2002-07,3.429,
2002-08,3.118,
2002-09,2.726,
2002-10,2.542,
2002-11,2.892,
2002-12,2.417,
2003-01,2.666,
2003-02,2.195,
2003-03,2.816,
2003-04,3.561,
2003-05,2.599,
2003-06,2.963,
2003-07,2.736,
2003-08,2.892,
2003-09,3.132,
2003-10,3.472,
2003-11,3.617,
2003-12,2.976,
2004-01,3.110,
2004-02,3.586,
2004-03,3.769,
2004-04,3.109,
2004-05,5.475,
2004-06,5.084,
2004-07,5.877,
2004-08,5.651,
2004-09,6.265,
2004-10,7.100,
2004-11,4.351,
2004-12,4.145,
2005-01,4.485,
2005-02,4.523,
2005-03,4.872,
2005-04,4.289,
2005-05,5.848,
2005-06,4.634,
2005-07,3.466,
2005-08,3.476,
2005-09,5.152,
2005-10,5.631,
2005-11,6.510,
2005-12,5.676,
2006-01,6.221,
2006-02,6.899,
2006-03,5.966,
2006-04,4.583,
2006-05,4.552,
2006-06,4.562,
2006-07,4.287,
2006-08,6.071,
2006-09,3.954,
2006-10,4.368,
2006-11,4.892,
2006-12,3.642,
2007-01,16.619,
2007-02,16.362,
2007-03,16.081,
2007-04,16.264,
2007-05,16.329,
2007-06,16.895,
2007-07,19.519,
2007-08,19.510,
2007-09,19.033,
2007-10,18.974,
2007-11,18.583,
2007-12,18.280,
2008-01,14.772,
2008-02,13.440,
2008-03,2.783,
2008-04,2.769,
2008-05,3.139,
2008-06,3.092,
2008-07,2.899,
2008-08,2.919,
2008-09,2.341,
2008-10,2.610,
2008-11,2.266,
2008-12,2.323,
2009-01,1.888,
2009-02,1.699,
2009-03,2.000,
2009-04,1.978,
2009-05,1.687,
2009-06,1.712,
2009-07,1.655,
2009-08,1.580,
2009-09,1.458,
2009-10,1.324,
2009-11,1.075,
2009-12,1.016,
2010-01,1.106,
2010-02,1.238,
2010-03,1.558,
2010-04,1.407,
2010-05,1.427,
2010-06,1.141,
2010-07,1.003,
2010-08,1.163,
2010-09,0.990,
2010-10,0.950,
2010-11,0.997,
2010-12,0.917,
2011-01,0.887,
2011-02,0.987,
2011-03,1.435,
2011-04,0.856,
2011-05,1.153,
2011-06,0.918,
2011-07,1.343,
2011-08,1.058,
2011-09,1.481,
2011-10,1.418,
2011-11,1.561,
2011-12,1.186,
2012-01,1.428,
2012-02,1.554,
2012-03,1.466,
2012-04,1.772,
2012-05,1.712,
2012-06,0.867,
2012-07,1.026,
2012-08,1.085,
2012-09,1.114,
2012-10,0.936,
2012-11,1.019,
2012-12,0.861,
2013-01,0.855,
2013-02,0.652,
2013-03,0.676,
2013-04,0.722,
2013-05,0.665,
2013-06,0.640,
2013-07,0.618,
2013-08,0.627,
2013-09,0.609,
2013-10,0.594,
2013-11,0.702,
2013-12,0.691,
2014-01,0.596,
2014-02,0.590,
2014-03,0.537,
2014-04,0.492,
2014-05,0.601,
2014-06,0.732,
2014-07,0.573,
2014-08,0.610,
2014-09,0.401,
2014-10,0.497,
2014-11,0.704,
