"",BBDE1.M.DE.Y.AEA1.N2C210000.F.V.I10.A,BBDE1.M.DE.Y.AEA1.N2C210000.F.V.I10.A_FLAGS
"",Orders received / At current prices / Germany / 21 Manufacture of basic pharmaceutical products and pharmaceutical preparations / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:33,
1991-01,53.3,
1991-02,52.8,
1991-03,49.0,
1991-04,50.7,
1991-05,53.2,
1991-06,49.3,
1991-07,57.5,
1991-08,54.5,
1991-09,50.8,
1991-10,56.9,
1991-11,55.9,
1991-12,52.3,
1992-01,58.5,
1992-02,57.4,
1992-03,52.6,
1992-04,54.8,
1992-05,54.9,
1992-06,56.0,
1992-07,53.2,
1992-08,57.2,
1992-09,52.1,
1992-10,53.8,
1992-11,54.9,
1992-12,53.9,
1993-01,53.2,
1993-02,48.3,
1993-03,49.9,
1993-04,49.8,
1993-05,51.7,
1993-06,47.6,
1993-07,51.3,
1993-08,55.4,
1993-09,49.4,
1993-10,51.7,
1993-11,56.1,
1993-12,52.4,
1994-01,54.0,
1994-02,53.8,
1994-03,57.1,
1994-04,53.1,
1994-05,52.3,
1994-06,54.1,
1994-07,54.5,
1994-08,54.1,
1994-09,58.2,
1994-10,56.1,
1994-11,53.6,
1994-12,57.6,
1995-01,60.6,
1995-02,56.9,
1995-03,59.3,
1995-04,62.5,
1995-05,61.1,
1995-06,61.3,
1995-07,62.3,
1995-08,61.5,
1995-09,64.0,
1995-10,62.0,
1995-11,59.1,
1995-12,65.3,
1996-01,63.9,
1996-02,60.3,
1996-03,63.3,
1996-04,60.9,
1996-05,65.1,
1996-06,63.2,
1996-07,62.7,
1996-08,63.2,
1996-09,64.9,
1996-10,63.5,
1996-11,60.0,
1996-12,67.6,
1997-01,60.9,
1997-02,64.1,
1997-03,66.0,
1997-04,67.5,
1997-05,68.0,
1997-06,68.9,
1997-07,63.3,
1997-08,62.1,
1997-09,68.6,
1997-10,67.0,
1997-11,62.7,
1997-12,76.3,
1998-01,67.2,
1998-02,63.8,
1998-03,68.1,
1998-04,64.5,
1998-05,64.0,
1998-06,68.0,
1998-07,63.5,
1998-08,64.5,
1998-09,67.1,
1998-10,63.9,
1998-11,61.4,
1998-12,64.3,
1999-01,66.8,
1999-02,66.6,
1999-03,65.3,
1999-04,72.9,
1999-05,72.4,
1999-06,60.7,
1999-07,69.8,
1999-08,70.9,
1999-09,65.6,
1999-10,66.3,
1999-11,72.8,
1999-12,64.4,
2000-01,65.3,
2000-02,66.7,
2000-03,68.8,
