"",BBK01.SUD115,BBK01.SUD115_FLAGS
"",Effective interest rates of German banks / New business / Loans for consumption to households with an initial rate fixation of over 5 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:55,
2003-01,8.88,
2003-02,8.92,
2003-03,8.72,
2003-04,8.83,
2003-05,8.94,
2003-06,8.87,
2003-07,8.75,
2003-08,8.66,
2003-09,8.36,
2003-10,8.42,
2003-11,8.32,
2003-12,7.81,
2004-01,9.00,
2004-02,9.08,
2004-03,8.88,
2004-04,8.86,
2004-05,8.94,
2004-06,9.11,
2004-07,9.27,
2004-08,9.16,
2004-09,9.19,
2004-10,9.17,
2004-11,8.88,
2004-12,8.04,
2005-01,9.05,
2005-02,8.98,
2005-03,8.90,
2005-04,8.94,
2005-05,8.93,
2005-06,8.73,
2005-07,8.74,
2005-08,8.70,
2005-09,8.71,
2005-10,8.98,
2005-11,8.63,
2005-12,7.89,
2006-01,8.99,
2006-02,8.74,
2006-03,8.64,
2006-04,8.69,
2006-05,8.67,
2006-06,8.64,
2006-07,8.98,
2006-08,8.85,
2006-09,8.90,
2006-10,9.01,
2006-11,8.85,
2006-12,8.45,
2007-01,9.29,
2007-02,9.13,
2007-03,9.15,
2007-04,9.08,
2007-05,9.02,
2007-06,8.92,
2007-07,9.06,
2007-08,8.67,
2007-09,8.70,
2007-10,8.73,
2007-11,8.65,
2007-12,8.27,
2008-01,8.71,
2008-02,8.69,
2008-03,8.59,
2008-04,8.66,
2008-05,8.61,
2008-06,8.63,
2008-07,8.78,
2008-08,8.79,
2008-09,8.80,
2008-10,8.70,
2008-11,8.63,
2008-12,8.19,
2009-01,8.74,
2009-02,8.46,
2009-03,8.19,
2009-04,8.28,
2009-05,8.24,
2009-06,8.19,
2009-07,8.25,
2009-08,8.24,
2009-09,8.20,
2009-10,8.29,
2009-11,8.05,
2009-12,7.57,
2010-01,8.45,
2010-02,8.37,
2010-03,8.20,
2010-04,8.24,
2010-05,8.09,
2010-06,8.28,
2010-07,8.46,
2010-08,8.46,
2010-09,8.43,
2010-10,8.28,
2010-11,8.03,
2010-12,7.66,
2011-01,8.43,
2011-02,8.30,
2011-03,8.28,
2011-04,8.23,
2011-05,8.25,
2011-06,8.27,
2011-07,8.35,
2011-08,8.19,
2011-09,8.24,
2011-10,8.27,
2011-11,7.87,
2011-12,7.64,
2012-01,8.25,
2012-02,8.12,
2012-03,7.80,
2012-04,7.93,
2012-05,7.86,
2012-06,7.68,
2012-07,7.85,
2012-08,7.65,
2012-09,7.60,
2012-10,7.74,
2012-11,7.61,
2012-12,7.48,
2013-01,8.08,
2013-02,7.95,
2013-03,7.81,
2013-04,7.91,
2013-05,7.89,
2013-06,7.77,
2013-07,7.84,
2013-08,7.73,
2013-09,7.71,
2013-10,7.77,
2013-11,7.73,
2013-12,7.41,
2014-01,7.93,
2014-02,7.73,
2014-03,7.51,
2014-04,7.59,
2014-05,7.59,
2014-06,7.51,
2014-07,7.57,
2014-08,7.47,
2014-09,7.37,
2014-10,7.41,
2014-11,7.23,
2014-12,6.94,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. Loans for consumption are definded as loans granted for the purpose of personal use in the consumption of goods and services. p = Provisional",
