"",BBK01.QUV925,BBK01.QUV925_FLAGS
"",Banks in Germany: Liabilities to non-residents / Countries in Europe / Euro,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:08:36,
2001-12,437.332,
2002-01,449.834,
2002-02,439.190,
2002-03,445.386,
2002-04,475.107,
2002-05,489.613,
2002-06,450.792,
2002-07,463.835,
2002-08,456.770,
2002-09,485.533,
2002-10,497.142,
2002-11,516.360,
2002-12,491.903,
2003-01,508.573,
2003-02,519.707,
2003-03,536.518,
2003-04,542.647,
2003-05,550.987,
2003-06,528.569,
2003-07,528.625,
2003-08,514.482,
2003-09,535.395,
2003-10,524.537,
2003-11,519.532,
2003-12,513.089,
2004-01,532.711,
2004-02,547.083,
2004-03,569.516,
2004-04,569.580,
2004-05,550.369,
2004-06,519.675,
2004-07,520.291,
2004-08,523.094,
2004-09,546.803,
2004-10,541.023,
2004-11,563.987,
2004-12,550.607,
2005-01,595.909,
2005-02,608.296,
2005-03,608.130,
2005-04,671.656,
2005-05,655.048,
2005-06,590.961,
2005-07,588.832,
2005-08,580.381,
2005-09,588.761,
2005-10,619.221,
2005-11,630.599,
2005-12,578.835,
2006-01,618.521,
2006-02,620.600,
2006-03,632.882,
2006-04,652.195,
2006-05,670.700,
2006-06,632.611,
2006-07,594.074,
2006-08,604.087,
2006-09,622.972,
2006-10,614.666,
2006-11,626.927,
2006-12,595.035,
2007-01,611.597,
2007-02,632.990,
2007-03,630.348,
2007-04,671.292,
2007-05,690.342,
2007-06,640.044,
2007-07,628.942,
2007-08,634.184,
2007-09,663.441,
2007-10,667.291,
2007-11,669.048,
2007-12,619.991,
2008-01,675.026,
2008-02,680.991,
2008-03,692.077,
2008-04,728.096,
2008-05,703.213,
2008-06,631.864,
2008-07,643.598,
2008-08,637.325,
2008-09,656.287,
2008-10,627.802,
2008-11,593.322,
2008-12,578.333,
2009-01,592.155,
2009-02,584.165,
2009-03,562.960,
2009-04,588.828,
2009-05,562.985,
2009-06,577.491,
2009-07,560.503,
2009-08,551.623,
2009-09,542.374,
2009-10,557.151,
2009-11,561.394,
2009-12,536.352,
2010-01,586.892,
2010-02,593.981,
2010-03,605.699,
2010-04,666.598,
2010-05,721.066,
2010-06,659.605,
2010-07,682.310,
2010-08,702.136,
2010-09,658.937,
2010-10,666.425,
2010-11,664.272,
2010-12,635.565,
2011-01,657.473,
2011-02,654.726,
2011-03,612.172,
2011-04,648.741,
2011-05,634.908,
2011-06,585.518,
2011-07,589.220,
2011-08,634.816,
2011-09,664.262,
2011-10,665.625,
2011-11,671.063,
2011-12,566.034,
2012-01,713.635,
2012-02,725.053,
2012-03,781.005,
2012-04,792.688,
2012-05,771.849,
2012-06,729.317,
2012-07,725.186,
2012-08,738.436,
2012-09,697.167,
2012-10,694.360,
2012-11,673.687,
2012-12,606.768,
2013-01,619.838,
2013-02,615.629,
2013-03,594.399,
2013-04,615.552,
2013-05,586.661,
2013-06,588.751,
2013-07,579.223,
2013-08,569.606,
2013-09,548.802,
2013-10,544.030,
2013-11,547.591,
2013-12,497.332,
2014-01,530.197,
2014-02,516.429,
2014-03,513.933,
2014-04,518.499,
2014-05,516.285,
2014-06,504.497,
2014-07,534.272,
2014-08,529.344,
2014-09,513.981,
2014-10,514.947,
2014-11,515.245,
2014-12,470.028,
