"",BBK01.AU1732,BBK01.AU1732_FLAGS
"","Central government deposits / Bundesbank Figures are daily averages for the reserve maintenance period ending in the month indicated. Owing to the changeover to the new operational framework for monetary policity, there is no reserve maintenance period ending in February 2004.",
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 15:18:34,
1999-02,156,
1999-03,111,
1999-04,123,
1999-05,120,
1999-06,115,
1999-07,118,
1999-08,110,
1999-09,111,
1999-10,101,
1999-11,120,
1999-12,120,
2000-01,100,
2000-02,97,
2000-03,101,
2000-04,86,
2000-05,92,
2000-06,96,
2000-07,91,
2000-08,76,
2000-09,85,
2000-10,87,
2000-11,92,
2000-12,100,
2001-01,84,
2001-02,81,
2001-03,75,
2001-04,79,
2001-05,81,
2001-06,101,
2001-07,75,
2001-08,71,
2001-09,80,
2001-10,77,
2001-11,81,
2001-12,108,
2002-01,78,
2002-02,55,
2002-03,51,
2002-04,52,
2002-05,61,
2002-06,58,
2002-07,86,
2002-08,60,
2002-09,47,
2002-10,52,
2002-11,65,
2002-12,65,
2003-01,55,
2003-02,53,
2003-03,61,
2003-04,61,
2003-05,63,
2003-06,67,
2003-07,62,
2003-08,71,
2003-09,62,
2003-10,59,
2003-11,83,
2003-12,86,
2004-01,70,
2004-02,.,No value available
2004-03,80,
2004-04,73,
2004-05,62,
2004-06,69,
2004-07,66,
2004-08,60,
2004-09,81,
2004-10,85,
2004-11,64,
2004-12,92,
2005-01,69,
2005-02,89,
2005-03,78,
2005-04,49,
2005-05,55,
2005-06,84,
2005-07,62,
2005-08,46,
2005-09,49,
2005-10,57,
2005-11,45,
2005-12,48,
2006-01,43,
2006-02,54,
2006-03,61,
2006-04,38,
2006-05,49,
2006-06,54,
2006-07,63,
2006-08,50,
2006-09,49,
2006-10,55,
2006-11,56,
2006-12,52,
2007-01,53,
2007-02,51,
2007-03,84,
2007-04,68,
2007-05,58,
2007-06,103,
2007-07,103,
2007-08,70,
2007-09,56,
2007-10,54,
2007-11,48,
2007-12,55,
2008-01,80,
2008-02,49,
2008-03,70,
2008-04,45,
2008-05,44,
2008-06,69,
2008-07,101,
2008-08,36,
2008-09,69,
2008-10,200,
2008-11,337,
2008-12,167,
2009-01,4144,
2009-02,2486,
2009-03,9641,
2009-04,14591,
2009-05,26172,
2009-06,32328,
2009-07,23475,
2009-08,23491,
2009-09,23560,
2009-10,23679,
2009-11,23594,
2009-12,18779,
2010-01,10653,
2010-02,5404,
2010-03,2088,
2010-04,254,
2010-05,712,
2010-06,804,
2010-07,448,
2010-08,539,
2010-09,486,
2010-10,474,
2010-11,417,
2010-12,245,
2011-01,263,
2011-02,227,
2011-03,225,
2011-04,237,
2011-05,350,
2011-06,286,
2011-07,322,
2011-08,198,
2011-09,325,
2011-10,287,
2011-11,241,
2011-12,729,
2012-01,825,
2012-02,765,
2012-03,786,
2012-04,741,
2012-05,692,
2012-06,777,
2012-07,1048,
2012-08,4166,
2012-09,6012,
2012-10,6795,
2012-11,7060,
2012-12,8905,
2013-01,10035,
2013-02,2541,
2013-03,2132,
2013-04,1854,
2013-05,1010,
2013-06,725,
2013-07,841,
2013-08,665,
2013-09,651,
2013-10,1268,
2013-11,1577,
2013-12,1418,
2014-01,1868,
2014-02,1338,
2014-03,1370,
2014-04,1443,
2014-05,1434,
2014-06,1387,
2014-07,1580,
2014-08,944,
2014-09,1018,
2014-10,1200,
2014-11,918,
2014-12,881,
2015-01,1193,
