"",BBK01.OEAH71I,BBK01.OEAH71I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:45,
2002-01,8.005,
2002-04,8.272,
2002-07,8.571,
2002-10,8.848,
2003-01,10.378,
2003-04,10.060,
2003-07,9.069,
2003-10,9.300,
2004-01,9.538,
2004-04,9.752,
2004-07,10.613,
2004-10,10.539,
2005-01,10.852,
2005-04,10.823,
2005-07,10.612,
2005-10,11.126,
2006-01,11.659,
2006-04,12.641,
2006-07,11.638,
2006-10,11.809,
2007-01,10.669,
2007-04,10.287,
2007-07,13.260,
2007-10,12.344,
2008-01,10.683,
2008-04,11.091,
2008-07,10.486,
2008-10,11.024,
2009-01,12.075,
2009-04,12.589,
2009-07,12.833,
2009-10,11.329,
2010-01,13.556,
2010-04,13.556,
2010-07,11.986,
2010-10,10.782,
2011-01,11.986,
2011-04,13.288,
2011-07,14.962,
2011-10,14.478,
2012-01,13.804,
2012-04,17.186,
2012-07,15.503,
2012-10,15.840,
2013-01,18.957,
2013-04,23.352,
2013-07,21.561,
2013-10,18.733,
2014-01,19.038,
2014-04,21.053,
2014-07,20.651,
