"",BBK01.QUV779,BBK01.QUV779_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Other European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:14:19,
2001-12,63.517,
2002-01,63.527,
2002-02,64.248,
2002-03,63.932,
2002-04,63.865,
2002-05,63.414,
2002-06,55.414,
2002-07,55.253,
2002-08,54.978,
2002-09,55.243,
2002-10,54.844,
2002-11,55.166,
2002-12,54.860,
2003-01,56.418,
2003-02,58.879,
2003-03,58.913,
2003-04,57.782,
2003-05,57.068,
2003-06,57.507,
2003-07,58.197,
2003-08,59.000,
2003-09,58.140,
2003-10,58.527,
2003-11,57.969,
2003-12,56.732,
2004-01,56.525,
2004-02,56.272,
2004-03,59.159,
2004-04,60.273,
2004-05,48.098,
2004-06,47.636,
2004-07,47.660,
2004-08,47.614,
2004-09,47.742,
2004-10,47.627,
2004-11,47.136,
2004-12,46.605,
2005-01,47.730,
2005-02,47.752,
2005-03,48.061,
2005-04,48.483,
2005-05,49.399,
2005-06,49.911,
2005-07,49.980,
2005-08,51.295,
2005-09,52.499,
2005-10,53.323,
2005-11,54.598,
2005-12,55.733,
2006-01,54.740,
2006-02,55.016,
2006-03,54.958,
2006-04,53.293,
2006-05,54.043,
2006-06,55.958,
2006-07,55.169,
2006-08,55.272,
2006-09,56.368,
2006-10,56.951,
2006-11,58.594,
2006-12,59.867,
2007-01,59.294,
2007-02,58.785,
2007-03,59.332,
2007-04,58.547,
2007-05,59.423,
2007-06,61.628,
2007-07,61.627,
2007-08,62.825,
2007-09,62.757,
2007-10,62.069,
2007-11,62.765,
2007-12,62.879,
2008-01,64.221,
2008-02,65.167,
2008-03,64.623,
2008-04,65.353,
2008-05,66.260,
2008-06,66.606,
2008-07,67.528,
2008-08,70.141,
2008-09,72.311,
2008-10,76.313,
2008-11,74.901,
2008-12,72.437,
2009-01,74.219,
2009-02,74.605,
2009-03,71.577,
2009-04,71.003,
2009-05,68.367,
2009-06,67.857,
2009-07,67.523,
2009-08,66.319,
2009-09,64.683,
2009-10,63.358,
2009-11,62.395,
2009-12,61.787,
2010-01,62.360,
2010-02,62.494,
2010-03,62.096,
2010-04,62.396,
2010-05,63.785,
2010-06,64.174,
2010-07,62.860,
2010-08,63.033,
2010-09,61.064,
2010-10,60.349,
2010-11,62.441,
2010-12,61.200,
2011-01,60.108,
2011-02,59.921,
2011-03,59.332,
2011-04,58.638,
2011-05,60.412,
2011-06,59.740,
2011-07,60.638,
2011-08,60.326,
2011-09,61.150,
2011-10,60.069,
2011-11,61.348,
2011-12,61.874,
2012-01,61.593,
2012-02,61.081,
2012-03,60.951,
2012-04,61.959,
2012-05,62.865,
2012-06,61.835,
2012-07,62.500,
2012-08,61.972,
2012-09,61.204,
2012-10,60.108,
2012-11,60.048,
2012-12,59.791,
2013-01,59.052,
2013-02,59.505,
2013-03,59.077,
2013-04,59.476,
2013-05,59.433,
2013-06,58.798,
2013-07,57.029,
2013-08,56.850,
2013-09,56.222,
2013-10,56.418,
2013-11,55.886,
2013-12,55.469,
2014-01,55.608,
2014-02,55.454,
2014-03,56.044,
2014-04,56.229,
2014-05,56.181,
2014-06,55.559,
2014-07,55.356,
2014-08,55.660,
2014-09,56.420,
2014-10,55.607,
2014-11,55.491,
2014-12,55.260,
