"",BBK01.TVD433,BBK01.TVD433_FLAGS
"",Deposits of non-banks in the euro area / in the home country / With agreed maturities / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:10,
1980-01,0,
1980-02,3659,
1980-03,315,
1980-04,1941,
1980-05,4679,
1980-06,-1086,
1980-07,4110,
1980-08,3679,
1980-09,-2733,
1980-10,3227,
1980-11,2852,
1980-12,8728,
1981-01,-1063,
1981-02,3223,
1981-03,1877,
1981-04,5488,
1981-05,4727,
1981-06,-1399,
1981-07,5647,
1981-08,4732,
1981-09,376,
1981-10,2805,
1981-11,-522,
1981-12,6613,
1982-01,-1063,
1982-02,1035,
1982-03,-1396,
1982-04,1549,
1982-05,2894,
1982-06,-2935,
1982-07,1508,
1982-08,2510,
1982-09,-1168,
1982-10,2645,
1982-11,-3575,
1982-12,7459,
1983-01,-3730,
1983-02,1134,
1983-03,-1987,
1983-04,-422,
1983-05,2183,
1983-06,-2134,
1983-07,4174,
1983-08,3471,
1983-09,480,
1983-10,3600,
1983-11,-742,
1983-12,7723,
1984-01,-979,
1984-02,3583,
1984-03,-1497,
1984-04,2421,
1984-05,4638,
1984-06,-1093,
1984-07,3435,
1984-08,4978,
1984-09,-143,
1984-10,4101,
1984-11,-132,
1984-12,4030,
1985-01,841,
1985-02,3325,
1985-03,-845,
1985-04,3074,
1985-05,4404,
1985-06,125,
1985-07,2421,
1985-08,3793,
1985-09,-2645,
1985-10,3277,
1985-11,858,
1985-12,7377,
1986-01,4134,
1986-02,2294,
1986-03,-3932,
1986-04,-242,
1986-05,3690,
1986-06,672,
1986-07,4583,
1986-08,6019,
1986-09,-1596,
1986-10,5332,
1986-11,2267,
1986-12,5290,
1987-01,4896,
1987-02,2121,
1987-03,-3022,
1987-04,1508,
1987-05,5524,
1987-06,-4033,
1987-07,4047,
1987-08,4080,
1987-09,-1383,
1987-10,5086,
1987-11,2453,
1987-12,10172,
1988-01,661,
1988-02,-80,
1988-03,-3107,
1988-04,2557,
1988-05,3263,
1988-06,-2495,
1988-07,1724,
1988-08,6354,
1988-09,2925,
1988-10,3317,
1988-11,2984,
1988-12,7665,
1989-01,304,
1989-02,3565,
1989-03,1112,
1989-04,4877,
1989-05,3583,
1989-06,1488,
1989-07,5876,
1989-08,7392,
1989-09,1780,
1989-10,4154,
1989-11,5833,
1989-12,15203,
1990-01,6666,
1990-02,5617,
1990-03,1447,
1990-04,3313,
1990-05,6894,
1990-06,1494,
1990-07,2941,
1990-08,12311,
1990-09,4953,
1990-10,6731,
1990-11,3985,
1990-12,12427,
1991-01,7401,
1991-02,7296,
1991-03,-520,
1991-04,3455,
1991-05,6594,
1991-06,857,
1991-07,1600,
1991-08,8809,
1991-09,108,
1991-10,4671,
1991-11,5142,
1991-12,13155,
1992-01,10794,
1992-02,6137,
1992-03,-654,
1992-04,3082,
1992-05,5831,
1992-06,-929,
1992-07,6697,
1992-08,6364,
1992-09,8223,
1992-10,-2080,
1992-11,-6711,
1992-12,-519,
1993-01,8069,
1993-02,2964,
1993-03,522,
1993-04,2682,
1993-05,5749,
1993-06,-1843,
1993-07,5424,
1993-08,2551,
1993-09,-3883,
1993-10,3424,
1993-11,-1892,
1993-12,19377,
1994-01,4733,
1994-02,3061,
1994-03,1719,
1994-04,1123,
1994-05,601,
1994-06,-7708,
1994-07,36,
1994-08,234,
1994-09,-7109,
1994-10,-2956,
1994-11,-7078,
1994-12,896,
1995-01,4226,
1995-02,1344,
1995-03,-203,
1995-04,-2989,
1995-05,3614,
1995-06,-4991,
1995-07,141,
1995-08,6320,
1995-09,-3905,
1995-10,-3909,
1995-11,-1447,
1995-12,4311,
1996-01,4064,
1996-02,2568,
1996-03,-4045,
1996-04,-1891,
1996-05,3780,
1996-06,-3345,
1996-07,2602,
1996-08,5914,
1996-09,-3278,
1996-10,-533,
1996-11,-1344,
1996-12,10600,
1997-01,7695,
1997-02,-548,
1997-03,-2093,
1997-04,685,
1997-05,3511,
1997-06,-6919,
1997-07,1733,
1997-08,4320,
1997-09,-3921,
1997-10,4712,
1997-11,3376,
1997-12,11156,
1998-01,2364,
1998-02,1778,
1998-03,-4636,
1998-04,1141,
1998-05,5943,
1998-06,-6046,
1998-07,5700,
1998-08,3696,
1998-09,-4250,
1998-10,724,
1998-11,-1412,
1998-12,18653,
1999-01,8061,
1999-02,-1108,
1999-03,2079,
1999-04,-6359,
1999-05,-164,
1999-06,-4512,
1999-07,4695,
1999-08,4936,
1999-09,-1184,
1999-10,6623,
1999-11,5269,
1999-12,18419,
2000-01,-5819,
2000-02,3466,
2000-03,-152,
2000-04,-2387,
2000-05,9921,
2000-06,-645,
2000-07,2048,
2000-08,7478,
2000-09,3323,
2000-10,708,
2000-11,4290,
2000-12,15552,
2001-01,2795,
2001-02,1726,
2001-03,4556,
2001-04,-3511,
2001-05,5273,
2001-06,2361,
2001-07,997,
2001-08,3164,
2001-09,1179,
2001-10,-1839,
2001-11,-4703,
2001-12,9183,
2002-01,-7478,
2002-02,-43,
2002-03,2544,
2002-04,-3806,
2002-05,3902,
2002-06,1327,
2002-07,384,
2002-08,1396,
2002-09,-8600,
2002-10,8985,
2002-11,-3189,
2002-12,10466,
2003-01,-5691,
2003-02,3410,
2003-03,-3298,
2003-04,-2371,
2003-05,4916,
2003-06,-10921,
2003-07,5087,
2003-08,6077,
2003-09,-13664,
2003-10,-3403,
2003-11,1020,
2003-12,5284,
2004-01,-13081,
2004-02,-2042,
2004-03,3955,
2004-04,322,
2004-05,10379,
2004-06,-3651,
2004-07,6608,
2004-08,1503,
2004-09,-1521,
2004-10,2426,
2004-11,-4778,
2004-12,25335,
2005-01,-13037,
2005-02,-939,
2005-03,-1739,
2005-04,7738,
2005-05,-518,
2005-06,-3953,
2005-07,3557,
2005-08,1459,
2005-09,-93,
2005-10,1647,
2005-11,1922,
2005-12,11264,
2006-01,1959,
2006-02,7888,
2006-03,3136,
2006-04,12929,
2006-05,5586,
2006-06,8137,
2006-07,7189,
2006-08,12581,
2006-09,9858,
2006-10,6538,
2006-11,7007,
2006-12,22227,
2007-01,4977,
2007-02,5903,
2007-03,6142,
2007-04,19975,
2007-05,8222,
2007-06,13365,
2007-07,6955,
2007-08,26310,
2007-09,16884,
2007-10,11919,
2007-11,10957,
2007-12,52265,
2008-01,360,
2008-02,16075,
2008-03,1561,
2008-04,25761,
2008-05,15879,
2008-06,-3258,
2008-07,33614,
2008-08,13557,
2008-09,-708,
2008-10,15717,
2008-11,9793,
2008-12,26235,
2009-01,-38507,
2009-02,-16905,
2009-03,-15754,
2009-04,-19313,
2009-05,-11921,
2009-06,-19297,
2009-07,-19407,
2009-08,-15596,
2009-09,-25118,
2009-10,-31002,
2009-11,-13103,
2009-12,5523,
2010-01,-25340,
2010-02,-5579,
2010-03,2447,
2010-04,-24516,
2010-05,-6754,
2010-06,-708,
2010-07,-2331,
2010-08,6728,
2010-09,421,
2010-10,-1333,
2010-11,-6866,
2010-12,10849,
2011-01,-6452,
2011-02,4580,
2011-03,552,
2011-04,9345,
2011-05,10656,
2011-06,-733,
2011-07,12295,
2011-08,9626,
2011-09,6360,
2011-10,-3912,
2011-11,143,
2011-12,5185,
2012-01,-5031,
2012-02,-5553,
2012-03,-1345,
2012-04,1103,
2012-05,1165,
2012-06,3195,
2012-07,-5420,
2012-08,-1808,
2012-09,-14687,
2012-10,-20460,
2012-11,-13941,
2012-12,-27659,
2013-01,-11219,
2013-02,-10298,
2013-03,3390,
2013-04,-5398,
2013-05,57,
2013-06,-6238,
2013-07,-8241,
2013-08,-3037,
2013-09,-8247,
2013-10,-5642,
2013-11,-3497,
2013-12,2059,
2014-01,-2508,
2014-02,1453,
2014-03,-1218,
2014-04,-5717,
2014-05,3397,
2014-06,-2124,
2014-07,-3493,
2014-08,-1136,
2014-09,-3283,
2014-10,-14131,
2014-11,-3308,
2014-12,-3416,
2015-01,-6293,
