"",BBK01.OEAA01L,BBK01.OEAA01L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:16,
2002-01,539.654,
2002-04,520.891,
2002-07,525.439,
2002-10,512.936,
2003-01,547.745,
2003-04,545.605,
2003-07,552.280,
2003-10,558.617,
2004-01,583.776,
2004-04,567.591,
2004-07,584.054,
2004-10,575.880,
2005-01,582.119,
2005-04,587.507,
2005-07,600.463,
2005-10,583.968,
2006-01,587.661,
2006-04,583.880,
2006-07,591.780,
2006-10,560.018,
2007-01,581.025,
2007-04,596.857,
2007-07,595.034,
2007-10,589.598,
2008-01,643.410,
2008-04,600.655,
2008-07,640.786,
2008-10,600.648,
2009-01,602.372,
2009-04,602.656,
2009-07,547.802,
2009-10,523.423,
2010-01,512.133,
2010-04,526.564,
2010-07,506.978,
2010-10,511.771,
2011-01,516.273,
2011-04,517.332,
2011-07,520.890,
2011-10,498.535,
2012-01,509.229,
2012-04,506.771,
2012-07,505.635,
2012-10,497.280,
2013-01,506.272,
2013-04,513.392,
2013-07,471.257,
2013-10,473.803,
2014-01,475.553,
2014-04,479.570,
2014-07,482.115,
