"",BBK01.PQD354,BBK01.PQD354_FLAGS
"",Lending to domestic enterprises / Total / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:12,
1968-10,10.435,
1969-01,10.466,
1969-04,10.865,
1969-07,11.225,
1969-10,12.752,
1970-01,12.631,
1970-04,13.294,
1970-07,13.716,
1970-10,14.675,
1971-01,14.682,
1971-04,15.168,
1971-07,15.989,
1971-10,17.060,
1972-01,17.477,
1972-04,18.318,
1972-07,18.979,
1972-10,20.250,
1973-01,19.830,
1973-04,20.316,
1973-07,20.412,
1973-10,21.114,
1974-01,21.167,
1974-04,21.637,
1974-07,21.685,
1974-10,22.240,
1975-01,21.795,
1975-04,21.415,
1975-07,21.370,
1975-10,22.599,
1976-01,21.924,
1976-04,22.637,
1976-07,23.635,
1976-10,24.571,
1977-01,24.268,
1977-04,24.562,
1977-07,25.362,
1977-10,27.246,
1978-01,26.121,
1978-04,26.912,
1978-07,27.847,
1978-10,28.777,
1979-01,28.657,
1979-04,30.378,
1979-07,30.668,
1979-10,32.065,
1980-01,31.082,
1980-04,31.938,
1980-07,31.897,
1980-10,34.180,
1981-01,33.831,
1981-04,34.319,
1981-07,34.585,
1981-10,35.596,
1982-01,34.683,
1982-04,35.791,
1982-07,36.049,
1982-10,36.972,
1983-01,35.116,
1983-04,36.307,
1983-07,36.878,
1983-10,37.309,
1984-01,36.694,
1984-04,37.179,
1984-07,37.868,
1984-10,39.249,
1985-01,38.837,
1985-04,40.418,
1985-07,39.655,
1985-10,41.466,
1986-01,40.969,
1986-04,41.350,
1986-07,41.629,
1986-10,48.802,
1987-01,48.712,
1987-04,48.358,
1987-07,48.500,
1987-10,49.494,
1988-01,49.981,
1988-04,51.082,
1988-07,51.233,
1988-10,53.866,
1989-01,54.425,
1989-04,56.315,
1989-07,57.350,
1989-10,59.377,
1990-01,62.717,
1990-04,138.064,
1990-07,144.662,
1990-10,147.567,
1991-01,146.770,
1991-04,149.440,
1991-07,145.910,
1991-10,142.156,
1992-01,143.288,
1992-04,147.354,
1992-07,145.472,
1992-10,135.301,
1993-01,95.686,
1993-04,97.636,
1993-07,97.849,
1993-10,99.482,
1994-01,100.550,
1994-04,101.634,
1994-07,105.525,
1994-10,106.710,
1995-01,106.435,
1995-04,111.684,
1995-07,108.152,
1995-10,109.684,
1996-01,114.284,
1996-04,115.429,
1996-07,115.123,
1996-10,118.106,
1997-01,118.245,
1997-04,117.808,
1997-07,118.844,
1997-10,119.929,
1998-01,116.842,
1998-04,117.630,
1998-07,117.631,
1998-10,117.987,
1999-01,74.118,
1999-04,72.392,
1999-07,73.989,
1999-10,74.967,
2000-01,76.236,
2000-04,82.435,
2000-07,82.616,
2000-10,86.091,
2001-01,86.626,
2001-04,87.966,
2001-07,87.540,
2001-10,90.317,
2002-01,90.298,
2002-04,91.761,
2002-07,91.042,
2002-10,92.907,
2003-01,92.653,
2003-04,93.269,
2003-07,91.149,
2003-10,89.071,
2004-01,88.868,
2004-04,89.498,
2004-07,88.725,
2004-10,74.692,
2005-01,75.145,
2005-04,72.937,
2005-07,69.458,
2005-10,70.139,
2006-01,73.188,
2006-04,73.909,
2006-07,71.447,
2006-10,71.454,
2007-01,74.181,
2007-04,79.404,
2007-07,76.278,
2007-10,79.245,
2008-01,85.875,
2008-04,86.465,
2008-07,91.839,
2008-10,101.499,
2009-01,114.102,
2009-04,110.313,
2009-07,101.375,
2009-10,97.776,
2010-01,89.671,
2010-04,95.135,
2010-07,91.003,
2010-10,92.571,
2011-01,100.167,
2011-04,98.530,
2011-07,110.218,
2011-10,106.608,
2012-01,107.371,
2012-04,107.648,
2012-07,107.224,
2012-10,111.092,
2013-01,114.590,
2013-04,115.411,
2013-07,108.906,
2013-10,109.713,
2014-01,110.958,
2014-04,112.016,
2014-07,113.870,
2014-10,115.886,
