"",BBK01.TVD429,BBK01.TVD429_FLAGS
1997-11,955,
1997-12,-6912,
1998-01,8040,
1998-02,1245,
1998-03,10149,
1998-04,-1585,
1998-05,9715,
1998-06,6503,
1998-07,-8938,
1998-08,1477,
1998-09,7738,
1998-10,9543,
1998-11,17762,
1998-12,-12066,
1999-01,35420,
1999-02,-22048,
1999-03,456,
1999-04,4361,
1999-05,-3652,
1999-06,-1043,
1999-07,-1629,
1999-08,1894,
1999-09,11061,
1999-10,-4163,
1999-11,5977,
1999-12,-27668,
2000-01,18167,
2000-02,5334,
2000-03,-1022,
2000-04,1250,
2000-05,13512,
2000-06,-10938,
2000-07,-15323,
2000-08,4749,
2000-09,4997,
2000-10,-6543,
2000-11,-3837,
2000-12,9054,
2001-01,9019,
2001-02,17135,
2001-03,-2936,
2001-04,12992,
2001-05,-3889,
2001-06,-20103,
2001-07,603,
2001-08,-5708,
2001-09,3133,
2001-10,6720,
2001-11,8797,
2001-12,-3886,
2002-01,5393,
2002-02,-17474,
2002-03,9007,
2002-04,20180,
2002-05,1702,
2002-06,-12690,
2002-07,3626,
2002-08,1780,
2002-09,4702,
2002-10,14166,
2002-11,3888,
2002-12,-1219,
2003-01,3009,
2003-02,-2236,
2003-03,11877,
2003-04,2486,
2003-05,2462,
2003-06,537,
2003-07,-6418,
2003-08,553,
2003-09,12894,
2003-10,-2769,
2003-11,-9711,
2003-12,-5506,
2004-01,6127,
2004-02,-9502,
2004-03,16608,
2004-04,-1674,
2004-05,-8899,
2004-06,-733,
2004-07,4606,
2004-08,1442,
2004-09,3640,
2004-10,5601,
2004-11,-5348,
2004-12,7820,
2005-01,6680,
2005-02,4549,
2005-03,-1539,
2005-04,32906,
2005-05,-13609,
2005-06,-15544,
2005-07,-5982,
2005-08,-2267,
2005-09,-4554,
2005-10,13303,
2005-11,-4103,
2005-12,-3990,
2006-01,14585,
2006-02,-3251,
2006-03,-1640,
2006-04,17871,
2006-05,2578,
2006-06,-12808,
2006-07,-11201,
2006-08,6946,
2006-09,4268,
2006-10,-968,
2006-11,16767,
2006-12,-9066,
2007-01,-4937,
2007-02,45,
2007-03,89,
2007-04,15369,
2007-05,8469,
2007-06,-11657,
2007-07,3148,
2007-08,6543,
2007-09,13915,
2007-10,19942,
2007-11,-10569,
2007-12,-26793,
2008-01,39477,
2008-02,459,
2008-03,-12155,
2008-04,24780,
2008-05,-5248,
2008-06,-23921,
2008-07,-4770,
2008-08,-6051,
2008-09,-4232,
2008-10,-36375,
2008-11,-6253,
2008-12,-21544,
2009-01,14593,
2009-02,-10858,
2009-03,-11780,
2009-04,4839,
2009-05,-8834,
2009-06,-6529,
2009-07,-2891,
2009-08,-2427,
2009-09,1660,
2009-10,6316,
2009-11,-4862,
2009-12,10011,
2010-01,13255,
2010-02,-8342,
2010-03,2100,
2010-04,20621,
2010-05,13042,
2010-06,-22652,
2010-07,21549,
2010-08,9247,
2010-09,-15519,
2010-10,6321,
2010-11,-3985,
2010-12,-11448,
2011-01,12993,
2011-02,-3041,
2011-03,-875,
2011-04,13433,
2011-05,-18067,
2011-06,-15632,
2011-07,441,
2011-08,4145,
2011-09,3159,
2011-10,2438,
2011-11,-7388,
2011-12,-11233,
2012-01,20680,
2012-02,-1995,
2012-03,17274,
2012-04,9408,
2012-05,-6112,
2012-06,-12495,
2012-07,1684,
2012-08,-999,
2012-09,-9325,
2012-10,1706,
2012-11,-563,
2012-12,-17940,
2013-01,9766,
2013-02,-198,
2013-03,-5254,
2013-04,19075,
2013-05,-9590,
2013-06,-8246,
2013-07,1958,
2013-08,-5650,
2013-09,610,
2013-10,-6081,
2013-11,-4102,
2013-12,-24625,
2014-01,18481,
2014-02,-15313,
2014-03,6164,
2014-04,7397,
2014-05,-8518,
2014-06,12392,
2014-07,14867,
2014-08,-6155,
2014-09,-4678,
2014-10,-2715,
2014-11,2101,
2014-12,-19211,
2015-01,33224,
