"",BBK01.TVD429,BBK01.TVD429_FLAGS
"",Deposits of banks (MFIs) in the euro area / in other member states / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:06,
1980-01,0,
1980-02,202,
1980-03,453,
1980-04,148,
1980-05,-123,
1980-06,279,
1980-07,-295,
1980-08,344,
1980-09,171,
1980-10,218,
1980-11,204,
1980-12,479,
1981-01,-457,
1981-02,87,
1981-03,1213,
1981-04,-611,
1981-05,293,
1981-06,1,
1981-07,444,
1981-08,-488,
1981-09,-126,
1981-10,-284,
1981-11,153,
1981-12,939,
1982-01,-708,
1982-02,27,
1982-03,304,
1982-04,-599,
1982-05,33,
1982-06,443,
1982-07,123,
1982-08,190,
1982-09,217,
1982-10,-139,
1982-11,-168,
1982-12,654,
1983-01,-903,
1983-02,-6,
1983-03,174,
1983-04,-288,
1983-05,277,
1983-06,696,
1983-07,-180,
1983-08,-81,
1983-09,20,
1983-10,-151,
1983-11,57,
1983-12,484,
1984-01,-932,
1984-02,-254,
1984-03,237,
1984-04,489,
1984-05,219,
1984-06,191,
1984-07,446,
1984-08,-13,
1984-09,1087,
1984-10,-28,
1984-11,118,
1984-12,1517,
1985-01,-729,
1985-02,628,
1985-03,-923,
1985-04,-16,
1985-05,-449,
1985-06,639,
1985-07,-826,
1985-08,263,
1985-09,35,
1985-10,229,
1985-11,581,
1985-12,916,
1986-01,-798,
1986-02,-307,
1986-03,863,
1986-04,-268,
1986-05,101,
1986-06,138,
1986-07,-554,
1986-08,133,
1986-09,1813,
1986-10,215,
1986-11,-466,
1986-12,395,
1987-01,-165,
1987-02,-382,
1987-03,277,
1987-04,488,
1987-05,-30,
1987-06,677,
1987-07,-50,
1987-08,44,
1987-09,664,
1987-10,960,
1987-11,-942,
1987-12,-170,
1988-01,187,
1988-02,25,
1988-03,507,
1988-04,-382,
1988-05,589,
1988-06,809,
1988-07,1184,
1988-08,525,
1988-09,-96,
1988-10,-50,
1988-11,-97,
1988-12,-70,
1989-01,654,
1989-02,379,
1989-03,771,
1989-04,1007,
1989-05,1538,
1989-06,49,
1989-07,-925,
1989-08,440,
1989-09,302,
1989-10,342,
1989-11,39,
1989-12,-28,
1990-01,711,
1990-02,710,
1990-03,144,
1990-04,371,
1990-05,97,
1990-06,3918,
1990-07,779,
1990-08,196,
1990-09,1259,
1990-10,-777,
1990-11,-266,
1990-12,489,
1991-01,162,
1991-02,569,
1991-03,3232,
1991-04,-676,
1991-05,-954,
1991-06,1327,
1991-07,-798,
1991-08,636,
1991-09,-1167,
1991-10,814,
1991-11,-165,
1991-12,-871,
1992-01,1145,
1992-02,1004,
1992-03,1345,
1992-04,713,
1992-05,-10,
1992-06,-122,
1992-07,-670,
1992-08,450,
1992-09,3675,
1992-10,274,
1992-11,1106,
1992-12,474,
1993-01,-680,
1993-02,2062,
1993-03,291,
1993-04,-419,
1993-05,665,
1993-06,1977,
1993-07,851,
1993-08,205,
1993-09,-682,
1993-10,1617,
1993-11,1113,
1993-12,1537,
1994-01,1384,
1994-02,-2257,
1994-03,1476,
1994-04,687,
1994-05,1971,
1994-06,1230,
1994-07,2201,
1994-08,1909,
1994-09,2553,
1994-10,1665,
1994-11,3107,
1994-12,9276,
1995-01,1151,
1995-02,2953,
1995-03,1732,
1995-04,-1473,
1995-05,1274,
1995-06,-335,
1995-07,-2273,
1995-08,3366,
1995-09,-1050,
1995-10,2874,
1995-11,138,
1995-12,-2113,
1996-01,1069,
1996-02,1114,
1996-03,5287,
1996-04,-680,
1996-05,16,
1996-06,-621,
1996-07,-1997,
1996-08,-247,
1996-09,209,
1996-10,1097,
1996-11,1745,
1996-12,935,
1997-01,3966,
1997-02,2744,
1997-03,7258,
1997-04,108,
1997-05,2843,
1997-06,8698,
1997-07,-7179,
1997-08,3921,
1997-09,-3548,
1997-10,6325,
