"",BBK01.OEAH43O,BBK01.OEAH43O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:28:03,
2002-01,2.529,
2002-04,2.474,
2002-07,2.548,
2002-10,2.592,
2003-01,2.564,
2003-04,2.475,
2003-07,2.473,
2003-10,2.561,
2004-01,2.493,
2004-04,2.430,
2004-07,2.412,
2004-10,2.504,
2005-01,3.909,
2005-04,3.929,
2005-07,4.044,
2005-10,4.206,
2006-01,4.127,
2006-04,4.188,
2006-07,4.303,
2006-10,4.571,
2007-01,4.529,
2007-04,4.574,
2007-07,4.708,
2007-10,5.049,
2008-01,4.894,
2008-04,4.964,
2008-07,5.062,
2008-10,5.734,
2009-01,5.340,
2009-04,5.259,
2009-07,5.254,
2009-10,5.559,
2010-01,5.298,
2010-04,5.405,
2010-07,5.547,
2010-10,5.931,
2011-01,5.618,
2011-04,5.584,
2011-07,5.746,
2011-10,6.208,
2012-01,5.916,
2012-04,5.955,
2012-07,6.088,
2012-10,6.576,
2013-01,6.246,
2013-04,6.225,
2013-07,6.443,
2013-10,6.764,
2014-01,6.727,
2014-04,6.807,
2014-07,6.962,
