"",BBK01.QUV704,BBK01.QUV704_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Panama / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:21:47,
2001-12,0.280,
2002-01,0.298,
2002-02,0.344,
2002-03,0.171,
2002-04,0.146,
2002-05,0.130,
2002-06,0.090,
2002-07,0.089,
2002-08,0.065,
2002-09,0.039,
2002-10,0.036,
2002-11,0.046,
2002-12,0.256,
2003-01,0.146,
2003-02,0.141,
2003-03,0.163,
2003-04,0.029,
2003-05,0.037,
2003-06,0.056,
2003-07,0.062,
2003-08,0.098,
2003-09,0.094,
2003-10,0.091,
2003-11,0.076,
2003-12,0.075,
2004-01,0.050,
2004-02,0.049,
2004-03,0.063,
2004-04,0.067,
2004-05,0.054,
2004-06,0.058,
2004-07,0.050,
2004-08,0.040,
2004-09,0.046,
2004-10,0.059,
2004-11,0.074,
2004-12,0.096,
2005-01,0.084,
2005-02,0.088,
2005-03,0.074,
2005-04,0.096,
2005-05,0.086,
2005-06,0.105,
2005-07,0.100,
2005-08,0.104,
2005-09,0.109,
2005-10,0.089,
2005-11,0.073,
2005-12,0.114,
2006-01,0.115,
2006-02,0.113,
2006-03,0.090,
2006-04,0.071,
2006-05,0.071,
2006-06,0.106,
2006-07,0.108,
2006-08,0.113,
2006-09,0.108,
2006-10,0.108,
2006-11,0.086,
2006-12,0.094,
2007-01,0.101,
2007-02,0.099,
2007-03,0.090,
2007-04,0.091,
2007-05,0.103,
2007-06,0.095,
2007-07,0.096,
2007-08,0.153,
2007-09,0.156,
2007-10,0.158,
2007-11,0.174,
2007-12,0.181,
2008-01,0.200,
2008-02,0.279,
2008-03,0.282,
2008-04,0.289,
2008-05,0.319,
2008-06,0.331,
2008-07,0.371,
2008-08,0.284,
2008-09,0.272,
2008-10,0.238,
2008-11,0.179,
2008-12,0.161,
2009-01,0.128,
2009-02,0.128,
2009-03,0.130,
2009-04,0.122,
2009-05,0.103,
2009-06,0.107,
2009-07,0.082,
2009-08,0.073,
2009-09,0.041,
2009-10,0.037,
2009-11,0.032,
2009-12,0.038,
2010-01,0.030,
2010-02,0.026,
2010-03,.,No value available
2010-04,.,No value available
2010-05,.,No value available
2010-06,.,No value available
2010-07,.,No value available
2010-08,.,No value available
2010-09,.,No value available
2010-10,0.073,
2010-11,0.091,
2010-12,0.092,
2011-01,0.091,
2011-02,0.091,
2011-03,0.091,
2011-04,0.075,
2011-05,0.115,
2011-06,0.110,
2011-07,0.154,
2011-08,0.137,
2011-09,0.147,
2011-10,0.176,
2011-11,0.187,
2011-12,0.214,
2012-01,0.207,
2012-02,0.202,
2012-03,0.193,
2012-04,0.188,
2012-05,0.145,
2012-06,0.146,
2012-07,0.100,
2012-08,0.121,
2012-09,0.137,
2012-10,0.125,
2012-11,0.146,
2012-12,0.178,
2013-01,0.174,
2013-02,0.178,
2013-03,0.181,
2013-04,0.185,
2013-05,0.177,
2013-06,0.214,
2013-07,0.225,
2013-08,0.238,
2013-09,0.207,
2013-10,0.278,
2013-11,0.323,
2013-12,0.451,
2014-01,0.267,
2014-02,0.258,
2014-03,0.260,
2014-04,0.249,
2014-05,0.250,
2014-06,0.174,
2014-07,0.193,
2014-08,0.157,
2014-09,0.172,
2014-10,0.175,
2014-11,0.148,
2014-12,0.221,
